Phone1	PhonEnv	Phone2	Surprisal
a	#|S|	a	0.684
a	#|S|	ˈa	1.404
a	#|S|>	a	0.757
a	#|S|>	ˈa	1.292
a	#|S|>_N	a	0.039
a	#|S|N	a	0.049
a	<|S|	a	0.229
a	<|S|	ˈa	4.492
a	<|S|>	a	0.232
a	<|S|>_N	a	0.039
a	<|S|N	a	0.049
a	|S|>	a	0.324
a	|S|>	ˈa	3.025
a	|S|>_N	a	0.049
a	|S|N	a	0.066
a	|S|N	ˈa	4.492
a_l	<|S|	a_l	0.0
a_l	<|S|<	a_l	0.0
a_l	<|S|<_F	a_l	0.0
a_l	<|S|F	a_l	0.0
a_l	|S|<	a_l	0.0
a_l	|S|<_F	a_l	0.0
a_l	|S|F	a_l	0.0
a_w	#|S|	o	0.0
a_w	#|S|>	o	0.0
a_w	#|S|>_R	o	0.0
a_w	#|S|R	o	0.0
a_w	|S|>	o	0.0
a_w	|S|>_R	o	0.0
a_w	|S|R	o	0.0
a_ð	<|S|	a_t	0.0
a_ð	<|S|<	a_t	0.0
a_ð	<|S|<_F	a_t	0.0
a_ð	<|S|F	a_t	0.0
a_ð	|S|<	a_t	0.0
a_ð	|S|<_F	a_t	0.0
a_ð	|S|F	a_t	0.0
a_ɾ	#|S|	a_ɾ	0.0
a_ɾ	#|S|<	a_ɾ	0.0
a_ɾ	#|S|<_F	a_ɾ	0.0
a_ɾ	#|S|F	a_ɾ	0.0
a_ɾ	<|S|	a_ɾ	0.0
a_ɾ	<|S|<	a_ɾ	0.0
a_ɾ	<|S|<_F	a_ɾ	0.0
a_ɾ	<|S|F	a_ɾ	0.0
a_ɾ	|S|<	a_ɾ	0.0
a_ɾ	|S|<_F	a_ɾ	0.0
a_ɾ	|S|F	a_ɾ	0.0
b	#|S|	b	0.026
b	#|S|<	b	0.02
b	#|S|<_F	b	0.016
b	#|S|<_R	b	0.016
b	#|S|F	b	0.02
b	#|S|R	b	0.02
b	>|S|	b	0.624
b	>|S|	-	1.509
b	>|S|<	b	0.71
b	>|S|<	-	1.364
b	>|S|<_F	b	0.016
b	>|S|<_R	-	0.303
b	>|S|<_R	b	2.402
b	>|S|F	b	0.02
b	>|S|R	-	0.389
b	>|S|R	b	2.08
b	|S|<	b	0.08
b	|S|<	-	4.209
b	|S|<_F	b	0.02
b	|S|<_R	b	0.71
b	|S|<_R	-	1.364
b	|S|F	b	0.026
b	|S|R	b	0.624
b	|S|R	-	1.509
d	#|S|	d	0.15
d	#|S|	-	3.338
d	#|S|<	d	0.141
d	#|S|<	-	3.42
d	#|S|<_F	d	0.255
d	#|S|<_F	-	2.627
d	#|S|<_R	d	0.042
d	#|S|F	d	0.253
d	#|S|F	-	2.637
d	#|S|R	d	0.052
d	#|S|R	-	4.807
d	>|S|	-	0.485
d	>|S|	d	1.807
d	>|S|<	-	0.348
d	>|S|<	d	2.222
d	|S|<	d	0.222
d	|S|<	-	2.807
d	|S|<_F	d	0.253
d	|S|<_F	-	2.637
d	|S|<_R	d	0.052
d	|S|<_R	-	4.807
d	|S|F	d	0.249
d	|S|F	-	2.655
d	|S|R	d	0.07
d	|S|R	-	4.392
e	#|S|	ɛ	3.17
e	#|S|	-	3.275
e	#|S|	i	3.411
e	#|S|>	-	3.319
e	#|S|>	ɛ	3.585
e	#|S|>	i	3.826
e	#|S|>_N	ɛ	3.907
e	#|S|>_N	i	4.148
e	#|S|N	ɛ	3.585
e	#|S|N	i	3.826
e	<|S|	ɛ	1.609
e	<|S|	i	1.85
e	<|S|	-	3.192
e	<|S|	e	3.31
e	<|S|	u	3.31
e	<|S|	ɛ_ɾ	4.31
e	<|S|#	ɛ	1.288
e	<|S|#	i	2.571
e	<|S|#	u	2.68
e	<|S|#	ɛ_ɾ	3.68
e	<|S|#	-	3.951
e	<|S|#	e	4.102
e	<|S|>	i	1.24
e	<|S|>	ɛ	2.213
e	<|S|>	-	2.605
e	<|S|>	e	2.662
e	<|S|>_N	i	1.63
e	<|S|>_N	-	1.774
e	<|S|>_N	e	1.8
e	<|S|>_N	ɛ	3.907
e	<|S|>_R	i	1.132
e	<|S|>_R	-	2.148
e	<|S|>_R	e	2.181
e	<|S|>_R	ɛ	3.907
e	<|S|N	i	1.642
e	<|S|N	-	1.826
e	<|S|N	e	1.859
e	<|S|N	ɛ	3.585
e	<|S|R	i	1.166
e	<|S|R	-	2.187
e	<|S|R	e	2.23
e	<|S|R	ɛ	3.585
e	|S|#	ɛ	1.318
e	|S|#	i	2.466
e	|S|#	u	2.736
e	|S|#	ɛ_ɾ	3.736
e	|S|#	-	3.801
e	|S|#	e	3.985
e	|S|>	i	1.814
e	|S|>	ɛ	2.454
e	|S|>	-	2.858
e	|S|>	e	3.243
e	|S|>_N	i	1.954
e	|S|>_N	-	2.187
e	|S|>_N	e	2.23
e	|S|>_N	ɛ	3.585
e	|S|>_R	i	1.166
e	|S|>_R	-	2.187
e	|S|>_R	e	2.23
e	|S|>_R	ɛ	3.585
e	|S|N	i	1.94
e	|S|N	-	2.256
e	|S|N	e	2.316
e	|S|N	ɛ	3.17
e	|S|R	i	1.227
e	|S|R	-	2.256
e	|S|R	e	2.316
e	|S|R	ɛ	3.17
f	#|S|	f	0.0
f	#|S|<	f	0.0
f	#|S|<_F	f	0.0
f	#|S|<_R	f	0.0
f	#|S|F	f	0.0
f	#|S|R	f	0.0
f	>|S|	f	0.0
f	>|S|<	f	0.0
f	>|S|<_R	f	0.0
f	>|S|R	f	0.0
f	|S|<	f	0.0
f	|S|<_F	f	0.0
f	|S|<_R	f	0.0
f	|S|F	f	0.0
f	|S|R	f	0.0
i	#|S|	i	0.0
i	#|S|>	i	0.0
i	<|S|	i	0.585
i	<|S|#	i	2.0
i	<|S|>	i	0.0
i	<|S|>_N	i	0.0
i	<|S|N	i	0.0
i	|S|#	i	1.585
i	|S|>	i	0.0
i	|S|>_N	i	0.0
i	|S|N	i	0.0
j	#|S|	-	0.244
j	#|S|	ɛ	3.492
j	#|S|	ˈe	3.907
j	#|S|<	-	0.179
j	#|S|<	ɛ	3.907
j	#|S|<	ˈe	4.322
j	#|S|<_F	-	0.141
j	#|S|<_F	ɛ	4.229
j	#|S|<_F	ˈe	4.644
j	#|S|F	-	0.179
j	#|S|F	ɛ	3.907
j	#|S|F	ˈe	4.322
j	<|S|	-	0.84
j	<|S|	ˈe	1.505
j	<|S|	ɛ	3.492
j	<|S|<	-	0.832
j	<|S|<	ˈe	1.429
j	<|S|<	ɛ	3.907
j	<|S|<_F	-	0.827
j	<|S|<_F	ˈe	1.385
j	<|S|<_F	ɛ	4.229
j	<|S|F	-	0.832
j	<|S|F	ˈe	1.429
j	<|S|F	ɛ	3.907
j	>|S|	-	1.322
j	>|S|	ɛ	1.376
j	>|S|	ˈe	3.907
j	>|S|#	-	2.907
j	>|S|#	ɛ	3.907
j	>|S|#	ˈe	4.322
j	>|S|>	ɛ	1.014
j	>|S|>	-	1.137
j	>|S|>	ˈe	4.322
j	>|S|>_R	ɛ	0.229
j	>|S|>_R	-	3.229
j	>|S|>_R	ˈe	4.644
j	>|S|R	ɛ	0.292
j	>|S|R	-	2.907
j	>|S|R	ˈe	4.322
j	F_>|S|	ɛ	1.322
j	F_>|S|	-	1.383
j	F_>|S|	ˈe	4.322
j	F_>|S|#	-	3.229
j	F_>|S|#	ɛ	4.229
j	F_>|S|#	ˈe	4.644
j	F_>|S|>	ɛ	0.97
j	F_>|S|>	-	1.154
j	F_>|S|>	ˈe	4.644
j	F_>|S|>_R	ɛ	0.188
j	F_>|S|>_R	-	3.492
j	F_>|S|R	ɛ	0.229
j	F_>|S|R	-	3.229
j	F_>|S|R	ˈe	4.644
j	F|S|	-	1.322
j	F|S|	ɛ	1.376
j	F|S|	ˈe	3.907
j	F|S|#	-	2.907
j	F|S|#	ɛ	3.907
j	F|S|#	ˈe	4.322
j	F|S|>	ɛ	1.014
j	F|S|>	-	1.137
j	F|S|>	ˈe	4.322
j	F|S|>_R	ɛ	0.229
j	F|S|>_R	-	3.229
j	F|S|>_R	ˈe	4.644
j	F|S|R	ɛ	0.292
j	F|S|R	-	2.907
j	F|S|R	ˈe	4.322
j	|S|#	-	2.492
j	|S|#	ɛ	3.492
j	|S|#	ˈe	3.907
j	|S|<	-	0.75
j	|S|<	ˈe	1.659
j	|S|<	ɛ	3.492
j	|S|<_F	-	0.732
j	|S|<_F	ˈe	1.594
j	|S|<_F	ɛ	3.907
j	|S|>	ɛ	1.09
j	|S|>	-	1.109
j	|S|>	ˈe	3.907
j	|S|>_R	ɛ	0.292
j	|S|>_R	-	2.907
j	|S|>_R	ˈe	4.322
j	|S|F	-	0.75
j	|S|F	ˈe	1.659
j	|S|F	ɛ	3.492
j	|S|R	ɛ	0.404
j	|S|R	-	2.492
j	|S|R	ˈe	3.907
j_ɾ	>|S|	t_ɾ	0.363
j_ɾ	>|S|<	t_ɾ	0.415
j_ɾ	>|S|<_F	t_ɾ	0.737
j_ɾ	>|S|F	t_ɾ	0.678
j_ɾ	F_>|S|	t_ɾ	0.415
j_ɾ	F_>|S|<	t_ɾ	0.447
j_ɾ	F_>|S|<_F	t_ɾ	0.778
j_ɾ	F_>|S|F	t_ɾ	0.737
j_ɾ	F|S|	t_ɾ	0.363
j_ɾ	F|S|<	t_ɾ	0.415
j_ɾ	F|S|<_F	t_ɾ	0.737
j_ɾ	F|S|F	t_ɾ	0.678
j_ɾ	|S|<	t_ɾ	0.363
j_ɾ	|S|<_F	t_ɾ	0.678
j_ɾ	|S|F	t_ɾ	0.585
j_ˈɛ	<|S|	ˈe	0.0
j_ˈɛ	<|S|>	ˈe	0.0
j_ˈɛ	|S|>	ˈe	0.0
k	#|S|	k	1.585
k	#|S|<	k	2.0
k	#|S|<_F	k	2.322
k	#|S|<_R	k	2.322
k	#|S|F	k	2.0
k	#|S|R	k	2.0
k	>|S|	k	0.848
k	>|S|#	k	1.485
k	>|S|<	k	0.0
k	F_>|S|	k	0.678
k	F_>|S|#	k	1.1
k	F_>|S|<	k	0.0
k	F|S|	k	0.585
k	F|S|#	k	1.0
k	F|S|<	k	0.0
k	|S|#	k	1.222
k	|S|<	k	1.404
k	|S|<_F	k	2.0
k	|S|<_R	k	2.0
k	|S|F	k	1.585
k	|S|R	k	1.585
l	#|S|	l	2.542
l	#|S|	ɖː	3.822
l	#|S|	ɾ	3.822
l	#|S|<	l	2.957
l	#|S|<	ɖː	4.237
l	#|S|<	ɾ	4.237
l	#|S|<_F	l	3.279
l	#|S|<_F	ɖː	4.559
l	#|S|<_F	ɾ	4.559
l	#|S|F	l	2.957
l	#|S|F	ɖː	4.237
l	#|S|F	ɾ	4.237
l	<|S|	ɾ	0.675
l	<|S|	l	2.542
l	<|S|	ɖː	3.822
l	<|S|<	ɾ	0.561
l	<|S|<	l	2.957
l	<|S|<	ɖː	4.237
l	<|S|<_F	ɾ	0.247
l	<|S|<_F	l	3.279
l	<|S|<_F	ɖː	4.559
l	<|S|F	ɾ	0.316
l	<|S|F	l	2.957
l	<|S|F	ɖː	4.237
l	>|S|	l	0.896
l	>|S|	ɖː	2.176
l	>|S|	ɾ	3.136
l	>|S|	k_ɾ	3.984
l	>|S|#	l	0.886
l	>|S|#	ɖː	2.056
l	>|S|#	k_ɾ	3.472
l	>|S|#	ɾ	4.237
l	>|S|<	l	0.533
l	>|S|<	ɖː	2.056
l	>|S|<	ɾ	4.237
l	>|S|<_F	l	0.147
l	>|S|<_F	ɖː	4.559
l	>|S|<_F	ɾ	4.559
l	>|S|>	ɾ	0.855
l	>|S|>	l	2.957
l	>|S|>	ɖː	4.237
l	>|S|F	l	0.186
l	>|S|F	ɖː	4.237
l	>|S|F	ɾ	4.237
l	F_>|S|	l	1.09
l	F_>|S|	ɖː	1.778
l	F_>|S|	ɾ	3.044
l	F_>|S|#	l	0.917
l	F_>|S|#	ɖː	1.694
