Phone1	Phone2	Surprisal
a	ɐ	0.812
a	ˈa	1.655
a	ɛ	3.148
a_m	ɛ_m	0.0
a_o	ɐ_ɫ	0.0
aː	ɐ	0.0
â	ˈa	0.342
â	ˈɤ	2.245
âː	ˈa	0.507
âː	-	1.755
ǎ	-	0.0
ǎː	ɐ	0.0
b	b	0.236
b	b̥	2.726
b_j	bʲ	0.0
d	d	0.0
d_j	dʲ	0.0
e	ɛ	0.0
eː	ɛ	0.421
eː	-	1.982
ê	ˈɛ	0.99
ê	ˈa	1.01
êː	ˈa	0.375
êː	ˈɛ	2.126
ě	ɛ	0.0
ěː	-	0.554
ěː	ˈɛ	1.648
i	i	0.996
i	ˈi	1.004
î	ˈi	0.0
îː	ˈi	0.0
ǐː	i	0.0
j	-	1.264
j	j	1.709
j	ˈa	1.849
j_e	ˈɛ	0.0
j_ěː	ɛ	0.0
k	k	0.0
l	ɫ	0.42
l	l	1.987
l_a	ɫ_ˈa	0.0
m	m	0.0
n	n	0.057
n	ɛ_n	4.693
n_j	nʲ	0.0
o	o	0.0
ô	ˈɔ	0.501
ô	o	1.769
ôː	ˈɔ	0.0
ǒ	o	0.0
p	p	0.139
p	pʲ	3.449
r	r	0.0
r̩̂	r	0.0
ř̩	ˈɤ_r	0.0
s	s	0.0
t	t	0.0
t_i	ɐ	0.807
t_i	j_ɐ	1.222
t_j	tʲ	0.0
u	ɐ_ɫ	0.0
uː	ɐ	0.0
û	ˈɤ	0.0
ûː	ˈɤ	1.158
ûː	ˈu	1.443
ûː	ˈɤ_ɫ	2.443
ǔː	u	0.767
ǔː	ˈɤ	1.278
x	x	0.0
z	z	0.0
ɡ	ɡ	0.289
ɡ	ɡ̊	2.461
ɡ̊	k	0.0
ɲ	n	0.0
ʃ	ʃ	0.0
ʋ	v	0.0
ʋ_j	vʲ	0.0
ʎ	l	0.827
ʎ	lʲ	1.197
ʎ_e	lʲ_ˈa	0.0
ʒ	ʒ	0.276
ʒ	ʒ̊	2.52
ʦ	ʦ	0.412
ʦ	-	2.009
ʧ	ʧ	0.0
ʨ	ʃ_t	0.0
