Phone1	Phone2	Surprisal
a	ɐ	0.175
a	ɐ̃	3.863
a	ɨ	5.01
a	-	6.083
a_t	ɐ_ð	0.0
a_z	ɐ_ʃ	0.0
b	v	0.802
b	b	1.464
b	-	3.967
d	d	0.0
e	-	0.0
f	f	0.0
f_ɾ	ʃ	0.0
i	-	1.175
i	i	1.768
i	ɨ	2.409
i	ĩ	3.735
i_k	ɨ_ɣ	0.0
i_m	ũ	0.0
j	-	0.94
j	j	1.062
k	k	0.752
k	ɣ	2.543
k	z	2.829
k	ʃ	3.414
k_ɛ	ʃ	0.0
k_ɾ	ʎ	0.555
k_ɾ	ʃ	1.647
k_ˈi	ɐ	0.0
l	l	0.653
l	-	1.718
l	w	4.06
l_u	u	0.0
l_ɛ	l_ɨ	0.955
l_ɛ	ɫ	1.047
m	m	0.243
m	-	3.483
m	ɡ	3.932
n	-	1.698
n	j	1.939
n	ˈɐ̃	2.123
n	n	2.676
n	ˈõ	4.472
n_t	t	0.0
n_u	w̃	0.0
n_ɛ	w̃	0.0
n_ʣ	ɲ	0.0
nː	n	1.504
nː	-	1.627
nː	ɲ	1.627
o	u	0.0
p	p	0.661
p	β	1.902
p	ʃ	3.323
p_ɛ	β	0.0
r	ʁ	1.019
r	ɾ_n	1.925
r	ɾ	2.04
s	s	0.313
s	ʃ	2.359
s_k	ʃ_k	0.0
s_p	ʃ_p	0.0
s_t	ʃ_t	0.0
t	t	1.018
t	ð	1.597
t	j_t	3.391
t	-	3.636
u	u	0.029
u	ɾ_u	6.301
u	ʎ	7.057
ŭ	-	0.0
z	-	1.298
z	ʃ	1.741
z	j	1.766
ð	-	0.482
ð	ð	1.817
ð_i	ˈi	0.0
ð_ɛ	t_ˈa	0.0
ŋ	-	0.0
ɔ	-	0.568
ɔ	u	1.619
ɔ_n	õ	0.0
ɔ_z	u_ʃ	1.0
ɔ_z	ʃ	1.0
ɖː	l	0.0
ɛ	ɨ	1.434
ɛ	-	2.03
ɛ	ɾ	2.746
ɛ	j	3.389
ɛ	j̃	3.901
ɛ	u	4.765
ɛ	w̃	4.765
ɛ_n	ɨ	0.0
ɛ_ɾ	ˈe	0.67
ɛ_ɾ	ɾ	1.428
ɡ	ɡ	1.197
ɡ	ʒ	1.238
ɡ	-	2.838
ɣ	-	0.523
ɣ	ɣ	1.717
ɲ	-	0.0
ɾ	ɾ	0.093
ɾ	-	4.575
ɾ	ɫ	5.62
ɾ_a	ɾ_ɐ	0.0
ɾ_ˈa	ˈa	0.0
ɾ_ˈu	ɾ_ˈu	0.0
ʣ	ʎ	0.983
ʣ	-	1.951
ʣ	ʒ	2.087
ʦ	s	0.945
ʦ	t	1.057
ˈa	ˈa	0.758
ˈa	ˈɐ̃	2.366
ˈa	ˈɐ	3.144
ˈa	ɐ	4.64
ˈa	w	4.825
ˈa	-	5.261
ˈa_n	ˈɐ̃	0.0
ˈe	ˈɛ	1.471
ˈe	ˈɐ_j	2.506
ˈe	ˈe	2.544
ˈe	ˈẽ	2.594
ˈe	ˈɐ	2.987
ˈe_n	ˈẽ	0.0
ˈi	ˈi	1.102
ˈi	ˈe	2.321
ˈi	ˈĩ	3.162
ˈi	-	3.258
ˈi	ˈɐ_j	3.574
ˈi	ɨ	4.892
ˈi_k	ˈi_ɣ	0.0
ˈi_n	ˈi_ɲ	0.343
ˈi_n	ˈĩ	2.242
ˈo	ˈo	0.553
ˈo	ˈɔ	1.651
ˈo_n	ˈõ	0.0
ˈu	ˈu	0.958
ˈu	ˈo	1.624
ˈu	ˈõ	3.53
ˈu	-	4.751
ˈu	ˈɔ	4.751
ˈɔ	ˈo	1.311
ˈɔ	-	1.582
ˈɔ	ˈɔ	1.928
ˈɔ_j	ˈɔ	0.0
ˈɔ_n	ˈo	0.0
ˈɔ_β	ˈɔ_v	0.0
ˈɛ	ˈɛ	1.62
ˈɛ	ˈe	1.845
ˈɛ	ˈɐ	2.051
ˈɛ	-	2.69
ˈɛ_n	ˈẽ	0.0
ˈɛ_ɾ	ˈɛ_ɾ	0.0
β	v	0.539
β	-	2.262
β	β	3.274
