Nuorese	Nuorese	probability
β_u	u	1.0
ˈɛ_n	ˈẽ	1.0
ˈɔ_j	ˈɔ	1.0
ˈu_n	ˈũ	1.0
ˈo_n	ˈõ	1.0
ˈi_n	ˈĩ	1.0
ˈi_k	ˈi_ɣ	1.0
ˈe_n	ˈẽ	1.0
ˈa_n	ˈɐ̃	1.0
ɾ_ˈɛ	ɾ_ˈe	1.0
ɾ_ˈu	ɾ_ˈu	1.0
ɾ_ˈa	ˈa	1.0
ɾ_a	ɾ_ɐ	1.0
ɲ	-	1.0
ɣ_ɛ_#>	j_#>	1.0
ɛ_#>	#>	1.0
ɖː	l	1.0
ɔ̆_#>	#>	1.0
ɔ_z	ʃ	1.0
ɔ_n	õ	1.0
ŋ	-	1.0
ð_ɛ	t_ˈa	1.0
ð_i	ˈi	1.0
z_ɛ̆	ʃ	1.0
z_ɔ̆	ʃ	1.0
ŭ	-	1.0
u_z	u	1.0
u_#>	#>	1.0
t_ɛ	t_ɨ	1.0
s_t	ʃ_t	1.0
s_p	ʃ_p	1.0
s_k	ʃ_k	1.0
p_ɛ	β	1.0
o	u	1.0
n_ʣ	ɲ	1.0
n_ɛ	w̃	1.0
n_u	w̃	1.0
l_ɛ	ɫ	1.0
l_u	u	1.0
k_ɛ	ʃ	1.0
k_a	k	1.0
i_m	ũ	1.0
i_k	ɨ_ɣ	1.0
f_ɾ	ʃ	1.0
f	f	1.0
e	-	1.0
d	d	1.0
ă_#>	#>	1.0
a_z	ɐ_ʃ	1.0
a_t	ɐ_ð	1.0
a_#>	#>	1.0
<#_ˈo	<#_ˈo	1.0
<#_ɾ	<#_ʁ	1.0
<#_t	<#_t	1.0
<#_s	<#_s	1.0
<#_n	<#_n	1.0
<#_i	<#	1.0
#>	ɐ_#>	1.0
a	ɐ	0.89
u	u	0.872
ɾ	ɾ	0.859
m	m	0.857
β	v	0.778
ð	-	0.778
p	p	0.743
<#_ˈa	<#_ˈa	0.714
l	l	0.711
ˈo	ˈo	0.667
k_ɾ	ʎ	0.667
s	s	0.647
ʦ	t	0.6
z	-	0.6
ɔ	-	0.583
r	ʁ	0.583
k	k	0.577
ɣ	-	0.571
ˈa	ˈa	0.554
ɛ_ɾ	ɾ	0.545
b	v	0.538
t	t	0.529
ˈi	ˈi	0.511
ˈɔ_n	ˈõ	0.5
ˈɔ_n	ˈo	0.5
j	j	0.5
j	-	0.5
<#_a	<#_ɐ	0.5
<#_a	<#	0.5
<#	<#_k	0.5
<#	<#_i	0.5
ˈu	ˈu	0.485
ˈɛ	ˈɛ	0.481
ɛ_ɾ	ˈe	0.455
i	-	0.444
ɛ	ɨ	0.439
ɡ	ɡ	0.438
ɣ	ɣ	0.429
ʣ	ʎ	0.417
ɔ	u	0.417
ˈɔ	ˈo	0.414
ʦ	s	0.4
z	ʃ	0.4
ˈe	ˈɛ	0.389
ˈɔ	ˈɔ	0.379
ɡ	ʒ	0.375
i	i	0.37
ˈu	ˈo	0.364
b	b	0.359
ˈo	ˈɔ	0.333
ʣ	ʒ	0.333
nː	ɲ	0.333
nː	n	0.333
nː	-	0.333
k_ɾ	ʃ	0.333
t	ð	0.324
<#_ˈa	<#_ɐ	0.286
n	ɲ	0.269
ʣ	-	0.25
r	ɾ_n	0.25
n	-	0.231
β	-	0.222
ˈɛ	ˈɐ	0.222
ˈi	-	0.222
ð	ð	0.222
l	-	0.211
ˈɔ	-	0.207
ˈi	ˈe	0.2
ɛ	ɾ	0.195
n	ˈɐ̃	0.192
n	j	0.192
ɡ	-	0.188
ˈɛ	ˈe	0.185
ˈa	ˈɐ̃	0.185
i	ɨ	0.185
s	ʃ	0.176
s	-	0.176
k	s	0.173
p	β	0.171
ˈe	ˈɐ_j	0.167
ˈe	ˈɐ	0.167
ˈe	ˈe	0.167
r	ɾ	0.167
m	-	0.143
n	n	0.115
k	ɣ	0.115
ˈɛ	-	0.111
ˈe	ˈẽ	0.111
ˈa	ˈɐ	0.108
b	-	0.103
ɛ	j̃	0.098
ɛ	j	0.098
ɛ	-	0.098
ˈu	-	0.091
t	-	0.088
p	ʃ	0.086
l	w	0.079
ɾ	-	0.078
ɛ	w̃	0.073
ˈi	ˈĩ	0.067
u	ɐ	0.064
ˈa	ɐ	0.062
ˈa	w	0.062
ˈu	ˈɔ	0.061
t	j_t	0.059
k	z	0.058
