Phone1	Phone2	Surprisal
b̥	b	0.127
b̥	p	3.573
d̥	t	1.085
d̥	d	2.023
d̥	d̥	2.235
d̥	dʲ	4.571
d̥	z̥	5.156
d̥_r	d_ʀ	0.0
eː	ɛi̯	0.0
f	f	0.398
f	p	2.051
h	h	0.0
j	j	0.781
j	w	1.258
kʰ	k	0.0
l	l	0.078
l	l_ə	5.215
l	lʲ	5.269
l_d̥	lʲ	0.0
m	m	0.0
n	n	0.09
n	-	4.986
n	d_ə	5.106
n_d̥	nʲ	0.0
r	ʀ	0.598
r	d	2.301
r	-	3.873
r	dʲ	3.873
s	s	0.632
s	t	2.718
s	tʲ	3.326
s	z	3.856
s	d_ə	4.875
x	x	0.737
x	k	1.322
ŋ	ŋ	0.0
ɐ	ʀ	0.485
ɐ	ə_ʀ	1.808
ɑ	ə	0.0
ə	ə	0.0
ɡ̊	ɡ	0.888
ɡ̊	k	1.538
ɡ̊	j	3.116
ɡ̊_ˈɛː	ɡ	0.0
ɣ̊	-	0.0
ɪ	i	0.0
ʃ	ʃ	1.378
ʃ	k	2.189
ʃ	x	2.481
ʃ	s	2.653
ʃ	ŋ	4.109
ʃ_d̥	s_t	0.0
ʃ_l	s_l	0.0
ʃ_β	s	0.0
ʣ̥	t	0.0
ˈau̯	ˈʏ	0.995
ˈau̯	ˈœː	1.595
ˈau̯	-	2.58
ˈau̯̯	ˈʏ	0.0
ˈaɪ̯	ˈi	0.576
ˈaɪ̯	ˈa	2.228
ˈaɪ̯	ˈœː	3.108
ˈeː	ˈiː	0.574
ˈeː	-	2.379
ˈeː	ˈɛi̯	2.876
ˈẽː	ˈiː_n	0.0
ˈi	ˈɔː	0.0
ˈiː	ˈiː	0.53
ˈiː	-	2.382
ˈiː	ˈɛ	3.113
ˈĩː	ˈɛi̯_n	0.0
ˈo	ˈeː	0.0
ˈoː	-	1.875
ˈoː	ˈɔu̯	2.03
ˈoː	ˈyː	2.204
ˈoː	ˈɛi̯	2.655
ˈoː	ˈuː	3.227
ˈõː	ˈaː_n	0.0
ˈu	ˈʊ	0.565
ˈu	-	2.436
ˈu	ˈa	2.846
ˈuː	ˈœ	0.882
ˈuː	ˈɛ	1.129
ˈuː_d̥	ˈœ_dʲ	0.0
ˈɑ	ˈœ	2.279
ˈɑ	ˈɒ	2.564
ˈɑ	ˈɒː	2.754
ˈɑ	-	2.839
ˈɑ	ˈʊ	2.902
ˈɑ	ˈɔː	3.866
ˈɑ	ˈeː	3.891
ˈɑ	ˈuː	3.898
ˈɑː	ˈuː	1.681
ˈɑː	-	2.094
ˈɑː	ˈɔː	2.457
ˈɑː	ˈeː	2.504
ˈɑː	ˈɒː	3.388
ˈɑːɪ̯	ˈɔ_j	0.0
ˈɑ̃ː	-	0.0
ˈɔ	ˈœ	2.171
ˈɔ	-	2.225
ˈɔ	ˈɔ	2.281
ˈɔ	ˈaː	2.289
ˈɔ	ˈɔː	2.704
ˈɛ	-	1.633
ˈɛ	ˈɛː	1.819
ˈɛ	ˈa	2.285
ˈɛ	ˈeː	2.404
ˈɛ_ɐ	ʀ	0.0
ˈɛː	-	0.956
ˈɛː	ˈiː	1.634
ˈɛː	ˈɒː	2.622
ˈɛː_s	ˈiː_tʲ	0.0
ˈɛ̃ː	ˈiː_nʲ	0.0
ˈɪ	ˈa	1.971
ˈɪ	ˈi	2.051
ˈɪ	ˈʊ	2.551
ˈɪ	ˈai̯	3.19
ˈɪ	-	3.564
ˈɪ	ˈeː	3.564
ˈɪ	ˈɔː	4.206
ˈɪ_l	ˈi_l	0.0
β	v	0.088
β	ˈuː	4.077
β_ˈɔ	ˈʊ	0.0
