Phone1	Phone2	Surprisal	OOV_Smoothed
a	ɐ	0.4807440018472172	5.2243459667369425
a	a	2.4861975168819415	5.2243459667369425
a	-	4.456394689780602	5.2243459667369425
b	b	0.0948140378009517	5.2243459667369425
b	v	3.9746692833923616	5.2243459667369425
d	d	0.43340397500832023	5.2243459667369425
d	-	2.05177228435737	5.2243459667369425
e	-	1.6514765700914276	5.2243459667369425
e	e	2.5834308781268454	5.2243459667369425
e	u	2.6212790778603403	5.2243459667369425
e	ɐ	3.2681997041814634	5.2243459667369425
e	i	3.495428845677639	5.2243459667369425
e	ˈe_h	3.980335209120963	5.2243459667369425
e	a	4.143545329675565	5.2243459667369425
e	ẽ	4.646859729404715	5.2243459667369425
f	f	0.2937530641190731	5.2243459667369425
f	-	3.134939415376245	5.2243459667369425
f	v	3.8286009315723346	5.2243459667369425
i	-	0.620583305847313	5.2243459667369425
i	ĩ	1.5162555266634117	5.2243459667369425
j	ˈe	1.4516282288061189	5.2243459667369425
j	-	1.790782733108522	5.2243459667369425
j	ʎ	3.4090035030632535	5.2243459667369425
j	e	3.510693847084242	5.2243459667369425
j	u	3.5159754640354026	5.2243459667369425
j	j	3.716287355310091	5.2243459667369425
k	k	0.4342734978403759	5.2243459667369425
k	ɡ	3.173397278365138	5.2243459667369425
k	k_u	3.9576363252000997	5.2243459667369425
k	k_w	4.069749342500666	5.2243459667369425
l	l	1.1778029927394629	5.2243459667369425
l	-	1.7981388812248167	5.2243459667369425
l	w	2.7288347368709602	5.2243459667369425
l	l_u	3.252230372355501	5.2243459667369425
m	m	0.17498408090922682	5.2243459667369425
m	-	4.121510085839509	5.2243459667369425
m	m_i	4.138698335692513	5.2243459667369425
n	-	1.5112527842674528	5.2243459667369425
n	n	1.7203535101855256	5.2243459667369425
n	w̃	2.464445151237661	5.2243459667369425
n	j̃	2.897482025123401	5.2243459667369425
o	o	1.0480689007096249	5.2243459667369425
o	u	1.295300030844593	5.2243459667369425
o	-	3.198480261037305	5.2243459667369425
p	p	0.03789164846033194	5.2243459667369425
r	ɾ	1.320766266159945	5.2243459667369425
r	h	2.3628009623575696	5.2243459667369425
r	ɦ	2.463172365572897	5.2243459667369425
r	ɾ_u	2.8782819655491045	5.2243459667369425
r	-	4.034587529816592	5.2243459667369425
r	b_ɾ	5.216576880133571	5.2243459667369425
s	s	0.767721027934821	5.2243459667369425
s	ʃ	1.407077520393352	5.2243459667369425
s	s_u	4.812761536440289	5.2243459667369425
t	t_u	1.4902731074650426	5.2243459667369425
t	t	1.766849894499121	5.2243459667369425
t	ʧ_i	2.640788835824689	5.2243459667369425
t	d	3.4974501004754277	5.2243459667369425
t	-	3.7652872406204216	5.2243459667369425
t	d_u	5.169918287923365	5.2243459667369425
v	v	0.23575465325852663	5.2243459667369425
v	b	2.7296806840795	5.2243459667369425
w	ˈo	0.44482452332472233	5.2243459667369425
w	-	3.205167752984075	5.2243459667369425
w	j	3.4408222926572085	5.2243459667369425
w	w	3.947700319090583	5.2243459667369425
ŋ	-	-0.0	5.2243459667369425
ɡ	ɡ	0.25104618875866364	5.2243459667369425
