Phone1	Phone2	Surprisal
a	-	0.0
b	b	0.0
d	d	0.47
d	θ	2.757
d	ˈɛː_d	4.451
d	r_d	4.945
d	ð	4.968
d	r	5.664
f	f	0.0
h	h	0.0
i	eː	0.0
j	-	0.698
j	ˈiː	1.382
j_ə	ə_n	0.807
j_ə	n	1.222
j_ˈoː	ˈeː	0.0
j_ˈuː	ˈiː	0.0
j_ˈʊ	ˈi	0.0
k	k	0.23
k	-	2.763
l	l	0.92
l	ɫ	1.411
l	l_ˈiː	4.341
l	l_ˈɛː	4.445
l_ə	l_ə	0.0
m	m	0.0
n	n	0.419
n	n_ə	2.552
n	-	4.132
n	n_d	5.34
n_t	n_t	0.0
p	p	0.0
r	r	0.151
r	ə_r	4.484
r	-	5.159
r	r_ə	5.221
s	s	0.102
s	ʧ	3.867
s_k	ʃ	0.0
s_ˈɔː	s	0.0
t	t	0.0
t_ˈeː	t_ˈɔː	0.0
v	w	0.255
v	ʍ	3.243
v	f	4.153
v_ə	v_ə	0.0
w	v	0.0
x	x	1.526
x	ç	1.549
x	-	2.669
x	ʤ	2.702
z	-	0.818
z	z	1.209
ŋ	ɡ	1.143
ŋ	ŋ	1.319
ŋ	n_ɡ	2.773
ə	ə	0.899
ə	ə_n	1.972
ə	-	3.049
ə	n	4.878
ə	r	5.076
ə	r_ə	6.101
ə	i	6.664
ə_n	n	0.0
ɣ	ə	0.884
ɣ	-	2.008
ɣ	v	2.256
ɣ_ə	ə	0.0
ɪ	-	0.0
ɪ_x	iː	0.0
ˈa	-	0.599
ˈa	ˈa	2.135
ˈa	ɛ	3.16
ˈaː	-	1.109
ˈaː	ˈa	1.535
ˈaː	ˈau̯	2.386
ˈaːi̯	ˈæi̯	0.0
ˈaːu̯	-	0.0
ˈeː	ˈɔː	1.292
ˈeː	ˈeː	1.9
ˈeː	ˈɛ	2.11
ˈeː	ˈɔu̯	3.438
ˈeːu̯	ˈi	0.0
ˈi	ˈiː	0.0
ˈiː	ˈeː	1.725
ˈiː	ˈɛː	1.79
ˈiː	ˈɛ	2.239
ˈiː	ˈiː	2.348
ˈiː_d	ˈiː_d	0.0
ˈiː_n	ˈiː_n	0.0
ˈiːu̯	ˈi	0.0
ˈoː	ˈɛː	1.47
ˈoː	-	2.066
ˈoː	ˈɔː	2.779
ˈoː	ˈeː	3.301
ˈoː	ˈa	3.549
ˈoː	ˈæi̯	3.887
ˈoː_ɣ	ə	0.0
ˈoːu̯	ˈoː	1.187
ˈoːu̯	ˈɔː	2.223
ˈoːu̯	-	2.429
ˈoːu̯	ˈɔ	2.637
ˈu	ˈuː	0.0
ˈuː	ˈuː	1.241
ˈuː	ˈu	1.41
ˈuː	ˈoː_ð	2.911
ˈuː	ˈiː	3.884
ˈøː	ˈuː_k	0.0
ˈɔ	ˈa	1.385
ˈɔ	-	1.645
ˈɔ	ˈu	1.75
ˈɔː	ˈaː	1.659
ˈɔː	-	2.162
ˈɔː	ˈɔ	2.209
ˈɔː	ˈɛː	2.96
ˈɔː	ˈi	3.537
ˈɔː	ˈɛi̯	5.106
ˈɛ	-	1.58
ˈɛ	ˈɛ	1.595
ˈɛ	ˈa	2.58
ˈɛ	ˈi	2.58
ˈɛɪ̯	ˈeː	0.855
ˈɛɪ̯	ˈɛː	1.624
ˈɛɪ̯	ˈɛ_r	3.029
ˈɛɪ̯_d	ˈa	0.0
ˈɛɪ̯_t	ˈeː_t	0.0
ˈɛː	ˈi	1.124
ˈɛː	ˈa	1.297
ˈɛː	-	2.898
ˈɪ	ˈi	0.813
ˈɪ	ˈi_ŋ	1.977
ˈɪ	-	2.499
ˈʊ	ˈu	0.253
ˈʊ	-	2.637
