Old Chinese	Old Chinese	probability
ʦʰ	ʦʰ	1.0
ʔ	ʔ	1.0
ɯː	ɯː	1.0
ɯ	ɯ	1.0
ɢʷ	ɢʷ	1.0
ɢ	ɢ	1.0
ɡʷ	ɡʷ	1.0
ɡ	ɡ	1.0
ŋʷ	ŋʷ	1.0
ŋ	ŋ	1.0
z	z	1.0
w	w	1.0
uː	uː	1.0
u	u	1.0
tʰ	tʰ	1.0
t	t	1.0
sʰ	sʰ	1.0
s	s	1.0
r̥ʰ	r̥ʰ	1.0
r	r	1.0
qʰʷ	qʰʷ	1.0
qʰ	qʰ	1.0
q	q	1.0
pʰ	pʰ	1.0
p	p	1.0
oː	oː	1.0
o	o	1.0
n	n	1.0
m	m	1.0
l̥ʰ	l̥ʰ	1.0
lʼ	lʼ	1.0
l	l	1.0
kʷ	kʷ	1.0
kʰʷ	kʰʷ	1.0
kʰ	kʰ	1.0
k	k	1.0
j	j	1.0
iː	iː	1.0
i	i	1.0
hʷ	hʷ	1.0
h	h	1.0
eː	eː	1.0
e	e	1.0
d	d	1.0
b	b	1.0
aː	aː	1.0
a	a	1.0
