Phone1	Phone2	Surprisal
a	ɔ	1.355
a	-	1.775
a	ɪ	2.41
a	i	3.862
a	w_ɔ	4.062
a_n	u	0.0
a_s	ɪ	0.0
a_́	u	0.986
a_́	o	1.014
ai̯	e	0.944
ai̯	j	1.058
au̯	u	0.0
aː	a	0.0
aː_́ˀ	a	0.0
b	b	0.405
b	bʲ	2.03
d	d	0.689
d	ʥ	1.397
d_a	d̥	0.0
e	ɔ	0.667
e	-	1.433
e_́	e	0.681
e_́	ɛ	1.41
eː	-	0.907
eː	a	1.1
i	-	0.626
i	e	2.686
i	ɛ	3.195
i	ɔ	3.519
i_́	ɔ	0.0
iː	i	0.0
j	j	0.0
k	k	1.157
k	-	2.689
k	ʦ	2.85
k	ʃ	2.918
k	ʧ	2.995
l	w	0.357
l	l	2.188
m	m	0.449
m	mʲ	1.903
m_b	b̥	0.0
n	n	0.835
n	-	1.592
n	ʨ	3.217
o	-	0.0
oː	a	0.474
oː	j	1.835
p	p	1.281
p	-	1.67
p	pʲ	1.866
r	ʀ	0.573
r	-	2.543
r	ʀʲ	2.68
s	s	1.161
s	-	1.748
s	i	1.971
sʲ	s	0.0
t	t	0.606
t	-	1.962
t	ʨ	3.531
t_ei̯	ʨ	0.0
t_i	ʨ	0.0
u	kʲ	0.829
u	-	1.194
u_́	o	0.0
uː_́ˀ	ɪ	0.0
w	w	0.792
w	ɥ	1.244
z	z	0.0
zʲ	z	0.348
zʲ	ɦ	2.792
zʲ	z̥	3.838
ŋ	u	0.614
ŋ	-	1.529
ɛ	ɛ	0.0
ɡ	ɦ	0.533
ɡ	ʒ	2.685
ɡ	ʒ̊	2.703
ɡ_a	x	0.0
ʃ	x	1.014
ʃ	xʲ	1.951
ʃ	s	2.023
ˀ	-	0.0
́	-	0.0
́ˀ	-	0.0
