Phone1	Phone2	Surprisal
a	a	0.931
a	-	2.215
a	ɛ	2.943
a	ɛ_n	2.943
b	b	0.0
bʲ	b_ˈa	0.0
b̥	b̥	0.0
d	d	0.596
d	-	1.562
d̥	d̥	0.508
d̥	d_u	1.752
e	-	0.563
e	i	1.629
i	-	0.0
k	k	0.962
k	ʦ	1.518
k	s	2.862
l	l	0.393
l	ʎ	2.07
m	m	0.27
m	ɲ	2.55
mʲ	m	0.0
n	n	0.0
nʲ	n	0.0
p	p	0.0
pʲ	-	0.0
r	r	0.402
r	r̩	2.041
rʲ	r	0.0
s	s	0.082
s	ʧ	4.174
s_ɛ	e	0.0
t	t	0.0
u	uɔ̯_l	0.0
v	v	0.72
v	-	1.93
v	ˈuː	2.936
vʲ	v	0.0
w	l	0.0
w_ɔ	l̩	0.0
x	s	0.0
z	z	0.673
z	z̥	1.424
z̥	z̥	0.0
ɔ	s	0.756
ɔ	-	1.294
ɕ	t	0.415
ɕ	i	2.001
ɛ	-	0.0
ɡ	ɡ	0.372
ɡ	z	2.139
ɡʲ	ˈu_ɡ	0.0
ɡ̊	ɡ̊	0.0
ɨ	s	0.0
ɲ	n	0.0
ʐ	ʣ	0.0
ʐ̊	ʣ_ɛ	0.0
ʑ	d	0.0
ʒ	ʣ	0.0
ʦ	k	0.762
ʦ	s	1.285
ʨ	ʃ	0.0
ˈa	-	0.351
ˈa	ˈa	2.495
ˈa	aː	4.708
ˈe	ˈɛ	0.631
ˈe	-	1.497
ˈi	ˈiː	0.0
ˈu	ˈuɔ̯	0.876
ˈu	-	1.962
ˈu	ˈau̯	2.334
ˈɔ	-	1.533
ˈɔ	ˈa	1.819
ˈɔ	ˈæ	2.01
ˈɔ	ˈaː	3.027
ˈɛ	-	0.925
ˈɛ	ˈɛ	1.887
ˈɛ	ˈa	2.302
ˈɨ	-	0.91
ˈɨ	ˈuː	1.097
ˈɪ	ˈæː	1.205
ˈɪ	ˈiɛ̯	1.406
ˈɪ	ˈai̯	2.406
ˈɪ_t	j	0.0
