Phone1	Phone2	Surprisal
b	b	0.0
d	d	0.909
d	d̥	1.097
f	f	0.0
h	h	0.0
i	ɪ	0.794
i	-	1.24
j	j	1.0
j	ɡ	1.0
k	k	1.312
k	ɡ̊	2.442
k	x	2.584
k	ç	2.776
k	k_ə	3.316
kʰ	k	0.0
l	l	0.0
m	m	0.0
n	n	0.24
n	n_ə	3.656
n	ə	3.763
n_d	n_ə	0.876
n_d	n	1.136
oʊ̯	-	0.0
p	f	0.976
p	f_ə	1.976
p	p	2.076
pʰ	b	0.0
s	s	0.684
s	ʃ	1.488
s	n_s	5.583
t	d̥	1.361
t	t	1.594
t	d	1.839
t_t	eː	0.0
tʰ	ʦ	0.0
v	ʋ	1.36
v	f	1.388
v	ʋ_ə	2.131
w	ʋ	0.128
w	-	3.557
z	-	0.0
ð	d	0.0
ŋ	ŋ	0.0
ŋ_ɡ	ŋ	0.0
ə	-	0.0
ə_n	ə	0.0
ɚ	ɑ	0.0
ɡ	ɡ	0.0
ɪ	ɪ	0.0
ɫ	l	0.0
ɹ	ɾ	0.656
ɹ	ɑ	2.782
ɹ	ˈɛː_ɑ	3.294
ɹ	ˈiː_ɑ	3.561
ɹ	-	4.906
ɹ_n	n	0.0
ɾ	s	0.0
ʃ	ʃ	0.0
ʔ	s	0.996
ʔ	s_ə	1.94
ʔ	d̥	2.898
ʔ	ç_d̥	3.267
ʤ	ɡ̊	0.0
ʧ	k	0.626
ʧ	-	1.506
ˈaɪ̯	ˈaɪ̯	0.953
ˈaɪ̯	ˈɪ	1.577
ˈaɪ̯	-	2.756
ˈaʊ̯	ˈaʊ̯	0.829
ˈaʊ̯	-	2.01
ˈaʊ̯	ˈuː	2.405
ˈeɪ̯	ˈa	1.358
ˈeɪ̯	ˈɔː	1.85
ˈeɪ̯	-	2.177
ˈeɪ̯	ˈɔː_ɣ	3.168
ˈi	ˈiː	1.66
ˈi	ˈɔː	1.79
ˈi	ˈeː	2.271
ˈi	ˈoː	3.267
ˈi	ˈuː	4.551
ˈi	-	4.618
ˈi_k	x	0.0
ˈoʊ̯	ˈeː	0.187
ˈoʊ̯	ˈa	3.039
ˈoʊ̯_ɫ	l	0.0
ˈu	-	0.281
ˈu	ˈuː	2.5
ˈæ	ˈa	0.608
ˈæ	ˈa_l	1.541
ˈæ_θ	ˈɔː_d̥	0.0
ˈɑ	-	0.996
ˈɑ	ˈa	1.639
ˈɑ	ˈɔ	2.493
ˈɔ	-	0.737
ˈɔ	ˈaː	1.322
ˈɛ	ˈɛ	1.707
ˈɛ	-	2.019
ˈɛ	ˈeː	2.543
ˈɛ	ˈɔː	3.187
ˈɛ	ˈoː	3.322
ˈɛ	ˈɛː	3.93
ˈɛə̯	ˈa	0.0
ˈɝ	ˈaː	0.798
ˈɝ	ɾ	1.234
ˈɪ	ˈɪ	0.267
ˈɪ	ˈɛ	3.471
ˈɪ	-	3.662
ˈʊ	ˈuː	1.0
ˈʊ	ˈɔ	1.0
ˈʌ	ˈʊ	0.513
ˈʌ	-	2.586
ˈʌ	ˈaʊ̯	3.623
ˈʌ	ˈuː	4.272
ˈʌɪ̯	ˈaɪ̯	0.855
ˈʌɪ̯	-	2.161
ˈʌɪ̯	ˈa_x	2.161
θ	d	0.381
θ	d̥	2.106
