Phone1	Phone2	Surprisal
b̥	b	0.287
b̥	p	2.472
d̥	d	1.02
d̥	t	2.001
d̥	x	2.893
d̥	ɕ	3.513
d̥	ʦ	4.842
e	ə_ɕ	0.0
f	f	0.0
f_ˈø	f	0.0
h	h	0.0
i	ə_ɕ	0.0
j	ˈɛ	1.333
j	-	1.903
j	ɕ	2.268
j	ˈɛː	2.965
kʰ	k	0.0
l	l	0.0
l_ə	ɫ	0.0
lˀ	ɫ	0.689
lˀ	ɫ_d̥	1.884
lˀ	l_ə	3.202
m	m	0.0
mˀ	m	0.0
n	n	0.481
n	ŋ	2.192
n	-	4.945
n	ə	4.945
nˀ	ŋ_ɡ̊	0.704
nˀ	n	1.373
s	z	1.043
s	ʃ	1.699
s	-	2.911
s	ˈɛ	3.765
s_ɡ̊	ʃ	0.0
w	v	1.222
w	j	2.397
w	v̥	2.52
w	x	3.271
w	ə	3.271
ð̞ˠ	s	0.932
ð̞ˠ	d̥	1.579
ð̞ˠ	-	3.826
ð̞ˠ	d	3.827
ŋˀ	ŋ	0.655
ŋˀ	ŋ_ɡ̊	1.455
ɐ	ɐ	1.659
ɐ	-	1.978
ɐ	ʀ	2.064
ɐ	d_ɐ	2.394
ɐˀ	-	0.0
ɕ	z	0.0
ə	ə	0.262
ə	-	2.953
ə	e	4.749
ɡ̊	k	0.257
ɡ̊	-	2.617
ɡ̊_ə	ə	0.0
ʁ	ʀ	0.311
ʁ	ʀ_ˈøː	2.367
ʁ_ˈœ	ʀ	0.0
ʋ	ʋ	0.23
ʋ	-	2.762
ʦʰ	d	0.439
ʦʰ	ʦ	2.359
ʦʰ	ʦ_ʋ	3.888
ʨ	d	0.0
ˈe	ˈe	1.16
ˈe	ˈɪ	1.821
ˈe	-	2.092
ˈe	ˈi	4.838
ˈeˀ	ˈeː	0.973
ˈeˀ	-	2.519
ˈeˀ	ˈeɪ̯	2.535
ˈeˀ	ˈiː	2.8
ˈeː	-	0.0
ˈi	ˈe	0.0
ˈiˀ	ˈiː	1.33
ˈiˀ	-	1.715
ˈiˀ	ˈe	1.749
ˈiː	-	0.981
ˈiː	ˈiː	1.02
ˈo	ʋ	0.0
ˈo_ɐˀ	ˈoː	0.0
ˈoˀ	ˈoː	0.665
ˈoˀ	-	1.974
ˈoˀ	ˈy	3.121
ˈoː	-	0.0
ˈu	ˈo	0.25
ˈu	-	2.651
ˈuˀ	-	0.986
ˈuˀ	ˈuː	1.015
ˈuː	-	0.0
ˈy	-	0.0
ˈyˀ	ˈeː	0.807
ˈyˀ	ˈyː	1.807
ˈyˀ	ˈøʏ̯	2.807
ˈyː	ˈeː	0.0
ˈæ	ˈa	0.318
ˈæ	ˈaː	2.337
ˈæˀ	-	0.0
ˈø	ˈe	0.97
ˈø	ˈœ	1.03
ˈøˀ	-	0.491
ˈøˀ	ˈuː	1.794
ˈøː	-	0.0
ˈœ	ˈoː	0.944
ˈœ	ˈœ	1.059
ˈœˀ	-	0.385
ˈœˀ	ˈuː	2.093
ˈɑ	-	0.643
ˈɑ	ˈa	1.476
ˈɑ_jˀ	ˈɛː	0.0
ˈɑˀ	-	0.755
ˈɑˀ	ˈɛ_ʀ	1.295
ˈɑː	ˈaː	0.0
ˈɒˀ	ˈɔː_ʀ	0.0
ˈɔˀ	ˈɔː	0.727
ˈɔˀ	ˈɔː_n	1.337
ˈɛ	-	1.072
ˈɛ	ˈɛ	1.588
ˈɛ	ˈe_ŋ	2.384
ˈɛˀ	-	0.0
ˈʌ	-	1.032
ˈʌ	ˈa	1.751
ˈʌ	ˈu	2.225
ˈʌˀ	ˈoʊ̯	0.0
