Phone1	Phone2	Surprisal
a	a	1.066
a	ə	1.179
a	-	3.632
a_n	ə_m	0.0
a_r	ə_r	0.0
a_̂	aː_̀	0.0
aː	ə	1.373
aː	aː	1.685
aː	a	1.722
aː_̂	aː_́	0.0
aː_̌	ə	0.0
b	b	0.0
b̥	b̥	0.0
c	ʧ	0.0
d	d	0.0
d̥	d̥	0.0
e	eː	2.27
e	ɛ	2.396
e	eː_́	2.585
e	ɛː_̀	3.01
e	-	3.105
e	ə	3.259
e	ɛː	3.455
e_̂	̀	0.0
eː	eː	0.568
eː	ɛ	1.618
i	eː	1.749
i	i	1.796
i	iː	1.925
i	ɛ	2.726
iː	eː	0.618
iː	eː_̀	2.318
iː	iː_̀	2.756
iː_̂	iː_́	0.0
iː_̌	i_́	0.0
j	j	0.0
k	k	0.0
l	l	0.0
m	m	0.0
n	n	0.0
o	ɔ	1.695
o	oː	1.934
o	o	2.01
o	ɔː_̀	2.464
o_̂	oː_̀	0.0
oː	oː	0.0
oː_̌	ɔ_́	0.0
p	p	0.0
r	r	0.0
r̩	ə	0.0
s	s	0.0
t	t	0.0
u	-	0.0
uː	oː	1.467
uː	uː	1.834
uː	ɔː	2.002
uː	-	3.21
x	x	0.0
z	z	0.0
ɡ	ɡ	0.0
ɡ̊	ɡ̊	0.0
ʃ	ʃ	0.0
ʋ	ʋ	0.0
ʒ	ʒ	0.0
ʒ̊	ʒ̊	0.0
ʦ	ʦ	0.0
ʧ	ʧ	0.0
̂	́	0.888
̂	-	2.122
̂	̀	2.122
̌	̀	0.874
̌	́	1.138
