Phone1	Phone2	Surprisal
b	b	0.0
d	d	1.276
d	d̥	2.219
d	dʲ	2.284
d	-	3.34
d	dʲ_ə	3.874
d_ə	ə_ʀ	0.0
d_ɹ	d_ʀ	0.0
f	f	0.243
f	v̥	2.689
h	h	0.0
j	j	0.0
k	k	0.569
k	k_ə	1.616
kʰ	k	0.464
kʰ	k_ˈɒ	1.863
l	l	0.0
m	m	0.0
n	n	0.292
n	n_ə	3.85
n	nʲ	4.096
n	ʀ_n	4.806
n	n_ˈɔː	5.665
n_d	n	1.07
n_d	nʲ	1.67
n_d	n_ə	2.255
p	p	0.0
pʰ	p	0.0
s	s	0.0
t	t	0.639
t	tʲ	2.642
t	t_ə	3.714
t	d_ə	3.737
t	x_t	4.435
tʰ	t	0.0
v	v_ə	0.98
v	v	1.917
v	v̥	2.132
w	v	0.182
w	v_ˈʊ	3.809
w	ˈuː	4.406
z	s	0.0
ð	d	0.0
ŋ	ŋ	0.0
ə	ʀ	1.19
ə	ə	1.63
ə	ə_ʀ	2.067
əʊ̯	j	0.0
ɜː	ʀ_ˈa	0.0
ɡ	ɡ	0.271
ɡ	ə	2.544
ɪ	i	0.0
ɫ	l	1.602
ɫ	ə_l	2.575
ɫ	ˈɒ_l	2.687
ɫ	ˈeː_l	2.966
ɫ	l_ə	3.096
ɫ	lʲ	3.288
ɫ_d	lʲ	0.0
ɹ	ʀ	0.176
ɹ	-	3.123
ɹ_ˈiː	ʀ_ˈiː	0.0
ʃ	ʃ	0.0
ʤ	-	0.0
ʧ	-	0.985
ʧ	k	1.015
ˈaɪ̯	ˈi	0.81
ˈaɪ̯	-	2.29
ˈaɪ̯	ˈɒ_x	3.217
ˈaɪ̯	ˈa_x	3.955
ˈaɪ̯	ˈuː_ɣ̥	4.231
ˈaʊ̯	ˈʏ	0.416
ˈaʊ̯	ˈœː	1.996
ˈe	-	1.373
ˈe	ˈyː	2.105
ˈe	ˈiː	2.702
ˈe	ˈɛː	2.842
ˈe	ˈɔː	3.499
ˈe_n	n	0.0
ˈe_ɫ	ˈeː_l	0.0
ˈeɪ̯	-	0.471
ˈeɪ̯	ˈɔː	1.843
ˈiː	ˈɛi̯	1.977
ˈiː	ˈɛ	2.027
ˈiː	ˈuː	2.201
ˈiː	ˈiː	2.245
ˈiː	ɛi̯	3.791
ˈuː	ˈɔu̯	1.09
ˈuː	-	1.702
ˈuː	ˈœi̯	2.165
ˈæ	-	1.0
ˈæ	ˈœ	1.353
ˈæ	ˈeː	3.204
ˈɐ	ˈʊ	1.138
ˈɐ	ˈɔu̯	2.675
ˈɐ	ˈaː	2.72
ˈɐ	ˈœ	3.462
ˈɐ	ˈa	3.49
ˈɐ	ˈʏ	4.12
ˈɑː	ˈa_ʀ	1.136
ˈɑː	ˈɒː	2.24
ˈɑː	ʀ	2.379
ˈɑː	ˈuː_l	2.825
ˈɒ	-	0.426
ˈɒ	ˈɔː	1.969
ˈɔː	ˈɔ	0.975
ˈɔː	ʀ	1.449
ˈɔː	-	2.999
ˈəʊ̯	ˈiː	0.747
ˈəʊ̯	-	1.995
ˈəʊ̯	ˈœ	2.707
ˈɛ	-	0.0
ˈɜː	ˈœ_ʀ	0.0
ˈɪ	-	2.154
ˈɪ	ˈa	2.408
ˈɪ	ˈi	2.574
ˈɪ	ˈʊ	2.574
ˈɪ	ˈeː	2.768
ˈɪ	ˈai̯	3.261
ˈɪ_ə	ˈiː_ʀ	0.769
ˈɪ_ə	ˈuː_ʀ	1.275
ˈʊ	ˈœ	1.0
ˈʊ	ˈʊ	1.0
θ	t	0.41
θ	z̥	2.014
