Phone1	Phone2	PMI
ɾ_t	r_t	10.132
ɾ_n	r_n	10.132
<#_a	<#_a	9.569
<#_r	<#_r	9.357
s_u	s_u	9.269
r	<#_r	9.162
<#_t	<#_t	9.162
ʃ	<#_z	9.127
<#_ʃ	<#_z	9.127
ɾ_u	r_u	9.081
<#_ɡ	<#_ɡ	9.074
ɾ_a	j_a	8.53
ɡ	<#_ɡ	8.473
<#_n	<#_n	8.088
ŋ_#>	ŋ_#>	8.044
ŋ	ŋ_#>	7.358
ˈe_k	ˈe_k	7.155
s_k	s_k	7.15
β_u	v_u	7.12
a_β	a_v	7.12
s_a	z_a	7.112
ɲ	ɲ	7.043
θ_#>	ʒ	7.005
ɾ_ˈa	r_ˈa	6.99
ɾ_k	r_k	6.986
i	i	6.932
t	<#_t	6.93
<#_θ	<#_s	6.865
<#_ˈa	<#_ˈa	6.821
ˈu	ˈyː	6.808
k_ɾ	k_r	6.795
w_a	w_a	6.765
ˈo_t	ˈaː_t	6.6
t_a	t_a	6.526
ʃ	z	6.513
<#_ʃ	z	6.513
ɲ_a	ɲ_u	6.449
n_j	n_ˈe	6.345
d	d	6.297
s_e	s_e	6.281
θ_#>	ʒ_e_#>	6.202
n	<#_n	6.147
f	f	6.081
ˈu	ˈy	6.078
θ	ʒ	5.879
m	m	5.847
ˈi	ˈi	5.779
<#_n	n	5.755
ʝ	ʤ	5.749
b	b	5.54
p	p	5.538
a	<#_a	5.518
ɣ	ɡ	5.491
<#_ɡ	ɡ	5.443
θ	<#_s	5.439
ɡ	ɡ	5.394
β	v	5.377
ʎ	l	5.347
ˈi	ˈiː	5.26
w	ˈøː	5.168
k	k	5.165
ˈo	ˈu	5.089
t	t	5.015
<#_t	t	5.015
r	r	4.946
<#_r	r	4.946
ŋ_#>	ŋ	4.882
ŋ	ŋ	4.882
<#_θ	s	4.755
n	ŋ_#>	4.705
ˈa	ˈa	4.685
ɾ_m	ˈɛ_l	4.66
w	ˈø	4.486
ˈa	ˈaː	4.465
n	n	4.442
o	w	4.434
w	<#_ˈø	4.433
w	ˈɔː	4.406
s	s	4.378
j	ˈɛ	4.373
