Phone1	Phone2	PMI
ʃ_#>	ʃ_#>	9.51
f_#>	b_#>	8.526
s_t	ʃ_d	8.079
ʃ	ʃ_#>	7.721
ɡ	<#_ɡ	7.616
kʰ	kʰ	7.054
ŋ	ŋ	6.972
k_s	ɡ_s	6.744
s_l	ʃ_l	6.733
d_ˈe	d_ˈoː	6.664
t_#>	ʦ_#>	6.527
tʰ	ʦ	6.159
ˈaʊ̯	ˈao̯	6.024
ɪ	ɪ	5.993
ˈaɪ̯	ˈəi̯	5.953
h	h	5.953
θ	<#_d	5.894
f	b_#>	5.85
ˈəʊ̯	ˈɔe̯	5.808
m	m	5.631
ˈɪ	ˈe	5.512
ˈeɪ̯	ˈaː	5.486
ˈəʊ̯_ɫ	ˈa_l	5.483
l_#>	l_#>	5.426
b	b	5.331
ə	ʌ	5.326
ˈɒ	ˈa	5.305
ʃ_#>	ʃ	5.3
ʃ	ʃ	5.3
w	ʋ	5.203
p_#>	f_#>	5.175
ˈe	ˈɛ	5.142
ˈɪ	ˈɪ	5.12
ˈɑː	ˈa	5.067
f	f	5.063
n	n	4.927
ˈɐ	ˈu	4.752
p	f_#>	4.744
l	l	4.728
v	b	4.713
ˈɐ	ˈo	4.711
ɡ	ɡ	4.67
p	f	4.66
ˈəʊ̯	ˈae̯	4.65
ˈɪ	ˈi	4.605
f_#>	b	4.593
k	ç	4.587
ɫ	l	4.583
ˈeɪ̯	ˈaː_ɡ	4.474
ˈe	ˈoː	4.448
ˈɔː	ˈa	4.392
ʤ_#>	ɡ_#>	4.247
ʤ	ɡ_#>	4.247
ˈiː	ˈoː	4.222
t_#>	ʦ	4.188
v	b_a	4.109
t	ʦ_#>	4.083
s	s	4.044
ɪ	ɪ_ɡ	4.036
k	ɡ	3.996
d	d	3.821
s	ʃ	3.814
ˈaʊ̯	ˈuː	3.592
ˈʊ	ˈuə̯	3.518
ˈɐ	ˈuə̯	3.479
f_l	f_l	3.418
ˈe	ˈeə̯	3.41
ˈaɪ̯_d	ˈəi̯_d	3.397
ˈæ	ˈa	3.389
<#_ˈɐ	<#_ˈo	3.38
ˈiː	ˈao̯	3.333
ˈe_d	ˈoː_d	3.31
ð	d	3.294
l	l_#>	3.272
