Phone1	Phone2	Surprisal
a	ə	0.0
a_d	ə_ð	0.0
a_ɾ	ə_ɾ	0.0
ã	ə	0.0
b	β	0.844
b	b	1.175
d	d	0.72
d	ð	1.348
d_ɔ	ð_ə	0.0
e	ə	0.437
e	i	3.423
e	-	3.589
e	ə_s	3.979
e	u	5.549
f	f	0.0
i	i	0.83
i	ə	1.193
ĩ	i	0.0
j	j	1.626
j	ʎ	1.667
j	w	1.68
j	ʎː	4.345
j_s	ʃ	0.0
j_ɔ	ʎ_ə	0.0
j_ɾ	ɾ	0.0
j_ˈe	ˈe	0.842
j_ˈe	ˈi	1.177
k	k	0.0
l	l	0.242
l	ʎ	2.696
l_ɔ	l_ə	0.0
lː	ʎ	0.0
m	m	0.0
mː	mː	0.0
n	n	0.0
p	p	0.0
s	s	0.0
s_k	s_k	0.0
s_ˈe	s_ˈɛ	0.0
t	t	0.0
t_ɔ	t_ə	0.0
u	u	0.0
ũ	u	0.0
v	b	0.673
v	β	1.424
v_e	b_ə	0.0
v_ˈe	b_ˈɛ	0.0
w	ˈɔ	1.468
w	w	1.61
w	l	2.129
w	u	3.603
w_ˈe	ˈɔ	0.0
w_ˈẽ	ˈɔ	0.0
y	u	0.0
z	-	0.879
z	z	1.132
z_ˈĩ	ˈi	0.0
ŋ	n	0.821
ŋ	ɲ	2.154
ŋ	ŋ	2.256
ŋ_k	ŋ	0.0
ɔ	ə	0.0
ɡ	ɡ	0.859
ɡ	ɣ	1.156
ɥ	ˈɔ	0.0
ɥ_ˈe	ˈu	0.0
ɲ	ɲ	0.0
ɾ	ɾ	0.0
ɾ_ˈe	ɾ_ˈɛ	0.0
ʀ	r	0.151
ʀ	-	3.327
ʤ	ʒ	0.508
ʤ	ʤ	1.752
ʧ	t	0.737
ʧ	j_t	1.322
ˈa	ˈa	0.111
ˈa	ˈe	3.751
ˈa_w	ˈɔ	0.0
ˈã	ˈa	0.0
ˈe	ˈɛ	1.08
ˈe	ˈe	1.516
ˈe	ˈi	2.495
ˈe_ʀ	r_t	0.0
ˈẽ	ˈe	0.737
ˈẽ	ˈɛ	1.322
ˈi	ˈi	0.0
ˈi_w	ˈi_w	0.0
ˈĩ	ˈi	0.0
ˈu	ˈo	0.432
ˈu	ˈɛ	3.021
ˈu	-	3.489
ˈu	ˈu	4.42
ˈũ	ˈo	0.906
ˈũ	ˈu	1.68
ˈũ	ˈɔ	2.699
ˈy	ˈu	0.365
ˈy	ˈo	2.16
ˈỹ	ˈu	0.0
ˈɔ_w	w	0.0
ˈɛ	ˈe	0.689
ˈɛ	ˈɛ	1.397
ˈɛ_s	ˈe_s	0.0
