Phone1	Phone2	Surprisal
b̥	b	0.3
b̥	p	3.154
b̥	v	3.724
d̥	d	1.0
d̥	θ	1.326
d̥	t	3.306
d̥_r	d_r	0.0
d̥_ɐ	t_o	0.0
eː	iːy̯_n	0.0
f	f	0.373
f	p	2.214
f	eo̯	6.34
h	h	0.0
j	ɣ	0.0
kʰ	k	0.837
kʰ	ʧ	1.184
l	l	0.857
l	ɫ	1.254
l	ɫː	5.119
m	m	0.057
m	mː	4.689
n	n	0.754
n	nː	2.588
n	-	2.922
n	n_d	3.203
r	r	0.478
r	d	2.398
r	ð	4.088
r	dː	4.902
r_ˈaɪ̯	r_ˈeːo̯	0.0
s	s	0.725
s	t	1.798
s	z	4.065
s	t_e	4.393
x	x	1.356
x	ʧ	1.714
x	-	2.299
x	xː	3.299
ŋ	ŋ	0.8
ŋ	ŋ_ɡ	1.232
ɐ	r	1.137
ɐ	e_r	2.239
ɐ	-	3.171
ɐ	o_r	3.342
ɐ	r_e	3.903
ɐ	e	4.134
ɐ_d̥	r_d	0.0
ɐ_n	r_n	0.0
ɐ_ʣ̥	r_t	0.0
ɑ	ɑ	0.0
ə	ɑ_n	0.369
ə	-	3.117
ə	n	4.176
ə	ɑ	4.176
ɡ̊	ɡ	1.182
ɡ̊	k	1.781
ɡ̊	j	2.438
ɡ̊	ʧː	4.553
ɡ̊	kː	4.602
ɣ̊	ɣ	0.6
ɣ̊	j	1.555
ɪ	i	0.585
ɪ	-	1.585
ʃ	ʃ	1.533
ʃ	s	1.861
ʃ	ç	3.337
ʃ	ɣ̊	3.632
ʃ	ʧ	3.632
ʃ	x	3.774
ʃ	ʃː	4.452
ʃ_d̥	s_t	0.0
ʣ̥	t	0.622
ʣ̥	tː	1.514
ˈau̯	ˈuː	0.0
ˈau̯̯	ˈyː	0.0
ˈaɪ̯	ˈiː	0.524
ˈaɪ̯	-	2.304
ˈaɪ̯	ˈeːo̯	3.29
ˈeː	-	1.487
ˈeː	ˈɑː	1.777
ˈeː	ˈiːy̯	2.107
ˈeː	ˈɑː_w	3.066
ˈẽː	ˈiːy̯_n	0.0
ˈi	ˈeːo̯	0.0
ˈiː	ˈeːo̯	0.484
ˈiː	ˈeː	2.407
ˈiː	ˈeːo̯_w	3.376
ˈĩː	ˈeː_n	0.0
ˈo	ˈæː	0.0
ˈoː	ˈæːɑ̯	1.095
ˈoː	ˈu	2.237
ˈoː	ˈæː	2.409
ˈoː	ˈo	2.927
ˈoː_n	ˈoː_n	0.0
ˈõː	n_u	0.0
ˈu	ˈu	0.412
ˈu	ˈoː	2.676
ˈu	ˈo	3.444
ˈu_n	ˈuː	0.0
ˈuː	ˈoː	0.405
ˈuː	ˈeː	2.031
ˈɑ	ˈɑ	0.714
ˈɑ	ˈæɑ̯	2.422
ˈɑ	ˈæ	2.774
ˈɑ	ˈiy̯	4.122
ˈɑ_x	ˈi_ç	0.0
ˈɑː	ˈæːɑ̯	1.227
ˈɑː	ˈæ	1.465
ˈɑː	-	2.248
ˈɑː_ɐ	ˈæɑ̯_r	0.0
ˈɑːɪ̯	ˈæː_j	0.0
ˈɑ̃ː	-	0.0
ˈɔ	ˈo	0.906
ˈɔ	ˈu	1.502
ˈɔ	ˈy	3.143
ˈɛ	ˈe	1.273
ˈɛ	ˈeo̯	2.301
ˈɛ	-	3.056
ˈɛ	ˈi	3.065
ˈɛ	ˈɛ	3.49
ˈɛ	ˈæ	4.191
ˈɛː	ˈɑː	1.383
ˈɛː	ˈe	1.878
ˈɛː	-	2.245
ˈɛː	ˈeo̯	2.903
ˈɛː_s	ˈɑː_t	0.0
ˈɛ̃ː	ˈɑː_n	0.0
ˈɪ	ˈi	0.502
ˈɪ	ˈy	2.942
ˈɪ	-	2.989
ˈɪ	ˈeo̯	4.728
β	w	0.409
β	v	2.469
β	h_w	3.912
β_ˈɑ	w	0.0
