Phone1	Phone2	PMI
ɐ_d̥	ɐ_d̥	10.363
j	j	9.437
d̥_ɐ	t_ɐ	9.287
ˈaɪ̯_#>	ˈɛːɪ̯_#>	9.208
n_ɐ	n_ɐ	9.061
<#_n	<#_n	8.987
ˈiː_#>	ˈɛːɪ̯_#>	8.872
f_#>	p_#>	8.536
b̥_#>	v̥_#>	8.536
<#_ˈɒ	<#_ˈɑːɑ̯	8.406
<#_ʦ	<#_t	8.147
ˈaɪ̯_#>	ˈɛːɪ̯	7.948
ˈiː_#>	ˈɛːɪ̯	7.613
l_n	ɫ	7.606
ç_#>	k_#>	7.366
ʦ	<#_t	7.312
b̥_#>	v̥	7.202
x	χ	6.938
ˈɔ_l	ˈʊ_l	6.917
l_ˈaː	l_ˈoː	6.823
z̥	z̥	6.764
<#_b̥͡v̥	<#_p	6.692
s_#>	t_#>	6.612
b̥	v̥_#>	6.585
ˈɒ	<#_ˈɑːɑ̯	6.564
n_a	n_n	6.526
l_d̥	l_d̥	6.452
eː	ɑɪ̯	6.427
ˈoː_d̥	ˈɑ_d̥	6.406
b̥͡v̥	p	6.393
ŋ	ŋ	6.384
ˈaɪ̯	ˈɛːɪ̯_#>	6.366
ɣ̊	ɣ̊	6.364
b̥͡v̥	<#_p	6.358
d̥_ˈiː	d_ˈæɪ̯	6.314
f_#>	p	6.211
ˈuː_#>	ˈɑʊ̯_#>	6.176
f	p_#>	6.156
ˈaʊ̯	ˈuː	6.126
ɐ_n	ɐ_n	6.118
h	h	6.106
ˈeː	ˈeː	6.084
<#_ˈɒ	ˈɑːɑ̯	5.983
ˈaɪ̯	ˈiːi̯	5.974
ç	k_#>	5.875
b̥	b	5.81
z̥_n	t_n	5.771
<#_ˈɒ	<#_ˈɑː	5.755
ʃ_d̥	s_t	5.7
ˈʊ	ˈʊ	5.656
r	r	5.645
ˈiː	ˈæː	5.643
ç_d̥	χ_t	5.622
f	f	5.561
ˈa	k_ˈɑː	5.543
ˈaɪ̯	ˈyː	5.535
ˈɔ	ˈɔ	5.531
l_#>	l_#>	5.514
ˈiː	ˈɛːɪ̯_#>	5.46
ˈaɪ̯	ˈiː	5.45
ˈuː	ˈɑʊ̯	5.437
v	v	5.435
n	<#_n	5.435
ç	χ	5.423
m	m	5.391
ˈɛ	ˈeː	5.366
ˈoː	ˈɒː	5.351
b̥	v̥	5.251
ˈɪ	ˈɪ	5.248
ɡ̊_#>	k_#>	5.211
ɡ̊	ɡ	5.196
ˈiː	ˈœy̯	5.187
s	z	5.182
ʃ	s	5.159
ˈaɪ̯	ˈɛːɪ̯	5.107
ˈɒ	ˈɑ	5.07
ˈɛ	ˈɛ	5.067
s	t_#>	5.002
kʰ	k	4.957
x_#>	k_#>	4.915
ˈa	ˈɑː	4.899
ŋ	ɡ_n	4.895
ˈuː	ˈoː	4.868
ɐ	ɐ	4.835
ˈaː	ˈæɪ̯	4.79
ç	ɣ̊	4.775
l	l	4.745
l	ɫ	4.697
ɾ	ʊ	4.623
ˈɛ	ˈɑː	4.567
ˈɒ	<#_ˈɑː	4.554
ˈuː	ˈɑʊ̯_#>	4.491
ˈɒ	ˈɑːɑ̯	4.474
<#_ʦ	t	4.47
ˈaː_#>	ˈæɪ̯_n_#>	4.457
ɐ_ʦ	ˈyːʏ̯	4.445
ˈɔ	ˈoː	4.442
ç_#>	k	4.425
ˈuː_m	ˈœːy̯	4.399
ʦ	t	4.398
d̥_#>	d̥_#>	4.397
ˈɒː	ˈɒː	4.332
s_#>	t	4.3
ˈiː	ˈɛːɪ̯	4.2
ˈɔ	ˈʊ	4.168
<#_b̥͡v̥	p	4.164
v̥	p	4.094
ˈuː_#>	ˈɑʊ̯	4.089
x	k_#>	4.067
<#	<#_ˈɑːɑ̯	4.062
<#	<#_n	4.012
<#	<#_t	3.948
ˈiː	ˈæɪ̯	3.924
d̥	d̥	3.909
ˈaʊ̯	ˈuːu̯	3.905
ɐ	ɐ_d̥	3.892
<#_ˈɒ	ˈɑː	3.875
d̥	d	3.872
ɡ̊_n	ɣ̊	3.855
l	l_#>	3.838
f	p	3.832
<#_n	n	3.815
ˈaː_#>	ˈæɪ̯	3.786
ˈaː	ˈoː	3.761
ɣ	ɡ	3.755
ŋ	ɡ	3.749
ˈuː	ˈœːy̯	3.714
n	n	3.679
ˈoː	ˈɔː	3.628
ˈoː	ˈɑ	3.623
d̥_#>	d̥	3.561
d̥_ˈuː	d_ˈoː	3.408
