Phone1	Phone2	Surprisal
aɪ̯_n	eː	0.0
b	b̥	0.135
b	b̥͡v̥	3.485
b_m	fː_a	0.0
d	d̥	0.361
d	s	3.208
d	ʦ	3.677
d	sː	5.567
d	ɐ_ʦ	6.159
d_n	s_n	0.0
d_ˈuː	d̥	0.0
f	f	0.0
h	h	0.0
i	ɡ̊_ə	0.0
j	ɡ̊	0.0
kʰ	kʰ	0.0
l	l	0.867
l	j	1.332
l	d̥	4.196
l_d	j_d̥	0.0
m	m	0.077
m	a	4.265
n	n	0.628
n	n_d̥	2.826
n	a	3.269
n	ŋ	3.642
n	n_a	5.148
p	-	0.0
pʰ	b̥͡v̥	0.0
r	r	0.0
s	ʃ	1.207
s	s	1.819
s	ɡ̊_s	1.819
t	d̥	1.029
t	ʦ	1.753
t	s	2.23
tʰ	ʦ	0.0
v	ʋ	0.052
v	β	4.812
v_ˈɪ	ʋ	0.0
v̥	-	0.0
x	x	0.551
x	ɡ̊	1.655
z	s	0.0
z̥	s	0.0
ç	ɡ̊	0.585
ç	ɡ̊_a	1.585
ŋ	ŋ	0.0
ɐ	ɐ	0.0
ɐ_d	ɐ_d̥	0.0
ɐ_n	ɐ_n	0.0
ə	ɐ	0.0
ɡ	ɡ̊	0.778
ɡ	x	1.502
ɡ	ç	3.966
ɡ_n	ŋ	0.0
ʃ	ʃ	0.0
ˈa	ˈɑ	1.956
ˈa	ˈɒː	2.16
ˈa	ˈɒ	2.171
ˈa	ˈo	2.418
ˈa	-	3.192
ˈaɪ̯	ˈiɐ̯	1.335
ˈaɪ̯	ˈoɐ̯	1.38
ˈaɪ̯	ˈeː	2.189
ˈaʊ̯	ˈuɐ̯	2.024
ˈaʊ̯	-	2.053
ˈaʊ̯	ˈo	2.235
ˈaʊ̯	ˈou̯	2.695
ˈaʊ̯	ˈaː	2.775
ˈaː	-	0.0
ˈeɪ̯	-	0.0
ˈeː	-	1.228
ˈeː	ˈe	1.742
ˈeː	ˈeː	1.868
ˈiː	ˈai̯	0.363
ˈiː	ˈi_m	3.152
ˈiː	ˈi_ɐ	3.186
ˈoː	ˈoː	1.229
ˈoː	-	2.384
ˈoː	ˈɑː	2.704
ˈoː	ˈɒː	2.704
ˈoː	ˈɑ	3.741
ˈoː_m	a	0.0
ˈuː	ˈau̯	0.32
ˈuː	-	2.328
ˈyː	ˈai̯	0.0
ˈø	-	0.0
ˈøː	-	0.481
ˈøː	ˈi	1.818
ˈœ	ˈe	0.0
ˈœː	ˈe	0.0
ˈɔ	ˈo	1.17
ˈɔ	ˈu	1.585
ˈɔ	-	2.17
ˈɔʏ̯	-	0.819
ˈɔʏ̯	ˈeː	2.055
ˈɔʏ̯	ˈuɐ̯	2.377
ˈɔʏ̯_d	ˈiɐ̯_s	0.0
ˈɛ	-	0.887
ˈɛ	ˈe	1.122
ˈɛɪ̯	-	0.0
ˈɛː	ˈeː_s	0.0
ˈɪ	ˈi	0.349
ˈɪ	-	2.936
ˈɪ	ˈoɐ̯	3.566
ˈʊ	ˈu	0.573
ˈʊ	ˈo	1.609
ˈʏ	ˈu	0.598
ˈʏ	ˈi	1.56
