l1	phone_l1	l2	phone_l2	surprisal
Catalan	('b',)	Franco-Provençal	b	1.729
Catalan	('d',)	Franco-Provençal	d	1.195
Catalan	('f',)	Franco-Provençal	f	0.695
Catalan	('i',)	Franco-Provençal	j	3.276
Catalan	('i',)	Franco-Provençal	ĩ	4.055
Catalan	('j',)	Franco-Provençal	ˈeː	3.752
Catalan	('j',)	Franco-Provençal	ˈɛ	3.839
Catalan	('k',)	Franco-Provençal	k	1.615
Catalan	('k',)	Franco-Provençal	ʃ	1.906
Catalan	('l',)	Franco-Provençal	l	0.967
Catalan	('l',)	Franco-Provençal	ˈoː	3.557
Catalan	('m',)	Franco-Provençal	m	0.907
Catalan	('m',)	Franco-Provençal	-	3.628
Catalan	('n',)	Franco-Provençal	n	1.121
Catalan	('n',)	Franco-Provençal	-	2.107
Catalan	('p',)	Franco-Provençal	p	0.707
Catalan	('p',)	Franco-Provençal	-	3.915
Catalan	('r',)	Franco-Provençal	ʁ	1.034
Catalan	('r',)	Franco-Provençal	-	3.349
Catalan	('s',)	Franco-Provençal	s	1.223
Catalan	('s',)	Franco-Provençal	-	1.953
Catalan	('t',)	Franco-Provençal	t	1.378
Catalan	('t',)	Franco-Provençal	-	1.661
Catalan	('u',)	Franco-Provençal	o	2.506
Catalan	('u',)	Franco-Provençal	-	3.592
Catalan	('v',)	Franco-Provençal	n	3.56
Catalan	('w',)	Franco-Provençal	-	2.45
Catalan	('w',)	Franco-Provençal	w	3.29
Catalan	('z',)	Franco-Provençal	-	3.311
Catalan	('z',)	Franco-Provençal	s	4.265
Catalan	('ð',)	Franco-Provençal	-	2.144
Catalan	('ð',)	Franco-Provençal	j	3.807
Catalan	('ŋ',)	Franco-Provençal	ˈɑ̃	3.014
Catalan	('ŋ',)	Franco-Provençal	-	3.534
Catalan	('ə',)	Franco-Provençal	a	1.441
Catalan	('ə',)	Franco-Provençal	ə	2.205
Catalan	('ɡ',)	Franco-Provençal	ɡ	1.911
Catalan	('ɡ',)	Franco-Provençal	-	4.188
Catalan	('ɣ',)	Franco-Provençal	-	2.832
Catalan	('ɣ',)	Franco-Provençal	ɡ	3.578
Catalan	('ɲ',)	Franco-Provençal	ɲ	3.174
Catalan	('ɲ',)	Franco-Provençal	ˈɛ̃	3.349
Catalan	('ɾ',)	Franco-Provençal	ʁ	0.809
Catalan	('ɾ',)	Franco-Provençal	ð	3.774
Catalan	('ʃ',)	Franco-Provençal	s	2.876
Catalan	('ʃ',)	Franco-Provençal	-	3.917
Catalan	('ʎ',)	Franco-Provençal	l	1.025
Catalan	('ʎ',)	Franco-Provençal	ʎ	2.571
Catalan	('ʒ',)	Franco-Provençal	ʒ	1.374
Catalan	('ʒ',)	Franco-Provençal	f	5.105
Catalan	('ʣ',)	Franco-Provençal	z	3.95
Catalan	('ʣ',)	Franco-Provençal	ʒ	5.501
Catalan	('ʤ',)	Franco-Provençal	ʣ	3.518
Catalan	('ʤ',)	Franco-Provençal	ʒ	3.776
Catalan	('ʧ',)	Franco-Provençal	z	3.751
Catalan	('ʧ',)	Franco-Provençal	ʃ	4.009
Catalan	('ˈa',)	Franco-Provençal	ˈa	1.964
Catalan	('ˈa',)	Franco-Provençal	-	2.862
Catalan	('ˈe',)	Franco-Provençal	ˈɛ	1.725
Catalan	('ˈe',)	Franco-Provençal	-	3.212
Catalan	('ˈi',)	Franco-Provençal	ˈi	1.671
Catalan	('ˈi',)	Franco-Provençal	ˈĩ	3.155
Catalan	('ˈo',)	Franco-Provençal	ˈo	2.275
Catalan	('ˈo',)	Franco-Provençal	ˈu	3.234
Catalan	('ˈu',)	Franco-Provençal	ˈu	2.753
Catalan	('ˈu',)	Franco-Provençal	w	3.01
Catalan	('ˈɔ',)	Franco-Provençal	ˈoː	2.35
Catalan	('ˈɔ',)	Franco-Provençal	ˈɔ̃	3.242
Catalan	('ˈɛ',)	Franco-Provençal	ˈɛ	1.866
Catalan	('ˈɛ',)	Franco-Provençal	ˈeː	1.995
Catalan	('β',)	Franco-Provençal	v	1.647
Catalan	('β',)	Franco-Provençal	b	3.343
Catalan	('-',)	French	ʒ	4.826
Catalan	('-',)	French	ɛ	4.826
Catalan	('b',)	French	v	1.094
Catalan	('b',)	French	b	1.884
Catalan	('d',)	French	d	0.657
Catalan	('f',)	French	f	0.618
Catalan	('i',)	French	-	2.645
Catalan	('i',)	French	i	3.383
Catalan	('j',)	French	-	2.178
Catalan	('j',)	French	a	2.329
Catalan	('k',)	French	k	1.324
Catalan	('k',)	French	ʃ	1.705
Catalan	('l',)	French	l	0.811
Catalan	('l',)	French	-	2.096
Catalan	('m',)	French	m	0.799
Catalan	('m',)	French	-	2.678
Catalan	('n',)	French	n	1.043
Catalan	('n',)	French	-	1.874
Catalan	('o',)	French	ɔ̃	3.817
Catalan	('o',)	French	ʒ	5.109
Catalan	('p',)	French	p	0.43
Catalan	('p',)	French	-	4.761
Catalan	('r',)	French	ʁ	0.494
Catalan	('s',)	French	s	0.996
Catalan	('s',)	French	-	1.538
Catalan	('t',)	French	t	1.092
Catalan	('t',)	French	-	1.543
Catalan	('u',)	French	u	2.285
Catalan	('u',)	French	-	2.498
Catalan	('v',)	French	n	3.211
Catalan	('w',)	French	a	1.758
Catalan	('w',)	French	-	2.51
Catalan	('z',)	French	-	2.503
Catalan	('ð',)	French	-	1.692
Catalan	('ð',)	French	ɛ	4.293
Catalan	('ŋ',)	French	ɑ̃	2.508
Catalan	('ŋ',)	French	ɛ̃	3.275
Catalan	('ə',)	French	-	0.569
Catalan	('ə',)	French	a	3.108
Catalan	('ɡ',)	French	ɡ	1.161
Catalan	('ɡ',)	French	k	4.009
Catalan	('ɣ',)	French	-	2.251
Catalan	('ɣ',)	French	ɡ	3.1
Catalan	('ɲ',)	French	ɲ	2.796
Catalan	('ɲ',)	French	ɛ̃	3.479
Catalan	('ɾ',)	French	ʁ	0.449
Catalan	('ɾ',)	French	-	3.769
Catalan	('ʃ',)	French	t	2.693
Catalan	('ʃ',)	French	s	3.643
Catalan	('ʎ',)	French	l	1.368
Catalan	('ʎ',)	French	-	2.403
Catalan	('ʒ',)	French	ʒ	1.052
Catalan	('ʒ',)	French	-	3.233
Catalan	('ʣ',)	French	z	3.211
Catalan	('ʤ',)	French	ʒ	2.961
Catalan	('ʤ',)	French	-	3.911
Catalan	('ʧ',)	French	-	3.249
Catalan	('ʧ',)	French	ʒ	3.512
Catalan	('ˈa',)	French	ɛ	2.313
Catalan	('ˈa',)	French	e	2.602
Catalan	('ˈe',)	French	ɛ	1.993
Catalan	('ˈe',)	French	j	2.644
Catalan	('ˈi',)	French	i	0.679
Catalan	('ˈi',)	French	ɛ̃	3.199
Catalan	('ˈo',)	French	u	1.615
Catalan	('ˈo',)	French	œ	3.324
Catalan	('ˈu',)	French	y	2.013
Catalan	('ˈu',)	French	ɥ	2.688
Catalan	('ˈɔ',)	French	ɔ	1.838
Catalan	('ˈɔ',)	French	ɔ̃	3.017
Catalan	('ˈɛ',)	French	w	1.689
Catalan	('ˈɛ',)	French	ɛ	1.723
Catalan	('β',)	French	v	1.683
Catalan	('β',)	French	-	2.644
Catalan	('-',)	Friulian	-	4.991
Catalan	('-',)	Friulian	ɡ	4.991
Catalan	('b',)	Friulian	v	1.253
Catalan	('b',)	Friulian	b	1.836
Catalan	('d',)	Friulian	d	0.951
Catalan	('d',)	Friulian	-	4.743
Catalan	('f',)	Friulian	f	0.815
Catalan	('i',)	Friulian	i	2.745
Catalan	('i',)	Friulian	u	3.895
Catalan	('j',)	Friulian	-	2.144
Catalan	('j',)	Friulian	ʧ	4.305
Catalan	('k',)	Friulian	k	1.329
Catalan	('k',)	Friulian	c	1.766
Catalan	('l',)	Friulian	l	0.591
Catalan	('l',)	Friulian	-	3.836
Catalan	('m',)	Friulian	m	0.793
Catalan	('m',)	Friulian	n	3.73
Catalan	('n',)	Friulian	n	0.586
Catalan	('n',)	Friulian	ɲ	3.753
Catalan	('o',)	Friulian	o	3.252
Catalan	('p',)	Friulian	p	0.579
Catalan	('p',)	Friulian	-	5.201
Catalan	('r',)	Friulian	r	0.682
Catalan	('r',)	Friulian	n	4.93
Catalan	('s',)	Friulian	s	0.756
Catalan	('s',)	Friulian	ʧ	2.897
Catalan	('t',)	Friulian	t	0.708
Catalan	('t',)	Friulian	-	4.175
Catalan	('u',)	Friulian	o	1.926
Catalan	('u',)	Friulian	u	2.982
Catalan	('w',)	Friulian	w	2.734
Catalan	('w',)	Friulian	f	2.954
Catalan	('z',)	Friulian	-	2.998
Catalan	('z',)	Friulian	z	3.781
Catalan	('ð',)	Friulian	d	1.551
Catalan	('ð',)	Friulian	t	4.614
Catalan	('ŋ',)	Friulian	ŋ	1.845
Catalan	('ŋ',)	Friulian	s	4.571
Catalan	('ə',)	Friulian	e	1.183
Catalan	('ə',)	Friulian	-	2.482
Catalan	('ɡ',)	Friulian	ɡ	1.642
Catalan	('ɡ',)	Friulian	k	4.53
Catalan	('ɣ',)	Friulian	-	2.639
Catalan	('ɣ',)	Friulian	ɡ	2.669
Catalan	('ɲ',)	Friulian	ɲ	2.087
Catalan	('ɲ',)	Friulian	n	2.595
Catalan	('ɾ',)	Friulian	r	0.738
Catalan	('ɾ',)	Friulian	-	3.505
Catalan	('ʃ',)	Friulian	s	2.096
Catalan	('ʎ',)	Friulian	l	0.744
Catalan	('ʎ',)	Friulian	j	3.419
Catalan	('ʒ',)	Friulian	ʤ	2.333
Catalan	('ʒ',)	Friulian	-	2.949
Catalan	('ʣ',)	Friulian	d	3.639
Catalan	('ʣ',)	Friulian	-	5.448
Catalan	('ʤ',)	Friulian	d	3.889
Catalan	('ʤ',)	Friulian	t	3.889
Catalan	('ʧ',)	Friulian	s	2.904
Catalan	('ʧ',)	Friulian	ʧ	3.516
Catalan	('ˈa',)	Friulian	ˈa	1.001
Catalan	('ˈa',)	Friulian	ˈaː	1.8
Catalan	('ˈe',)	Friulian	ˈe	1.6
Catalan	('ˈe',)	Friulian	ˈɛ	2.678
Catalan	('ˈi',)	Friulian	ˈi	1.195
Catalan	('ˈi',)	Friulian	ˈiː	2.86
Catalan	('ˈo',)	Friulian	ˈo	1.366
Catalan	('ˈo',)	Friulian	ˈu	3.439
Catalan	('ˈu',)	Friulian	ˈu	2.14
Catalan	('ˈu',)	Friulian	ˈuː	2.681
Catalan	('ˈɔ',)	Friulian	w	2.007
Catalan	('ˈɔ',)	Friulian	ˈɔ	2.584
Catalan	('ˈɛ',)	Friulian	ˈe	1.666
Catalan	('ˈɛ',)	Friulian	ˈeː	2.58
Catalan	('β',)	Friulian	v	2.024
Catalan	('β',)	Friulian	b	3.503
Catalan	('-',)	Galician	-	5.067
Catalan	('-',)	Galician	ʃ	5.067
Catalan	('b',)	Galician	b	0.615
Catalan	('b',)	Galician	β	5.097
Catalan	('d',)	Galician	d	0.901
Catalan	('d',)	Galician	s	4.723
Catalan	('f',)	Galician	f	0.796
Catalan	('f',)	Galician	-	4.001
Catalan	('i',)	Galician	i	1.711
Catalan	('i',)	Galician	j	3.553
Catalan	('j',)	Galician	j	2.053
Catalan	('j',)	Galician	ˈi	3.845
Catalan	('k',)	Galician	k	0.697
Catalan	('k',)	Galician	ɣ	2.857
Catalan	('l',)	Galician	l	2.063
Catalan	('l',)	Galician	-	2.124
Catalan	('m',)	Galician	m	0.577
Catalan	('m',)	Galician	n	5.331
Catalan	('n',)	Galician	n	0.773
Catalan	('n',)	Galician	-	2.937
Catalan	('o',)	Galician	o	3.46
Catalan	('p',)	Galician	p	0.804
Catalan	('p',)	Galician	ʧ	3.149
Catalan	('r',)	Galician	ɾ	1.069
Catalan	('r',)	Galician	r	2.499
Catalan	('s',)	Galician	s	0.638
Catalan	('s',)	Galician	θ	2.976
Catalan	('t',)	Galician	t	0.781
Catalan	('t',)	Galician	ð	3.043
Catalan	('u',)	Galician	o	1.395
Catalan	('u',)	Galician	-	3.793
Catalan	('v',)	Galician	v	4.063
Catalan	('v',)	Galician	-	5.355
Catalan	('w',)	Galician	β	2.046
Catalan	('w',)	Galician	θ	2.536
Catalan	('z',)	Galician	s	2.105
Catalan	('ð',)	Galician	ð	1.036
Catalan	('ŋ',)	Galician	ŋ	1.986
Catalan	('ŋ',)	Galician	ɲ	3.347
Catalan	('ə',)	Galician	ɐ	1.111
Catalan	('ə',)	Galician	a	3.057
Catalan	('ɡ',)	Galician	ɡ	1.538
Catalan	('ɡ',)	Galician	ɣ	3.813
Catalan	('ɣ',)	Galician	ɣ	1.377
Catalan	('ɣ',)	Galician	ɾ	4.328
Catalan	('ɲ',)	Galician	ɲ	1.834
Catalan	('ɲ',)	Galician	n	2.68
Catalan	('ɾ',)	Galician	ɾ	0.63
Catalan	('ɾ',)	Galician	r	4.579
Catalan	('ʃ',)	Galician	ʃ	2.472
Catalan	('ʃ',)	Galician	θ	3.276
Catalan	('ʎ',)	Galician	l	0.927
Catalan	('ʎ',)	Galician	ʎ	2.14
Catalan	('ʒ',)	Galician	ʃ	1.433
Catalan	('ʒ',)	Galician	-	3.13
Catalan	('ʣ',)	Galician	θ	3.46
Catalan	('ʤ',)	Galician	ɣ	3.4
Catalan	('ʤ',)	Galician	θ	3.917
Catalan	('ʧ',)	Galician	j	3.178
Catalan	('ʧ',)	Galician	ʃ	4.045
Catalan	('ˈa',)	Galician	ˈa	0.635
Catalan	('ˈa',)	Galician	ˈɑ	2.927
Catalan	('ˈe',)	Galician	ˈe	1.344
Catalan	('ˈe',)	Galician	ˈɛ	1.949
Catalan	('ˈi',)	Galician	ˈi	1.042
Catalan	('ˈi',)	Galician	ˈe	2.313
Catalan	('ˈo',)	Galician	ˈo	0.865
Catalan	('ˈo',)	Galician	ˈɔ	4.418
Catalan	('ˈu',)	Galician	ˈu	0.975
Catalan	('ˈu',)	Galician	ˈo	2.749
Catalan	('ˈɔ',)	Galician	ˈɔ	1.291
Catalan	('ˈɔ',)	Galician	ˈo	1.776
Catalan	('ˈɛ',)	Galician	ˈe	1.172
Catalan	('ˈɛ',)	Galician	ˈɛ	2.634
Catalan	('β',)	Galician	β	0.972
Catalan	('β',)	Galician	p	4.654
Catalan	('-',)	Italian	ʣ	4.73
Catalan	('-',)	Italian	-	4.73
Catalan	('b',)	Italian	v	1.268
Catalan	('b',)	Italian	b	1.811
Catalan	('d',)	Italian	d	0.852
Catalan	('d',)	Italian	e	4.129
Catalan	('f',)	Italian	f	0.584
Catalan	('i',)	Italian	i	2.178
Catalan	('i',)	Italian	j	2.985
Catalan	('j',)	Italian	e	2.951
Catalan	('j',)	Italian	t	3.556
Catalan	('k',)	Italian	k	0.383
Catalan	('k',)	Italian	ɡ	4.465
Catalan	('l',)	Italian	l	0.921
Catalan	('l',)	Italian	j	2.139
Catalan	('m',)	Italian	m	0.53
Catalan	('m',)	Italian	ʧ	4.242
Catalan	('n',)	Italian	n	0.265
Catalan	('o',)	Italian	n	3.597
Catalan	('o',)	Italian	ʣ	5.148
Catalan	('p',)	Italian	p	0.354
Catalan	('r',)	Italian	r	0.502
Catalan	('s',)	Italian	s	0.874
Catalan	('s',)	Italian	ʧ	2.951
Catalan	('t',)	Italian	t	0.601
Catalan	('t',)	Italian	-	3.806
Catalan	('u',)	Italian	o	1.153
Catalan	('u',)	Italian	e	3.835
Catalan	('v',)	Italian	v	3.03
Catalan	('w',)	Italian	e	1.869
Catalan	('w',)	Italian	o	2.56
Catalan	('z',)	Italian	-	2.847
Catalan	('z',)	Italian	z	3.542
Catalan	('ð',)	Italian	t	0.962
Catalan	('ŋ',)	Italian	ŋ	1.61
Catalan	('ŋ',)	Italian	s	3.435
Catalan	('ə',)	Italian	a	0.777
Catalan	('ə',)	Italian	e	2.763
Catalan	('ɡ',)	Italian	ɡ	1.159
Catalan	('ɡ',)	Italian	s	3.676
Catalan	('ɣ',)	Italian	ɡ	2.332
Catalan	('ɣ',)	Italian	k	2.425
Catalan	('ɲ',)	Italian	ɲ	1.428
Catalan	('ɲ',)	Italian	n	2.671
Catalan	('ɾ',)	Italian	r	0.451
Catalan	('ɾ',)	Italian	-	3.685
Catalan	('ʃ',)	Italian	ʃ	1.727
Catalan	('ʃ',)	Italian	s	4.304
Catalan	('ʎ',)	Italian	l	0.774
Catalan	('ʎ',)	Italian	k	3.577
Catalan	('ʒ',)	Italian	ʤ	0.886
Catalan	('ʒ',)	Italian	j	3.605
Catalan	('ʣ',)	Italian	d	3.219
Catalan	('ʤ',)	Italian	ɡ	3.314
Catalan	('ʤ',)	Italian	d	3.831
Catalan	('ʧ',)	Italian	b	3.441
Catalan	('ʧ',)	Italian	ʧ	3.958
Catalan	('ˈa',)	Italian	ˈa	0.292
Catalan	('ˈa',)	Italian	-	5.009
Catalan	('ˈe',)	Italian	ˈɛ	1.279
Catalan	('ˈe',)	Italian	ˈe	2.026
Catalan	('ˈi',)	Italian	ˈi	0.766
Catalan	('ˈi',)	Italian	ˈɛ	3.373
Catalan	('ˈo',)	Italian	ˈo	0.974
Catalan	('ˈo',)	Italian	ˈu	3.603
Catalan	('ˈu',)	Italian	ˈu	0.96
Catalan	('ˈu',)	Italian	ˈɔ	2.494
Catalan	('ˈɔ',)	Italian	ˈɔ	0.802
Catalan	('ˈɔ',)	Italian	ˈo	2.285
Catalan	('ˈɛ',)	Italian	ˈe	1.178
Catalan	('ˈɛ',)	Italian	ˈɛ	2.073
Catalan	('β',)	Italian	p	2.028
Catalan	('β',)	Italian	v	2.032
Catalan	('-',)	Latin	ʊ̃	5.17
Catalan	('-',)	Latin	ɛ	5.17
Catalan	('b',)	Latin	w	1.409
Catalan	('b',)	Latin	b	2.154
Catalan	('d',)	Latin	d	1.053
Catalan	('d',)	Latin	ɛ	3.983
Catalan	('f',)	Latin	f	0.764
Catalan	('i',)	Latin	iː	3.212
Catalan	('i',)	Latin	i	3.758
Catalan	('j',)	Latin	k	3.399
Catalan	('j',)	Latin	-	4.528
Catalan	('k',)	Latin	k	0.533
Catalan	('k',)	Latin	kʷ	4.138
Catalan	('l',)	Latin	ɫ	0.957
Catalan	('l',)	Latin	lʲ	3.696
Catalan	('m',)	Latin	m	0.679
Catalan	('m',)	Latin	n	4.81
Catalan	('n',)	Latin	n	0.486
Catalan	('n',)	Latin	ŋ	4.516
Catalan	('o',)	Latin	oː	4.387
Catalan	('o',)	Latin	ʊ̃	5.68
Catalan	('p',)	Latin	p	0.504
Catalan	('r',)	Latin	r	0.72
Catalan	('r',)	Latin	n	5.431
Catalan	('s',)	Latin	s	0.672
Catalan	('s',)	Latin	k	3.228
Catalan	('t',)	Latin	t	0.663
Catalan	('t',)	Latin	d	4.158
Catalan	('u',)	Latin	ɔ	2.144
Catalan	('u',)	Latin	ɪ	3.83
Catalan	('v',)	Latin	w	4.857
Catalan	('v',)	Latin	ʊ̃	5.374
Catalan	('w',)	Latin	ɛ̃ː	2.522
Catalan	('w',)	Latin	-	3.399
Catalan	('z',)	Latin	-	3.496
Catalan	('z',)	Latin	s	3.759
Catalan	('ð',)	Latin	t	1.309
Catalan	('ŋ',)	Latin	ŋ	2.062
Catalan	('ŋ',)	Latin	i	4.159
Catalan	('ə',)	Latin	ãː	1.312
Catalan	('ə',)	Latin	a	3.214
Catalan	('ɡ',)	Latin	ɡ	2.005
Catalan	('ɡ',)	Latin	k	3.41
Catalan	('ɣ',)	Latin	k	1.849
Catalan	('ɣ',)	Latin	kʷ	4.013
Catalan	('ɲ',)	Latin	n	1.71
Catalan	('ɲ',)	Latin	ŋ	3.606
Catalan	('ɾ',)	Latin	r	0.679
Catalan	('ɾ',)	Latin	-	3.71
Catalan	('ʃ',)	Latin	s	2.136
Catalan	('ʎ',)	Latin	lʲ	1.942
Catalan	('ʎ',)	Latin	ɫ	2.341
Catalan	('ʒ',)	Latin	ɡ	2.175
Catalan	('ʒ',)	Latin	j	3.132
Catalan	('ʣ',)	Latin	d	4.231
Catalan	('ʣ',)	Latin	ʊ̃	5.782
Catalan	('ʤ',)	Latin	d	3.524
Catalan	('ʤ',)	Latin	t	3.961
Catalan	('ʧ',)	Latin	d	2.973
Catalan	('ʧ',)	Latin	b	3.922
Catalan	('ˈa',)	Latin	ˈa	1.249
Catalan	('ˈa',)	Latin	ˈaː	1.613
Catalan	('ˈe',)	Latin	ˈɛ	1.418
Catalan	('ˈe',)	Latin	ˈɪ	3.1
Catalan	('ˈi',)	Latin	ˈiː	1.313
Catalan	('ˈi',)	Latin	ˈɛ	3.181
Catalan	('ˈo',)	Latin	ˈʊ	1.914
Catalan	('ˈo',)	Latin	ˈoː	2.507
Catalan	('ˈu',)	Latin	ˈuː	1.398
Catalan	('ˈu',)	Latin	ˈɔ	2.839
Catalan	('ˈɔ',)	Latin	ˈɔ	1.197
Catalan	('ˈɔ',)	Latin	ˈoː	3.595
Catalan	('ˈɛ',)	Latin	ˈɪ	2.051
Catalan	('ˈɛ',)	Latin	ˈɛ	2.659
Catalan	('β',)	Latin	p	1.908
Catalan	('β',)	Latin	b	2.457
Catalan	('-',)	Ligurian	ʒ	5.086
Catalan	('-',)	Ligurian	-	5.086
Catalan	('b',)	Ligurian	v	1.272
Catalan	('b',)	Ligurian	b	2.274
Catalan	('d',)	Ligurian	d	0.988
Catalan	('d',)	Ligurian	-	3.339
Catalan	('f',)	Ligurian	f	0.919
Catalan	('f',)	Ligurian	ʃ	4.846
Catalan	('i',)	Ligurian	i	2.093
Catalan	('i',)	Ligurian	j	2.817
Catalan	('j',)	Ligurian	-	3.125
Catalan	('j',)	Ligurian	ˈɛ	3.558
Catalan	('k',)	Ligurian	k	0.649
Catalan	('k',)	Ligurian	ɡ	2.938
Catalan	('l',)	Ligurian	-	1.261
Catalan	('l',)	Ligurian	l	2.936
Catalan	('m',)	Ligurian	m	0.721
Catalan	('m',)	Ligurian	ʒ	4.895
Catalan	('n',)	Ligurian	n	1.262
Catalan	('n',)	Ligurian	ŋ	1.447
Catalan	('o',)	Ligurian	u	3.726
Catalan	('o',)	Ligurian	ʒ	5.535
Catalan	('p',)	Ligurian	p	0.664
Catalan	('p',)	Ligurian	ʧ	3.403
Catalan	('r',)	Ligurian	r	0.837
Catalan	('r',)	Ligurian	u	4.27
Catalan	('s',)	Ligurian	s	0.726
Catalan	('s',)	Ligurian	-	3.35
Catalan	('t',)	Ligurian	t	0.713
Catalan	('t',)	Ligurian	-	4.365
Catalan	('u',)	Ligurian	w	2.411
Catalan	('u',)	Ligurian	u	2.414
Catalan	('v',)	Ligurian	n	3.532
Catalan	('w',)	Ligurian	e	2.31
Catalan	('w',)	Ligurian	w	2.785
Catalan	('z',)	Ligurian	j	2.801
Catalan	('z',)	Ligurian	-	3.063
Catalan	('ð',)	Ligurian	t	2.409
Catalan	('ð',)	Ligurian	-	2.605
Catalan	('ŋ',)	Ligurian	ŋ	1.752
Catalan	('ŋ',)	Ligurian	ʃ	3.983
Catalan	('ə',)	Ligurian	a	0.928
Catalan	('ə',)	Ligurian	e	2.773
Catalan	('ɡ',)	Ligurian	ɡ	1.545
Catalan	('ɡ',)	Ligurian	ʤ	3.86
Catalan	('ɣ',)	Ligurian	ɡ	1.608
Catalan	('ɣ',)	Ligurian	-	4.534
Catalan	('ɲ',)	Ligurian	ɲ	1.975
Catalan	('ɲ',)	Ligurian	n	3.347
Catalan	('ɾ',)	Ligurian	r	1.466
Catalan	('ɾ',)	Ligurian	-	2.687
Catalan	('ʃ',)	Ligurian	ʃ	2.099
Catalan	('ʃ',)	Ligurian	s	4.488
Catalan	('ʎ',)	Ligurian	l	0.913
Catalan	('ʎ',)	Ligurian	ʤ	2.478
Catalan	('ʒ',)	Ligurian	z	1.769
Catalan	('ʒ',)	Ligurian	ʤ	2.454
Catalan	('ʣ',)	Ligurian	z	3.92
Catalan	('ʣ',)	Ligurian	ʒ	5.471
Catalan	('ʤ',)	Ligurian	ɡ	3.585
Catalan	('ʤ',)	Ligurian	ʤ	3.848
Catalan	('ʧ',)	Ligurian	s	2.898
Catalan	('ʧ',)	Ligurian	z	3.16
Catalan	('ˈa',)	Ligurian	ˈa	1.302
Catalan	('ˈa',)	Ligurian	ˈaː	1.623
Catalan	('ˈe',)	Ligurian	ˈe	1.507
Catalan	('ˈe',)	Ligurian	-	3.34
Catalan	('ˈi',)	Ligurian	ˈi	1.582
Catalan	('ˈi',)	Ligurian	ˈiː	2.259
Catalan	('ˈo',)	Ligurian	ˈu	2.198
Catalan	('ˈo',)	Ligurian	ˈuː	2.754
Catalan	('ˈu',)	Ligurian	ˈy	2.5
Catalan	('ˈu',)	Ligurian	ˈø	2.699
Catalan	('ˈɔ',)	Ligurian	ˈɔː	2.142
Catalan	('ˈɔ',)	Ligurian	ˈu	2.508
Catalan	('ˈɛ',)	Ligurian	ˈe	1.5
Catalan	('ˈɛ',)	Ligurian	ˈeː	2.738
Catalan	('β',)	Ligurian	v	1.426
Catalan	('β',)	Ligurian	-	3.105
Catalan	('-',)	Logudorese	ʣ	4.627
Catalan	('-',)	Logudorese	-	4.627
Catalan	('b',)	Logudorese	b	0.613
Catalan	('b',)	Logudorese	-	4.802
Catalan	('d',)	Logudorese	d	1.104
Catalan	('d',)	Logudorese	-	4.571
Catalan	('f',)	Logudorese	f	0.588
Catalan	('i',)	Logudorese	e	3.078
Catalan	('i',)	Logudorese	j	3.082
Catalan	('j',)	Logudorese	-	2.233
Catalan	('j',)	Logudorese	j	3.963
Catalan	('k',)	Logudorese	k	0.823
Catalan	('k',)	Logudorese	ɣ	3.044
Catalan	('l',)	Logudorese	l	1.431
Catalan	('l',)	Logudorese	r	2.114
Catalan	('m',)	Logudorese	m	0.726
Catalan	('m',)	Logudorese	-	5.152
Catalan	('n',)	Logudorese	n	0.425
Catalan	('n',)	Logudorese	u	4.664
Catalan	('p',)	Logudorese	p	0.534
Catalan	('p',)	Logudorese	k	4.531
Catalan	('r',)	Logudorese	r	0.62
Catalan	('s',)	Logudorese	s	0.964
Catalan	('s',)	Logudorese	z	2.899
Catalan	('t',)	Logudorese	t	0.776
Catalan	('t',)	Logudorese	ð	3.797
Catalan	('u',)	Logudorese	o	2.218
Catalan	('u',)	Logudorese	ˈo	3.11
Catalan	('v',)	Logudorese	ʣ	4.627
Catalan	('v',)	Logudorese	-	4.627
Catalan	('w',)	Logudorese	e	1.236
Catalan	('w',)	Logudorese	-	3.033
Catalan	('z',)	Logudorese	z	3.429
Catalan	('z',)	Logudorese	-	3.687
Catalan	('ð',)	Logudorese	ð	1.32
Catalan	('ð',)	Logudorese	t	4.063
Catalan	('ŋ',)	Logudorese	m	1.951
Catalan	('ŋ',)	Logudorese	v	3.29
Catalan	('ə',)	Logudorese	a	0.857
Catalan	('ə',)	Logudorese	e	2.904
Catalan	('ɡ',)	Logudorese	ɡ	2.142
Catalan	('ɡ',)	Logudorese	b	3.637
Catalan	('ɣ',)	Logudorese	ɣ	2.86
Catalan	('ɣ',)	Logudorese	ɡ	3.977
Catalan	('ɲ',)	Logudorese	n	2.281
Catalan	('ɲ',)	Logudorese	ŋ	3.175
Catalan	('ɾ',)	Logudorese	r	0.588
Catalan	('ɾ',)	Logudorese	-	4.046
Catalan	('ʃ',)	Logudorese	s	1.675
Catalan	('ʎ',)	Logudorese	l	1.381
Catalan	('ʎ',)	Logudorese	ɖ	2.842
Catalan	('ʒ',)	Logudorese	ɡ	2.241
Catalan	('ʒ',)	Logudorese	j	2.778
Catalan	('ʣ',)	Logudorese	ɣ	3.251
Catalan	('ʤ',)	Logudorese	ɣ	3.222
Catalan	('ʤ',)	Logudorese	ð	3.572
Catalan	('ʧ',)	Logudorese	z	3.515
Catalan	('ʧ',)	Logudorese	j	3.515
Catalan	('ˈa',)	Logudorese	ˈa	0.387
Catalan	('ˈa',)	Logudorese	-	4.187
Catalan	('ˈe',)	Logudorese	ˈe	1.173
