Phone1	Phone2	Surprisal
a	ə	0.595
a	-	1.565
b̥	b	0.429
b̥	b̥	1.96
b̥͡v̥	b	0.0
d̥	d	0.933
d̥	d̥	1.208
d̥	t	4.524
eː	eː	0.0
f	f	0.0
h	h	0.0
i	ɪ	0.0
j	j	0.0
kʰ	k	0.0
l	l	0.0
l_d̥	l_d̥	0.0
l_n	l	0.0
m	m	0.0
n	n	0.524
n	ə	2.511
n	-	2.954
n_d̥	n	0.0
n_ɐ	n_ɑ	0.0
r	ɾ	0.0
s	s	0.0
s_d̥	ʃ_d̥	0.0
v	ʋ	0.0
v̥	f	0.0
x	x	0.0
z̥	s	0.0
z̥_n	s_ə	0.0
ç	ç	0.218
ç	ɡ̊	2.834
ŋ	ŋ	0.85
ŋ	j	2.675
ŋ	ç_ə	3.104
ŋ	ə	3.104
ŋ	ɣ	4.163
ɐ	ɑ	0.448
ɐ	ɾ_ə	3.542
ɐ	ɾ	3.586
ɐ	ɾ_ɪ	4.234
ɐ	-	4.483
ə	ə	0.0
ɡ̊	k	1.186
ɡ̊	ɡ	1.425
ɡ̊	ɡ̊	3.197
ɡ̊	ɡ_ˈeː	3.662
ɡ̊_n	ɡ̊	0.0
ɣ	ɣ	0.0
ɣ̊	ɡ̊	0.866
ɣ̊	-	1.147
ɾ	d	0.0
ʃ	ʃ	0.0
ʦ	ʦ	0.092
ʦ	-	4.024
ˈa	ˈaː	0.0
ˈaɪ̯	ˈaɪ̯	0.0
ˈaʊ̯	ˈaʊ̯	0.0
ˈaː	ˈeː	0.855
ˈaː	ˈɔː	1.69
ˈaː	-	2.866
ˈeː	ˈeː	0.789
ˈeː	ˈɛ	1.247
ˈiː	ˈiː	0.907
ˈiː	ˈeː	2.007
ˈiː	ˈɪ	2.199
ˈoː	ˈɔː	0.652
ˈoː	ˈoː	1.459
ˈuː	ˈuː	0.872
ˈuː	ˈoː	1.45
ˈuː	ˈɔ	3.51
ˈɒ	ˈa	0.0
ˈɒː	ˈa	0.0
ˈɔ	ˈɔ	0.677
ˈɔ	-	2.417
ˈɔ	ˈa	2.417
ˈɔ_ɐ	ˈaː	0.0
ˈɘ	-	1.0
ˈɘ	ˈɛː	1.0
ˈɛ	ˈɛ	0.383
ˈɛ	ˈɛː	2.1
ˈɛː	ˈɛː	0.338
ˈɛː	ˈɔɪ̯	2.261
ˈɪ	ˈɪ	0.0
ˈʊ	ˈʊ	0.081
ˈʊ	ˈaː	4.203
β	-	0.863
β	ʋ	1.151
