Phone1	Phone2	Surprisal
b	b	0.0
d	d	0.979
d	tʰ	1.022
d_ə	t	0.0
d̥	d̥	0.915
d̥	t	1.58
d̥	t_n	3.616
d̥	d_n	4.219
i	eː	0.0
j	j	0.0
k	kʰ	1.065
k	ç	1.861
k	x	2.88
k	k	3.172
m	m	0.0
n	n	0.05
n	ɡ_n	4.878
p	f	1.163
p	p͡f	1.382
p	f_n	2.558
r	ɐ	0.69
r	ʁ	1.683
r	ʁ_ˈaɪ̯	4.699
r	d_ɐ	5.038
r_d̥	ɐ_t	0.0
s	z	1.198
s	ʃ	1.732
s	z̥	2.995
s	s_t	4.15
s	s	4.233
s	k_s	5.15
s_k	ʃ	0.0
s_t	ʃ_t	0.0
t	ʦ	1.133
t	s	1.155
t	t	3.394
v	v	0.117
v	-	3.679
v̥	f	0.269
v̥	b̥	3.13
v̥	b	4.167
w	ˈeː	0.0
ŋ	ŋ	0.455
ŋ	n	2.616
ŋ	ç	3.217
ə	ə	1.31
ə	-	2.131
ə	ɪ	2.233
ə	ɐ	2.684
ə_r	ɐ	0.0
ɦ	h	0.0
ɫ	l	0.0
ˈa	ˈa	0.365
ˈa	ˈaː	2.764
ˈa	ˈɛ	3.709
ˈi	ˈiː	0.725
ˈi	-	2.319
ˈi	ˈeː	2.363
ˈoː	ˈoː_t	0.0
ˈu	ˈuː	0.539
ˈu	ˈyː	1.682
ˈu_j	ˈuː	0.0
ˈyː	ˈɔʏ̯	0.0
ˈæ	ˈɪ	0.793
ˈæ	ˈɛ	1.241
ˈæː	-	1.0
ˈæː	ˈɛ	1.0
ˈœ	ˈʏ	0.577
ˈœ	-	1.601
ˈœu̯	ˈa_l	0.737
ˈœu̯	ˈaʊ̯	1.322
ˈœɪ̯	ˈaʊ̯	0.417
ˈœɪ̯	ˈɔʏ̯	1.995
ˈɑː	ˈaː	1.195
ˈɑː	ˈa	2.11
ˈɑː	-	2.98
ˈɑː	ˈɛː	3.248
ˈɑː	ˈeː	3.329
ˈɑː_n	a	0.0
ˈɔ	ˈʊ	0.736
ˈɔ	ˈɔ	1.677
ˈɔ	-	3.526
ˈɔː	-	0.0
ˈə	ˈɪ	0.246
ˈə	-	3.245
ˈə	ˈaɪ̯	4.28
ˈəɪ̯	ˈaɪ̯	0.169
ˈəɪ̯	-	3.175
ˈɛ	ˈɛ	0.781
ˈɛ	-	1.258
ˈɪø̯	ˈoː	0.625
ˈɪø̯	-	1.508
ˈɪə̯	ˈaɪ̯	1.235
ˈɪə̯	ˈeː	1.899
ˈɪə̯	ˈɛ	2.349
ˈɪə̯	-	3.176
ˈʊə̯	ˈoː	1.786
ˈʊə̯	ˈɔ	2.233
ˈʊə̯	ˈaʊ̯	2.239
ˈʊə̯	ˈøː	2.374
ˈʊə̯	-	3.433
ˈʊə̯_r	ˈɔ	0.0
χ	ɡ	0.993
χ	ɡ̊	2.61
χ	k_ə	3.35
χ	x_t	3.935
χ	k	4.344
χ	x	4.344
χ	ç_t	4.538
χ	ç	5.123
χ_r	ɡ_ʁ	0.0
χ_t	x_t	0.0
