Phone1	Phone2	Surprisal
a	-	0.0
b	b	0.0
d	d	0.0
e	ɛ̃ː	0.0
e̯ˈa	ˈɪ	0.585
e̯ˈa	-	1.585
f	f	0.0
i	ɛ̃ː	0.913
i	ɛ	2.361
i	ɪ	2.729
i	eː	3.796
i	-	4.665
i	ɛ̃	6.353
i_r	ɛ_r	0.0
j	-	1.118
j	w	1.533
j	ĩː	2.369
j_n	n	0.0
k	k	0.735
k	kː	1.962
k	-	2.813
kʲ	p	0.0
l	ɫ	0.745
l	lʲː	1.309
m	m	0.0
n	n	0.311
n	ŋ	3.16
n	nː	3.604
o̯ˈa	ˈoː	0.881
o̯ˈa	ˈɔ	1.129
p	p	0.348
p	kʷ	2.223
p_t	k_t	0.0
r	r	0.265
r	ɫ	3.32
r	b	4.647
r	rː	5.175
r_n	r_n	0.0
r_ə	r_ãː	0.0
s	s	0.09
s	sː	4.044
t	t	0.069
t	tʰ	4.424
u	ɫ_ʊ̃ː	2.061
u	ɔ	2.3
u	oː	2.643
u	ʊ	2.667
u	i_ʊ̃ː	3.061
u	ʊ̃ː	3.061
v	w	0.0
w	w	0.826
w	-	1.198
z	d	0.709
z	ɡ	1.365
ŋ	ŋ	0.0
ə	ãː	0.677
ə	a	2.616
ə	-	3.165
ə	ɛ̃ː	3.32
ɡ	ɡ	0.0
ɲ	-	0.0
ʃ	s	0.621
ʃ	s_i	1.515
ʎ	ɫ	1.504
ʎ	ʊ	2.348
ʎ	lʲ	2.504
ʎ	lʲ_i	2.504
ʎ	ʊ_ɫ	3.348
ʒ	j	0.0
ʤ	ɡ	0.0
ʦ	k	0.542
ʦ	t	2.249
ʦ	kʷ	3.28
ʧ	k	0.0
ˈa	ˈa	1.001
ˈa	ˈɛ	1.385
ˈa	ˈaː	3.089
ˈe	ˈɪ	1.542
ˈe	ˈɛ	1.657
ˈe	-	2.096
ˈe	ˈae̯	3.243
ˈi	ˈiː	1.047
ˈi	ˈɛ	1.195
ˈi	-	3.657
ˈo	ˈɔ	0.696
ˈo	-	2.832
ˈo	ˈu	3.033
ˈo	ˈɛ	3.056
ˈu	ˈʊ	1.064
ˈu	ˈuː	2.236
ˈu	ˈɔ	2.47
ˈu	ˈu	2.956
ˈɔ	ˈa	1.0
ˈɔ	ˈaː	1.0
ˈɛ	-	0.0
