Phone1	PhonEnv	Phone2	Surprisal
a	#|S|	æɛ̯	1.986
a	#|S|	a	2.585
a	#|S|	j	4.459
a	#|S|	-	5.044
a	#|S|	œ	5.044
a	#|S|	ɛ	5.044
a	#|S|>	æɛ̯	1.874
a	#|S|>	a	3.0
a	#|S|>	j	4.874
a	#|S|>_N	a	3.322
a	#|S|N	a	3.0
a	#|S|N	j	4.874
a	<|S|	a	1.926
a	<|S|	j	3.8
a	<|S|	-	4.385
a	<|S|	œ	4.385
a	<|S|	ɛ	4.385
a	<|S|	æɛ̯	4.678
a	<|S|#	a	2.867
a	<|S|#	j	3.829
a	<|S|#	ɛ	4.414
a	<|S|#	æɛ̯	4.844
a	<|S|>	a	0.598
a	<|S|>	-	2.945
a	<|S|>	œ	2.945
a	<|S|>	j	4.874
a	<|S|>_N	a	1.0
a	<|S|>_N	-	1.258
a	<|S|>_R	a	0.152
a	<|S|N	a	1.0
a	<|S|N	-	1.33
a	<|S|N	j	4.874
a	<|S|R	a	0.193
a	<|S|R	j	4.874
a	F_<|S|	æɛ̯	2.25
a	F_<|S|	ɛ	2.25
a	F_<|S|	a	3.0
a	F_<|S|	j	4.874
a	F_<|S|#	æɛ̯	2.196
a	F_<|S|#	ɛ	2.196
a	F_<|S|#	a	3.322
a	F|S|	æɛ̯	2.344
a	F|S|	ɛ	2.344
a	F|S|	a	2.585
a	F|S|	j	4.459
a	F|S|	-	5.044
a	F|S|	œ	5.044
a	F|S|#	æɛ̯	2.25
a	F|S|#	ɛ	2.25
a	F|S|#	a	3.0
a	F|S|#	j	4.874
a	|S|#	a	2.495
a	|S|#	j	3.686
a	|S|#	ɛ	4.271
a	|S|#	æɛ̯	4.606
a	|S|#	-	5.044
a	|S|#	œ	5.044
a	|S|>	a	0.84
a	|S|>	-	3.201
a	|S|>	œ	3.201
a	|S|>	æɛ̯	3.846
a	|S|>	j	4.459
a	|S|>	ɛ	5.044
a	|S|>_N	a	1.678
a	|S|>_N	-	2.25
a	|S|>_N	j	4.874
a	|S|>_R	a	0.193
a	|S|>_R	j	4.874
a	|S|N	a	1.585
a	|S|N	-	2.344
a	|S|N	j	4.459
a	|S|N	æɛ̯	5.044
a	|S|N	œ	5.044
a	|S|N	ɛ	5.044
a	|S|R	a	0.263
a	|S|R	j	4.459
a	|S|R	-	5.044
a	|S|R	æɛ̯	5.044
a	|S|R	œ	5.044
a	|S|R	ɛ	5.044
a_d	<|S|	æɛ̯	0.0
