Phone1	PhonEnv	Phone2	Surprisal
a	<|S|	ə	0.0
a	<|S|>	ə	0.0
a	|S|>	ə	0.0
b	#|S|	b	0.041
b	#|S|<	b	0.03
b	#|S|<_F	b	0.024
b	#|S|<_R	b	0.024
b	#|S|F	b	0.03
b	#|S|R	b	0.03
b	>|S|	-	1.082
b	>|S|	b	1.71
b	>|S|<	-	0.941
b	>|S|<	b	2.126
b	>|S|<_N	-	0.292
b	>|S|<_N	b	2.447
b	>|S|N	-	0.376
b	>|S|N	b	2.126
b	F_>|S|	-	1.337
b	F_>|S|	b	2.126
b	F_>|S|<	-	1.263
b	F_>|S|<	b	2.447
b	F_>|S|<_N	-	0.239
b	F_>|S|<_N	b	2.71
b	F_>|S|N	-	0.292
b	F_>|S|N	b	2.447
b	F|S|	-	1.469
b	F|S|	b	1.71
b	F|S|<	-	1.337
b	F|S|<	b	2.126
b	F|S|<_N	-	0.292
b	F|S|<_N	b	2.447
b	F|S|N	-	0.376
b	F|S|N	b	2.126
b	|S|<	b	0.165
b	|S|<	-	3.624
b	|S|<_F	b	0.03
b	|S|<_N	-	0.376
b	|S|<_N	b	2.126
b	|S|<_R	b	0.03
b	|S|F	b	0.041
b	|S|N	-	0.526
b	|S|N	b	1.71
b	|S|R	b	0.041
b_n	>|S|	v_ə	0.0
b_n	>|S|#	v_ə	0.0
b_n	F_>|S|	v_ə	0.0
b_n	F_>|S|#	v_ə	0.0
b_n	F|S|	v_ə	0.0
b_n	F|S|#	v_ə	0.0
b_n	|S|#	v_ə	0.0
d	#|S|	d	1.655
d	#|S|	ʦ	1.977
d	#|S|<	d	1.869
d	#|S|<	ʦ	2.035
d	#|S|<_F	ʦ	1.585
d	#|S|<_F	d	2.907
d	#|S|<_R	d	1.322
d	#|S|<_R	ʦ	3.907
d	#|S|F	ʦ	1.585
d	#|S|F	d	2.585
d	#|S|R	d	1.263
d	#|S|R	ʦ	3.585
d	>|S|	d	0.17
d	>|S|	ʦ	3.17
d	>|S|<	d	0.126
d	>|S|<	ʦ	3.585
d	F_>|S|	d	0.126
d	F_>|S|	ʦ	3.585
d	F_>|S|<	d	0.1
d	F_>|S|<	ʦ	3.907
d	F|S|	d	0.17
d	F|S|	ʦ	3.17
d	F|S|<	d	0.126
d	F|S|<	ʦ	3.585
d	|S|<	d	1.17
d	|S|<	ʦ	2.17
d	|S|<_F	ʦ	1.585
d	|S|<_F	d	2.585
d	|S|<_R	d	1.263
d	|S|<_R	ʦ	3.585
d	|S|F	ʦ	1.585
d	|S|F	d	2.17
d	|S|R	d	1.17
d	|S|R	ʦ	3.17
d_n	>|S|	n_ə	0.0
d_n	>|S|#	n_ə	0.0
d_n	|S|#	n_ə	0.0
d_ɐ	>|S|	r	0.0
d_ɐ	>|S|#	r	0.0
d_ɐ	F_>|S|	r	0.0
d_ɐ	F_>|S|#	r	0.0
d_ɐ	F|S|	r	0.0
d_ɐ	F|S|#	r	0.0
d_ɐ	|S|#	r	0.0
d̥	>|S|	d̥	0.526
d̥	>|S|	-	2.111
d̥	>|S|#	d̥	0.541
d̥	>|S|#	-	2.126
d̥	F_>|S|	d̥	0.093
d̥	F_>|S|	-	4.0
d̥	F_>|S|#	d̥	0.074
d̥	F_>|S|#	-	4.322
d̥	F|S|	d̥	0.126
d̥	F|S|	-	3.585
d̥	F|S|#	d̥	0.093
d̥	F|S|#	-	4.0
d̥	|S|#	d̥	0.526
d̥	|S|#	-	2.111
eː	<|S|	j_ɪ	0.0
eː	<|S|>	j_ɪ	0.0
eː	<|S|>_N	j_ɪ	0.0
eː	<|S|N	j_ɪ	0.0
eː	|S|>	j_ɪ	0.0
eː	|S|>_N	j_ɪ	0.0
eː	|S|N	j_ɪ	0.0
f	#|S|	f	0.037
f	#|S|<	f	0.028
f	#|S|<_F	f	0.022
f	#|S|<_R	f	0.022
f	#|S|F	f	0.028
f	#|S|R	f	0.028
f	>|S|	f	1.221
f	>|S|	p	2.768
f	>|S|#	f	1.331
f	>|S|<	p	0.379
f	>|S|<	f	2.115
f	F_>|S|	p	1.893
f	F_>|S|	f	2.115
f	F_>|S|#	f	2.437
f	F_>|S|<	p	0.294
f	F_>|S|<	f	2.437
f	F|S|	f	1.7
f	F|S|	p	2.012
f	F|S|#	f	2.115
f	F|S|<	p	0.379
f	F|S|<	f	2.115
f	|S|#	f	1.133
f	|S|<	f	0.122
f	|S|<	p	3.622
f	|S|<_F	f	0.028
f	|S|<_R	f	0.028
f	|S|F	f	0.037
f	|S|R	f	0.037
f_n	>|S|	p_ə	0.0
f_n	>|S|#	p_ə	0.0
f_n	F_>|S|	p_ə	0.0
f_n	F_>|S|#	p_ə	0.0
f_n	F|S|	p_ə	0.0
f_n	F|S|#	p_ə	0.0
f_n	|S|#	p_ə	0.0
f_ˈɪ	#|S|	f_ˈɪ	0.0
f_ˈɪ	#|S|>	f_ˈɪ	0.0
f_ˈɪ	#|S|>_N	f_ˈɪ	0.0
f_ˈɪ	#|S|N	f_ˈɪ	0.0
f_ˈɪ	|S|>	f_ˈɪ	0.0
f_ˈɪ	|S|>_N	f_ˈɪ	0.0
f_ˈɪ	|S|N	f_ˈɪ	0.0
h	#|S|	h	0.0
h	#|S|<	h	0.0
h	#|S|<_F	h	0.0
h	#|S|F	h	0.0
h	|S|<	h	0.0
h	|S|<_F	h	0.0
h	|S|F	h	0.0
j	#|S|	j	0.0
j	#|S|<	j	0.0
j	#|S|<_F	j	0.0
j	#|S|F	j	0.0
j	|S|<	j	0.0
j	|S|<_F	j	0.0
j	|S|F	j	0.0
k	>|S|	k	0.705
k	>|S|	ɣ	2.29
k	>|S|#	k	0.093
k	>|S|#	ɣ	4.0
k	>|S|<	k	0.83
k	>|S|<	ɣ	2.0
k	>|S|<_N	k	0.074
k	>|S|<_N	ɣ	4.322
k	>|S|=	k	2.415
k	>|S|=	ɣ	4.0
k	>|S|N	k	0.093
k	>|S|N	ɣ	4.0
k	F_>|S|	k	1.316
k	F_>|S|	ɣ	1.853
k	F_>|S|#	k	0.074
k	F_>|S|#	ɣ	4.322
k	F_>|S|<	ɣ	1.434
k	F_>|S|<	k	1.69
k	F_>|S|<_N	k	0.061
k	F_>|S|<_N	ɣ	4.585
k	F_>|S|=	k	2.737
k	F_>|S|=	ɣ	4.322
k	F_>|S|N	k	0.074
k	F_>|S|N	ɣ	4.322
k	F|S|	k	1.183
k	F|S|	ɣ	1.869
k	F|S|#	k	0.093
k	F|S|#	ɣ	4.0
k	F|S|<	ɣ	1.464
k	F|S|<	k	1.567
k	F|S|<_N	k	0.074
k	F|S|<_N	ɣ	4.322
k	F|S|=	k	2.415
k	F|S|=	ɣ	4.0
k	F|S|N	k	0.093
k	F|S|N	ɣ	4.0
k	|S|#	k	0.126
k	|S|#	ɣ	3.585
k	|S|<	k	0.778
k	|S|<	ɣ	2.0
k	|S|<_N	k	0.093
k	|S|<_N	ɣ	4.0
k	|S|=	k	2.0
k	|S|=	ɣ	3.585
k	|S|N	k	0.126
k	|S|N	ɣ	3.585
k_n	>|S|	χ	0.0
k_n	>|S|#	χ	0.0
k_n	F_>|S|	χ	0.0
k_n	F_>|S|#	χ	0.0
k_n	F|S|	χ	0.0
k_n	F|S|#	χ	0.0
k_n	|S|#	χ	0.0
kʰ	#|S|	ʦ	1.17
kʰ	#|S|<	ʦ	1.415
kʰ	#|S|<_F	ʦ	1.322
kʰ	#|S|<_N	ʦ	2.322
kʰ	#|S|F	ʦ	1.193
kʰ	#|S|N	ʦ	2.0
kʰ	|S|<	ʦ	1.17
kʰ	|S|<_F	ʦ	1.193
kʰ	|S|<_N	ʦ	2.0
kʰ	|S|F	ʦ	1.0
kʰ	|S|N	ʦ	1.585
l	#|S|	l	0.026
l	#|S|<	l	0.019
l	#|S|<_F	l	0.015
l	#|S|F	l	0.019
l	<|S|	l	0.363
l	<|S|#	l	2.078
l	<|S|<	l	0.019
l	<|S|<_F	l	0.015
l	<|S|F	l	0.019
l	>|S|	l	0.449
l	>|S|	-	3.774
l	>|S|#	l	2.078
l	>|S|<	l	0.019
l	>|S|<_F	l	0.015
l	>|S|>	l	0.276
l	>|S|>	-	3.055
l	>|S|>_N	l	0.015
l	>|S|F	l	0.019
l	>|S|N	l	0.019
l	F_>|S|	l	0.503
l	F_>|S|	-	4.058
l	F_>|S|#	l	2.4
l	F_>|S|<	l	0.015
l	F_>|S|<_F	l	0.013
l	F_>|S|>	l	0.27
l	F_>|S|>	-	3.466
l	F_>|S|>_N	l	0.013
l	F_>|S|F	l	0.015
l	F_>|S|N	l	0.015
l	F|S|	l	0.449
l	F|S|	-	4.078
l	F|S|#	l	2.078
l	F|S|<	l	0.019
l	F|S|<_F	l	0.015
l	F|S|>	l	0.257
l	F|S|>	-	3.504
l	F|S|>_N	l	0.015
l	F|S|F	l	0.019
l	F|S|N	l	0.019
l	|S|#	l	1.663
l	|S|<	l	0.026
l	|S|<_F	l	0.019
l	|S|>	l	0.252
l	|S|>	-	3.148
l	|S|>_N	l	0.019
l	|S|F	l	0.026
l	|S|N	l	0.026
m	#|S|	m	0.0
m	#|S|<	m	0.0
m	#|S|<_F	m	0.0
m	#|S|F	m	0.0
m	>|S|	m	0.0
m	>|S|#	m	0.0
m	>|S|<	m	0.0
m	F_>|S|	m	0.0
m	F_>|S|#	m	0.0
m	F_>|S|<	m	0.0
m	F|S|	m	0.0
m	F|S|#	m	0.0
m	F|S|<	m	0.0
m	|S|#	m	0.0
m	|S|<	m	0.0
m	|S|<_F	m	0.0
m	|S|F	m	0.0
n	#|S|	n	2.322
n	#|S|	ə	3.366
n	#|S|<	n	2.737
n	#|S|<	ə	3.781
n	#|S|<_F	n	3.059
n	#|S|<_F	ə	4.103
n	#|S|F	n	2.737
n	#|S|F	ə	3.781
n	<|S|	ə	0.7
n	<|S|	n	1.522
n	<|S|#	ə	0.468
n	<|S|#	n	2.0
n	<|S|<	n	0.152
n	<|S|<	ə	3.781
n	<|S|<_F	n	0.12
n	<|S|<_F	ə	4.103
n	<|S|>	ə	0.282
n	<|S|>	n	2.737
n	<|S|F	n	0.152
n	<|S|F	ə	3.781
n	>|S|	n	0.549
n	>|S|	ə	2.94
n	>|S|	-	3.459
n	>|S|	n_ə	4.459
n	>|S|#	n	0.415
n	>|S|#	ə	3.181
n	>|S|#	-	4.167
n	>|S|#	n_ə	4.424
n	>|S|<	n	0.621
n	>|S|<	ə	2.68
n	>|S|<	-	3.3
n	>|S|<_F	n	0.12
n	>|S|<_F	ə	4.103
n	>|S|>	n	0.673
n	>|S|>	-	2.694
n	>|S|>	n_ə	3.694
n	>|S|>	ə	3.781
n	>|S|F	n	0.152
n	>|S|F	ə	3.781
n	F_>|S|	n	0.524
n	F_>|S|	-	3.533
n	F_>|S|	ə	3.781
n	F_>|S|	n_ə	4.533
n	F_>|S|#	n	0.396
n	F_>|S|#	n_ə	3.518
n	F_>|S|#	ə	4.103
n	F_>|S|<	n	0.614
n	F_>|S|<	-	2.758
n	F_>|S|<	ə	4.103
n	F_>|S|<_F	n	0.1
n	F_>|S|<_F	ə	4.366
n	F_>|S|>	n	0.614
n	F_>|S|>	-	2.758
n	F_>|S|>	ə	4.103
n	F_>|S|F	n	0.12
n	F_>|S|F	ə	4.103
n	F|S|	n	0.546
n	F|S|	ə	3.366
n	F|S|	-	3.559
n	F|S|	n_ə	4.559
n	F|S|#	n	0.415
n	F|S|#	n_ə	3.572
n	F|S|#	ə	3.781
n	F|S|<	n	0.621
n	F|S|<	-	2.804
n	F|S|<	ə	3.781
n	F|S|<_F	n	0.12
n	F|S|<_F	ə	4.103
n	F|S|>	n	0.621
n	F|S|>	-	2.804
n	F|S|>	ə	3.781
n	F|S|F	n	0.152
n	F|S|F	ə	3.781
n	|S|#	n	0.881
n	|S|#	ə	1.459
n	|S|#	-	4.53
