Phone1	Phone2	Surprisal
a	a	1.482
a	-	2.015
a	oː	2.015
a	aː	2.765
a_r	r_aː	0.0
ai̯	eː_̀	0.0
au̯	-	1.0
au̯	u	1.0
aː	-	0.818
aː	aː	1.209
b	b	0.0
b̥	b̥	0.0
d	d	0.0
d_u	d̥	0.0
d̥	d̥	0.0
e	ə_ʦ	0.0
i	-	1.497
i	ə	2.204
i	ə_́	2.792
i	ɔː_́	3.512
i	eː	3.56
i	́_t	4.141
i	eː_́	4.183
iɛ̯	eː	0.941
iɛ̯	-	1.062
iː	iː	0.0
j	t_ə	0.0
k	k	0.875
k	-	1.136
k_t	ʧ	0.0
l	w	0.751
l	l	1.667
l	l_eː	3.461
l̩	l_ɔ	0.0
m	m	0.246
m	-	2.671
n	n	0.708
n	-	1.367
p	p	0.876
p	-	1.136
r	r	0.0
r̩	ə	0.0
s	s	1.488
s	oː_́	1.949
s	n	2.992
s	x	3.092
s	-	3.294
s	r	4.66
t	t	0.308
t	-	2.378
u	-	0.0
uɔ̯	-	0.871
uɔ̯	oː	1.142
uː	i_́	0.64
uː	iː	1.481
v	ʋ	0.0
w	-	0.0
z	z	0.0
z̥	z	0.0
æ	-	1.043
æ	eː	1.544
æ	ɔː	2.544
æː	eː	0.0
ɛ	a	1.898
ɛ	ɛ	2.256
ɛ	-	2.371
ɛ	ɛː_̀	2.371
ɛ	e	2.882
ɛː	eː_́	0.0
ɡ	ɡ	0.289
ɡ	-	2.462
ɡ̊	ɡ̊	0.0
ɲ	-	0.0
ʃ	-	0.0
ʎ	l	0.0
ʣ	ʒ	0.322
ʣ	ʒ̊	2.322
ʦ	-	0.783
ʦ	k_o	1.255
ʧ	ʃ	0.0
