Phone1	Phone2	Surprisal
a	a	0.0
b	b	0.0
b_ʊ	b̥	0.0
d	d	0.48
d	-	1.821
d_ʊ	d̥	0.0
i	i	0.511
i	iː	1.746
j	j	0.0
k	k	0.0
l	l	0.2
l	-	3.81
l	u	4.1
l_ɪ	uː	0.0
l_ʊ	uː	0.0
lʲ	l	0.0
m	m	0.0
m_ɪ	a_n	0.0
n	n	0.0
nʲ	ɲ	0.0
p	p	0.0
r	r	0.0
r_i	r_iː	0.0
r_ɪ	r̩	0.0
r_ʊ	a_r	0.0
rʲ	r	0.0
s	s	0.0
t	t	0.0
u	uː	0.642
u	u	1.477
v	ʋ	0.0
x	x	0.0
z	z	0.0
æ	i	1.118
æ	iː	1.181
æ	-	3.346
ɑ	a	0.549
ɑ	aː	1.66
ɔ	o	0.928
ɔ	oː	1.319
ɔ	-	3.767
ɔ̃	uː	0.0
ɛ	e	0.954
ɛ	eː	1.281
ɛ	i	3.789
ɛ_ˈ	e_̂	0.0
ɛ̃	eː	0.98
ɛ̃	e	1.02
ɡ	ɡ	0.0
ɡ_ʊ	ɡ̊	0.0
ɪ	-	0.528
ɪ	a	1.705
ɯ	iː	0.95
ɯ	i	1.371
ɯ	-	3.383
ʃ_t	c	0.0
ʊ	-	0.847
ʊ	a	1.171
ʒ	ʒ	0.212
ʒ	ʒ̊	2.869
ʦ	ʦ	0.0
ʧ	ʧ	0.0
ˈ	̂	0.283
ˈ	̌	3.073
ˈ	-	4.073
