Phone1	Phone2	PMI
ˈaɪ̯_n	ˈɪə̯_n	10.457
ˈɛ_n	ˈæ_n	10.432
x_t	x_t	9.488
ʃ_#>	s_#>	9.16
<#_n	<#_n	8.478
s_t	s_t	8.4
ɡ̊_#>	x_#>	8.279
ɡ̊	x_#>	8.279
ɐ_t	ɾ_d̥	8.264
ˈuː	ˈuː	7.563
z̥	z̥	7.563
<#_ʁ	<#_ɾ	7.298
ʦ	<#_t	7.279
l_ˈaʊ̯	ɫ_ˈʊə̯	6.859
ŋ	ŋ	6.813
ʃ	s_#>	6.642
ˈaː	<#_ˈɛː	6.612
l_f	ɫ_v̥	6.469
b̥	v̥	6.365
p͡f	p	6.297
ˈiː	ˈiː	6.248
ɪ	ɪ	6.088
b	b	6.074
ç_t	x_t	5.958
ˈɛ	ˈæ	5.935
ˈaɪ̯	ˈæi̯	5.931
ˈaʊ̯	<#_ˈyː	5.892
ˈʊ	ˈu	5.868
m	m	5.865
ˈoː	ˈøː	5.796
f_#>	p_#>	5.689
ˈʊ_ɐ	ˈʏ_ɾ	5.686
ˈɔ	ˈɔ	5.615
d̥	d̥	5.572
ˈɪ	ˈɪ	5.554
z	z	5.546
ʃ_#>	s	5.505
ˈɛ	ˈeː	5.434
x_ə	k_ə	5.427
ˈaɪ̯	ˈɪə̯	5.405
n	<#_n	5.373
d	d	5.346
ˈʊ	ˈɔ	5.331
ʁ	<#_ɾ	5.302
ˈaː	ˈɛː	5.296
f_n	p_ə	5.263
kʰ	<#_k	5.262
ɐ_ʦ	ɾ_t	5.234
ʃ	s	5.195
kʰ	k	5.186
tʰ	d	5.162
ˈaʊ̯	ˈyː	5.135
ˈa	ˈɑ	5.131
ˈoː	ˈʊə̯	5.087
k_ə	x_ə	4.965
f	v	4.959
ˈʊ	ˈʏ	4.879
ˈɪ	ˈi	4.732
l	ɫ	4.691
ˈyː	ˈuː	4.683
ˈɔʏ̯	ˈyː	4.668
ˈaʊ̯	ˈʊə̯	4.656
ˈʊ	<#_ˈɔ	4.649
ɡ_ʁ	x_ɾ	4.643
ˈɔʏ̯	ˈiː	4.624
ŋ_#>	ŋ	4.54
ˈɛ	ˈæ_n	4.515
ɡ̊_#>	x	4.487
