Phone1	Phone2	Surprisal
a	o	0.263
a	eː	2.585
b	b	0.0
bʲ	b	0.0
d	d	0.0
d̥	d	0.0
e	e	0.0
j	a	0.0
k	k	0.523
k	k_i	1.718
l	l	0.0
m	m	0.0
mʲ	m	0.0
n	n	0.522
n	n_a	1.72
p	p	0.0
pʲ	p	0.0
s	s	0.0
t	t	0.0
u	-	0.0
w	v	1.228
w	l	1.593
w	-	2.72
w	a	4.064
w	aːu̯	5.064
x	s	0.938
x	ɡ_i	1.065
z	z	0.0
z̥	-	0.0
ɔ	e	1.665
ɔ	s	1.736
ɔ	n_s	2.379
ɔ	o	2.379
ɛ	ai̯	0.0
ɥ_ˈe	v	0.0
ɦ	ɡ	0.0
ɪ	a_n	0.0
ʀ	r	0.0
ʀʲ	r	0.0
ʃ	k	0.0
ʒ	ɡ	0.0
ʒ̊	ɡ_i	0.0
ʥ	d	0.0
ʨ	t	0.704
ʨ	t_o	1.374
ˈa	-	0.577
ˈa	e	1.601
ˈe	j	0.0
ˈe_z	z	0.0
ˈi	-	0.585
ˈi	oːu̯	1.585
ˈo	a	0.0
ˈu	u	1.293
ˈu	ŋ	1.491
ˈu	-	2.082
ˈɔ	a	1.146
ˈɔ	i	1.298
ˈɔ	-	2.822
ˈɛ	e	0.0
ˈɛ_ɲ	aː	0.0
ˈɪ	-	1.41
ˈɪ	e	1.681
ˈɪ	uː	1.681
