Phone1	Phone2	Surprisal
a	ɔ	0.466
a	ɒ	2.688
a	ã	4.505
a	-	4.582
a	a	4.828
a_t	ɥ	0.0
b	v	1.023
b	b	1.874
b	vʲ	2.375
b	b_w	4.567
d	dʲ	0.0
e	ə	0.412
e	-	3.337
e	j	3.425
e	w	4.144
e_s	ɪ	0.0
f	f	0.316
f	fʲ	2.345
f_e	b	0.0
i	-	0.56
i	ĩ	1.635
j	-	1.104
j	ʤ	1.659
j	j	2.197
j_ˈe	ˈe	0.717
j_ˈe	ˈẽ	1.928
j_ˈe	ˈɪ̃	2.956
k	ʧ	0.575
k	k	1.605
k_u	k	0.0
k_w	k	0.0
l	l	0.558
l	w	2.183
l	-	3.315
l_m	m	0.0
m	m	0.167
m	mʲ	3.196
m_ˈo	l	0.0
n	n	0.603
n	ŋ	2.234
n	ŋ_d	3.468
n	ɲ	4.687
n_d	ŋ	0.0
n_t	ŋ	0.0
n_u	ŋ	0.0
o	-	1.126
o	u	1.132
o	ə	3.548
o_s	ˈa	0.0
p	p	0.113
p	pʲ	4.508
p	-	5.003
r	ʀ	0.0
s	-	0.214
s	s	2.857
s_ʎ	lː	0.0
s_ˈe	s_ˈɪ	0.0
t	t	0.286
t	ʧ	2.473
t_a	t_ɔ	0.0
u	ə	1.815
u	ɔ	2.078
u	-	2.699
u	j	2.859
u	k	3.162
u	u	3.728
w	w	0.556
w	-	2.644
w	ˈœ	2.644
w_a	ɔ	0.0
ð	d	0.289
ð	-	2.463
ŋ	ŋ	0.0
ɡ	ɡ	0.618
ɡ	k	1.521
ɣ	ɡ	0.28
ɣ	ɡʲ	2.502
ɣ_u	k	0.0
ɲ	-	0.0
ɲ_u	ɲ	0.0
ɾ	ʀ	0.686
ɾ	ˈe	3.571
ɾ	ʀ_ə	3.575
ɾ	ˈa	3.859
ɾ	l	4.074
ɾ	ˈi	4.16
ɾ	ʀ_ˈɪ	5.272
ɾ_a	ʀ_ɔ	0.0
ɾ_o	ə	0.0
ɾ_t	ʀ	0.0
ɾ_u	ə	0.0
ɾ_ˈa	ʀ_ˈa	0.0
ʃ	ʤ	0.0
ʎ	l	0.964
ʎ	ʎ	1.868
ʎ	p_l	3.086
ʎ	k_l	3.386
ʝ	ʎ	0.355
ʝ	-	2.195
ʧ	t	0.0
ˈa	ˈa	0.651
ˈa	ˈã	1.461
ˈa_ð	ˈe_j	0.0
ˈa_ɾ	ˈa	0.0
ˈe	ˈɔ	1.756
ˈe	ˈe	2.392
ˈe	ˈɪ	2.462
ˈe	-	2.559
ˈe	ˈẽ	3.983
ˈe	e	4.432
ˈe	j	4.79
ˈe	ə	5.924
ˈe_l	ˈa_l	0.0
ˈe_n	ˈɪ_n	0.0
ˈe_s	ˈɔ	0.799
ˈe_s	ˈɔ_s	1.233
ˈe_ɾ	ʀ_ə	0.0
ˈe_ʝ	ʎ	0.0
ˈi	ˈi	0.674
ˈi	ˈĩ	2.27
ˈi	-	2.591
ˈi_ɾ	ˈi	0.0
ˈo	ˈu	1.332
ˈo	w	1.792
ˈo	ˈɔ̃	2.408
ˈo	ˈũ	2.994
ˈu	ˈy	1.28
ˈu	ˈỹ	1.87
ˈu	-	2.146
ˈu	ˈu	3.496
β	b	1.366
β	w	1.855
β	-	2.404
β	ʀ	2.769
θ	s	0.595
θ	-	2.792
θ	z	3.286
θ	ʒ	3.457
