Fuzhounese	Fuzhounese	probability
⁵⁵	⁵⁵	1.0
⁵³	⁵³	1.0
⁵	⁵	1.0
ʦʰ	ʦʰ	1.0
ʦ	ʦ	1.0
ʔ	ʔ	1.0
ɥ	ɥ	1.0
ɛ	ɛ	1.0
ɔ	ɔ	1.0
ɑ	ɑ	1.0
ŋ	ŋ	1.0
ø	ø	1.0
³³	³³	1.0
²⁴²	²⁴²	1.0
²⁴	²⁴	1.0
²¹³	²¹³	1.0
y	y	1.0
w_⁵⁵	w_⁵⁵	1.0
w_ŋ	w_ŋ	1.0
w	w	1.0
u	u	1.0
tʰ	tʰ	1.0
t	t	1.0
s	s	1.0
pʰ	pʰ	1.0
p	p	1.0
o	o	1.0
nˡ	nˡ	1.0
m	m	1.0
l̃	l̃	1.0
kʰ	kʰ	1.0
k	k	1.0
j_ŋ	j_ŋ	1.0
j	j	1.0
i	i	1.0
h	h	1.0
e	e	1.0
a	a	1.0
