Phone1	Phone2	Surprisal
a	a	0.735
a	-	3.177
a	ã_ˈ	3.484
a	ɛ	3.634
a	ɔ_ˈ	3.754
a	õ	4.491
a_r	r_i	0.0
b	b	0.0
b̥	b̥	0.0
c	ʦ	0.0
d	d	0.422
d	ʣ	1.98
d̥	d̥	0.0
f	x	0.954
f	f	1.048
i	ə	0.689
i	i_ˈ	1.816
i	-	3.385
k	k	0.142
k	-	3.411
l	l	0.0
m	m	0.0
n	n	0.272
n	ɲ	2.541
o	u̯ɛ	1.272
o	u_ˈ	2.056
o	ɔ	2.447
o	ɞ_ˈ	3.625
o	-	4.625
o	ɛ_ˈ	4.625
p	p	0.0
r	r	0.9
r	r̝	1.348
r	ɾ	3.81
r_a	r	0.0
r̩	r	0.0
s	s	0.0
t	t	0.561
t	ʦ	1.633
u	ʉ	0.886
u	ə	1.124
u_m	m_ə	0.0
v	v	0.334
v	-	2.273
z	z	0.0
z̥	z̥	0.0
ɔ	u̯ɛ	0.0
ɛ	ɛ	1.895
ɛ	e	2.687
ɛ	-	2.917
ɛ	a_ˈ	3.218
ɛ	ɔ_ˈ	3.43
ɛ	u	3.569
ɛ	j	4.112
ɛ	j_ɞ	4.112
ɛ	j_ɛ	4.527
ɟ	ʣ	0.0
ɡ	ɡ	0.333
ɡ	ʤ	2.279
ɡ_u	ɡ	0.0
ɡ̊	ɡ̊	0.0
ɫ	w	0.396
ɫ	l	2.524
ɫ	d_w	3.913
ɲ	ɲ	0.0
ɾ	r̝	0.0
ʃ	-	0.0
ʒ	ʒ	0.0
ʒ̊	-	0.0
ʦ	ʦ	0.0
ʧ	ʧ	0.676
ʧ	ʃ	1.418
