Phone1	Phone2	PMI
<#_a	<#_a	9.903
e̯ˈa_r	ˈe_j	9.872
<#_d	<#_d	9.814
<#_v	<#_v	9.783
<#_f	<#_f	9.727
<#_m	<#_m	9.703
n_#>	ŋ_#>	9.376
<#_n	<#_n	9.347
ˈɨ_n	ˈa_ŋ	9.328
<#_l	<#_l	9.322
<#_p	<#_p	9.165
<#_s	<#_s	8.749
<#_k	<#_k	8.736
ˈa_v	ˈɔː	8.534
t_i_#>	ˈɛː_#>	8.35
<#_a_r	<#_r	8.14
ˈi_r	ˈiː	7.974
k_ʎ	ʤ	7.843
ˈu_p	ˈuː	7.835
ə_#>	a_#>	7.819
ˈo_r	ˈɔː_r	7.707
<#_ˈa	<#_ˈɛː	7.651
o̯ˈa_r	ˈɔː_r	7.589
<#_ˈa	<#_ˈa	7.551
u_#>	u_#>	7.272
i_#>	e_#>	7.253
r_i_#>	ˈaː_#>	7.162
t_i	t_e	7.052
ˈe_r	ˈɛː_r	6.9
s_#>	s_u	6.826
<#_a	<#_ˈaː	6.777
ˈu_n	ˈu_ŋ	6.503
k_#>	ɡ_u	6.496
e̯ˈa_r	ˈɛː_r	6.43
ʃ_t	ʃ	6.31
<#_ç	f	6.097
ʤ	ʤ	5.731
ˈu	ˈy	5.593
ˈu	ˈu	5.44
r_#>	j	5.438
#>	u_#>	5.244
i	i	5.077
ˈe	ˈeː	5.046
e̯ˈa	ˈe	5.013
ˈe_p	ˈeː	4.996
m	m_e	4.938
r_ˈa	r	4.773
n	n	4.735
ˈe	ˈe	4.418
m	m	4.381
p_t	t	4.353
ˈo	ˈøː	4.34
ˈi	ˈe	4.224
k_#>	ɡ	4.119
ˈi_n_ə	ʒ_e	4.072
<#_ç_ˈi	f_ˈi	4.037
r_ˈi_n	ˈɛ_ŋ	4.037
ɲ	m	3.869
ˈo_j	w_ˈiː	3.865
r_ˈi	ˈɛ_ŋ	3.85
r_i	ˈeː_#>	3.848
ˈi	ˈi	3.82
ʦ	ʒ	3.81
t_r	t_r	3.755
ʎ_i_#>	ʤ_a	3.704
ˈo_k	ˈøː_ɡ	3.67
ˈo_j_#>	w_ˈiː	3.596
ˈɨ	ˈa	3.552
m_ˈɨ	m_ˈa	3.548
r_n	r_n	3.548
t_#>	t_u	3.51
u	w	3.467
r	r	3.379
ˈa_r_i	ˈaː_#>	3.355
i_#>	#>	3.272
m_t	ŋ_t	3.262
u	u	3.256
t	t	3.087
p_l	ʧ	3.079
<#	<#_p	3.061
#>	e_#>	2.983
ˈi	ˈi_#>	2.965
ʎ	ʤ_u	2.862
<#	<#_s	2.821
<#_ʦ	<#_s	2.8
<#_p	<#_ʧ	2.756
ˈa	ˈa	2.708
o̯ˈa_p	ˈø	2.672
j_#>	ˈiː	2.67
o̯ˈa_r_i	ˈuː	2.64
<#	<#_k	2.564
<#_ʣ_ˈə	d	2.564
m	e_m	2.543
<#_a	<#	2.539
k	ɡ_u	2.531
ˈa_l	ˈaː	2.508
<#_ʎ	l	2.5
k	k	2.458
k_ʎ	ʧ	2.391
<#_ʃ	s	2.321
<#	<#_ʤ	2.251
u_r	r	2.25
o̯ˈa	ˈuː	2.191
i	e	2.107
ˈo	ˈɔː	2.032
l_#>	l_u	12.187
i_n	e_n	11.911
<#_ɡ	<#_ɡ	11.868
<#_b	<#_b	10.942
<#_ʣ	<#_z	10.686
<#_t	<#_t	10.634
<#_ˈo	<#_ˈø	10.519
<#_ˈo	<#_ˈɔ	10.519
ˈi_n	ˈe_ŋ	10.507
n_t	ŋ_t	10.464
<#_j	<#_v	10.045
ŋ_ɡ	ŋ	1.998
ʣ	ʤ	1.981
i_n	n	1.967
<#	<#_a	1.963
ç	f	1.908
ʦ	s	1.876
j	v	1.842
ˈo	w	1.821
ʎ	ʤ	1.794
ʤ	z	1.785
ɨ	ˈa	1.722
s	s	1.661
ʎ	l	1.626
ə	a	1.599
ˈa	ˈɛː	1.572
p	p	1.568
k	p	1.425
<#	<#_l	1.327
ˈa	ˈaː	1.296
ˈu	ˈuː	1.211
k	ɡ	1.201
ə_#>	#>	1.166
