Phone1	Phone2	Surprisal
a	ɞ	0.0
b	v	0.72
b	b	1.347
d	d	0.0
f	f	0.0
i	i	0.0
j	j	0.0
k	k	0.0
l	l	0.0
l_ə	l_ɐ	0.0
m	m	0.0
mː	mː	0.0
n	n	0.0
n_ˈɛ	n_ˈæ	0.0
p	p	0.0
r	r	0.0
r_k	r_k	0.0
r_n	r_n	0.0
r_t	r_t	0.0
s	s	0.0
s_k	s_k	0.0
s_ə	s_e	0.454
s_ə	s_a	1.888
t	t	0.0
t_ˈi	t_ˈi	0.0
u	o	0.14
u	u	3.437
w	w	0.0
z	z	0.0
ð	ð	0.0
ŋ	ŋ_k	0.833
ŋ	ŋ	1.19
ə	ɐ	1.891
ə	e	1.981
ə	ɜ	2.225
ə	ɞ	2.81
ə	a	3.053
ə_ɾ	a_ɾ	0.0
ɡ	ɡ	0.0
ɣ	ɣ	0.0
ɲ	ɲ	0.0
ɾ	ɾ	0.0
ʃ	ʃ	0.642
ʃ	j_ʃ	1.477
ʎ	ʎ	0.0
ʎː	ɫː	0.0
ʒ	ʤ	0.0
ʤ	ʤ	0.0
ʧ	ʧ	0.0
ˈa	ˈa	0.0
ˈa_k	ˈa_k	0.0
ˈa_m	ˈa_m	0.0
ˈa_s	ˈa_s	0.0
ˈa_t	ˈa_t	0.0
ˈe	ˈe	0.0
ˈi	ˈi	0.0
ˈo	ˈo	0.0
ˈu	ˈu	0.0
ˈɔ	ˈɒ	0.0
ˈɛ	ˈæ	0.0
β	β	0.696
β	v	1.385
