French	French	probability
ʒ_ə	ɲː	1.0
ʒ_#>	ʧ_#>	1.0
ʒ	ʤ	1.0
ʁ_w	ʀ_w	1.0
ʁ_b	p	1.0
ɲ	ɲ	1.0
ɥ_ɛ̃	ˈœ̃	1.0
ɥ	-	1.0
ə_v	f	1.0
ɔ_ʁ	w_ˈa	1.0
œ_f	ˈuː	1.0
w_ɛ̃	ˈɔ̃	1.0
v_ʁ_#>	f_#>	1.0
u_ʁ	ˈuː	1.0
t_ʁ	ʃ	1.0
s_ɛ	s_ˈɛ	1.0
p	p	1.0
n	n	1.0
m	m	1.0
l_y	l	1.0
l_#>	#>	1.0
j_ɛ̃	ˈẽ	1.0
j_ɛ	ˈiː	1.0
j_ø	ˈiː	1.0
j_e	ˈiː	1.0
i_ʁ	ˈi	1.0
i_n	ˈɛ_n	1.0
i_l	ˈɛ_j	1.0
f	f	1.0
d_ʁ	t	1.0
d	d	1.0
b	b	1.0
a_ʁ	ʀ	1.0
a_#>	ˈɛ_#>	1.0
<#_ʁ	<#_ʀ	1.0
<#_ɔ	<#_ɔ	1.0
<#_a	<#_a	1.0
l	l	0.949
v	v	0.931
t	t	0.926
k	k	0.923
ʃ	ʧ	0.909
j	j	0.857
ʁ	ʀ	0.804
ɔ̃	ˈɔ̃	0.8
s	s	0.781
<#_e	<#_s	0.714
z	ʒ	0.667
e	ˈe	0.632
ə	-	0.625
ɡ	ɡ	0.615
y	-	0.6
#>	j_#>	0.6
w	w	0.55
ɛ_ʁ	ˈɛ_ʀ	0.5
ɛ_ʁ	ˈe	0.5
ø_#>	ˈøː_#>	0.5
ø_#>	#>	0.5
w_a	ˈɔː_j	0.5
w_a	j	0.5
o	j_ˈa	0.474
ɑ̃	ˈɛ̃	0.471
u	ˈɔ	0.435
œ	ˈøː	0.417
ɑ̃	ˈɑ̃	0.412
y	ˈøː	0.4
#>	ʃ_#>	0.4
ə	ɛ	0.375
ɔ	ˈɔ	0.364
ɛ̃	ˈẽ	0.353
œ	ˈuː	0.333
z	s	0.333
i	ˈi	0.31
ɛ̃	ˈɛ̃	0.294
<#_e	<#_ɛ	0.286
i	ˈiː	0.276
ɔ	w_ˈa	0.273
a	ˈa	0.265
u	ɔ	0.261
œ	-	0.25
w	-	0.25
ɡ	-	0.231
s	ʃ	0.219
o	ˈoː	0.211
i	-	0.207
ʁ	-	0.196
ɔ	ˈuː	0.182
ɔ	ɔ	0.182
ɛ̃	ɲ	0.176
a	ˈɛ	0.176
a	a	0.176
ɛ	ˈɛ	0.167
e	ˈiː	0.158
ɡ	k	0.154
j	-	0.143
ɛ	ˈɔː	0.139
ɛ	-	0.139
ɔ̃	-	0.133
u	ˈoː	0.13
ɛ̃	w_ˈɛ̃	0.118
ɑ̃	-	0.118
a	ˈɔː	0.118
a	ɛ	0.118
ɛ	ɛ	0.111
ɛ	j_ˈɛ	0.111
o	ˈɔː	0.105
o	ɔ	0.105
o	-	0.105
e	ˈɛː_j	0.105
e	-	0.105
i	ˈɛ	0.103
i	ˈeː	0.103
w	ˈøː	0.1
w	ˈu	0.1
ʃ	ʃ	0.091
a	ˈɛː	0.088
u	ˈuː	0.087
u	ˈu	0.087
ɛ	ˈɛ̃ː	0.083
ɛ	ˈiː	0.083
k	-	0.077
t	s	0.074
v	-	0.069
ɔ̃	ɔ̃	0.067
ɛ̃	ẽ	0.059
a	-	0.059
ɛ	ˈe	0.056
ɛ	w_ˈɛ̃	0.056
ɛ	w	0.056
l	j	0.051
