Phone1	Phone2	Surprisal
b	b	0.0
d	θ	0.443
d	d	2.434
d	ð	3.657
d̥	d	0.0
e	iːy̯	0.0
f	f	0.27
f	p	2.549
h	h	0.0
j	j	0.0
k	ʤ	1.074
k	k	1.745
k	kː	3.081
k	ʧː	3.204
kʰ	k	0.724
kʰ	ʧ	1.341
l	l	0.577
l	ɫ	2.007
l	ɫː	3.627
l_ə	ɫ	0.0
m	m	0.028
m	mː	5.686
n	n	0.22
n	nː	3.571
n	ˈoː	5.112
n	-	5.133
n_ʃ	ʃː	0.0
p	pː	0.0
pʰ	p	0.0
s	t	0.1
s	-	3.907
t	t	0.363
t	d	2.661
t	t_o	3.963
v	w	0.592
v	v	2.516
v	h_w	2.629
v_ə	v	0.0
w	w	0.0
z	s	0.0
z_ˈɛ	s	0.0
z̥	z	0.0
ŋ	ŋ_ɡ	1.392
ŋ	ŋ	2.117
ŋ	n	2.364
ŋ	n_e	2.364
ɐ	r	1.18
ɐ	e_r	2.162
ɐ	o	3.162
ɐ	e	3.41
ɐ	-	3.87
ɐ	r_e	4.033
ɐ_ʦ	r_t	0.0
ɕ	x	1.686
ɕ	ç	1.709
ɕ	ʧ	2.18
ɕ	ʧ_e	2.621
ə	ɑ	0.433
ə	-	3.342
ə	e	4.05
ə	d_ɑ	4.43
ə	i_ɑ	4.43
ə	iː	7.064
ə_n	n	0.0
ə_ɕ	i_j	0.0
ɡ	ɡ	0.446
ɡ	j	1.911
ɡ̊	ɡ	0.0
ɣ̊	j	0.0
ʀ	r	0.418
ʀ	r_n	2.538
ʀ	r_ˈeːo̯	3.654
ʀ_ˈæːɪ̯	r_ˈeːo̯	0.0
ʃ	s	0.57
ʃ	ʃ	1.616
ʃ_l	s_l	0.0
ʑ	ɣ_i	0.0
ʦ	t	0.65
ʦ	tː	1.463
ˈaː	ˈæ	2.149
ˈaː	ˈæːɑ̯	2.448
ˈaː	ˈæɑ̯	2.761
ˈaː	ˈæɑ̯_r	2.86
ˈaː	ˈo	2.885
ˈaː	ˈɑ	2.966
ˈaː	ˈiy̯	4.552
ˈe	ˈi	1.3
ˈe	-	1.541
ˈe	ˈy	2.0
ˈeː	ˈɑː	0.367
ˈeː	ˈe_j	2.931
ˈeː	ˈæː	3.421
ˈi	-	1.176
ˈi	ˈeːo̯	1.554
ˈi	ˈeː	2.205
ˈiə̯	ˈe	0.585
ˈiə̯	-	1.585
ˈiː	ˈe_r	1.854
ˈiː	ˈeo̯	2.0
ˈiː	ˈi	2.0
ˈiː	ˈeːo̯	2.163
ˈo	ˈu	0.572
ˈo	ˈo	2.189
ˈo	-	3.213
ˈoː	ˈæː	1.311
ˈoː	ˈæːɑ̯	1.339
ˈoː	-	2.311
ˈu	ˈoː	1.337
ˈu	ˈu	1.871
ˈu	-	2.164
ˈu	bː	3.217
ˈuə̯	ˈo	0.756
ˈuə̯	ˈi	1.294
ˈuː	ˈo	0.737
ˈuː	ˈy	1.322
ˈæːɪ̯	ˈiː	0.0
ˈæːɪ̯_t	ˈiː_d	0.0
ˈæːʊ̯	ˈuː	0.0
ˈɑ	ˈi	1.023
ˈɑ	ˈɑ	1.757
ˈɑ	ˈæɑ̯	3.135
ˈɑ	-	3.351
ˈɑɪ̯	-	1.222
ˈɑɪ̯	ˈiːy̯	1.807
ˈɑɪ̯	ˈyː	1.807
ˈɑʊ̯	ˈuː	0.0
ˈɔ	ˈu	0.0
ˈə	ˈi	1.92
ˈə	-	1.93
ˈə	ˈu	2.562
ˈə	ˈyː	2.932
ˈə	ˈe	3.531
ˈə	ˈeo̯	3.531
ˈəʊ̯	ˈæːɑ̯	0.976
ˈəʊ̯	ˈoː	1.025
ˈɛ	ˈe	0.0
ˈɛː	ˈeo̯	0.0
ˈɜɪ̯	ˈeːo̯	1.849
ˈɜɪ̯	ˈiːy̯	2.182
ˈɜɪ̯	ˈeːo̯_ɣ	2.855
ˈɜɪ̯	ˈæːɑ̯	3.436
ˈɜɪ̯	ˈɑː_w	3.455
ˈɜɪ̯	ˈæː	3.471
ˈɜɪ̯	ˈeːo̯_w	3.473
χ	k	1.348
χ	-	1.407
χ	xː	2.12
