Phone1	Phone2	Surprisal	OOV_Smoothed
a	e	0.415	5.167
a	a	2.0	5.167
a_ʔ	ʔ	0.0	5.167
ã	ŋ	0.0	5.167
b	p	0.0	5.167
d	t	0.737	5.167
d	tʰ	1.322	5.167
e	a_j	1.322	5.167
e	ã	2.322	5.167
e	e	2.322	5.167
e	ŋ̍	2.322	5.167
f	h	0.585	5.167
f	p	1.585	5.167
h	h	0.0	5.167
i	i	0.926	5.167
i	ĩ	2.248	5.167
i	j	2.663	5.167
i	w_e	3.248	5.167
j	j	0.0	5.167
j_ɪ	i	0.0	5.167
k	k	0.0	5.167
kʰ	kʰ	0.0	5.167
l	l	0.585	5.167
l	l_j	1.585	5.167
m	b	0.848	5.167
m	m	1.17	5.167
n	n	1.0	5.167
n	l	2.585	5.167
n	ã	3.17	5.167
n	m	3.17	5.167
n	ŋ̍	3.17	5.167
nʲ	l	0.0	5.167
o	a	1.354	5.167
o	ɔ	2.524	5.167
o	o	2.939	5.167
o	ɪ	2.939	5.167
o	e	3.524	5.167
o	j_ɔ	3.524	5.167
p	p	0.0	5.167
pʰ	pʰ	0.0	5.167
s	ɕ	0.737	5.167
s	s	1.322	5.167
t	t	0.0	5.167
tʰ	tʰ	0.0	5.167
u	u	1.415	5.167
u	ɔ	1.415	5.167
u	w_a	2.0	5.167
v	p	0.0	5.167
y	u	0.0	5.167
z	t	0.585	5.167
z	ʨ	1.585	5.167
z̩	i	0.415	5.167
z̩	a_j	2.0	5.167
²³	²⁴	0.729	5.167
²³	³³	2.051	5.167
²³	⁵³	2.688	5.167
²³_#>	²³_#>	0.0	5.167
³⁴	⁵³	0.637	5.167
³⁴	¹¹	1.485	5.167
¹²	⁴	0.0	5.167
ø	a_m	1.737	5.167
ø	w_ã	1.737	5.167
ø	a_n	2.322	5.167
ø	ŋ̍	2.322	5.167
ŋ	ŋ	0.415	5.167
ŋ	ɡ	2.0	5.167
ɑ̃	ŋ̍	1.17	5.167
ɑ̃	ŋ	1.585	5.167
ɑ̃	ɔ_ŋ	2.17	5.167
ɔ	o	0.848	5.167
ɔ	a_w	1.17	5.167
ɕ	ɕ	0.0	5.167
ə	u	0.737	5.167
ə	-	2.322	5.167
ə	ɪ	2.322	5.167
ə_n	j_ã	0.0	5.167
ɜ	a_w	1.0	5.167
ɜ	i_w	1.0	5.167
ɦ	h	0.7	5.167
ɦ	-	1.379	5.167
ɪ	a	1.0	5.167
ɪ	e	1.0	5.167
ʑ	ʦ	0.0	5.167
ʔ	k̚	1.322	5.167
ʔ	ʔ	1.474	5.167
ʔ	t̚	2.059	5.167
ʥ	k	0.0	5.167
ʦ	ʨ	1.322	5.167
ʦ	t	1.737	5.167
ʦ	ʦ	1.737	5.167
ʦʰ	ʦʰ	0.0	5.167
ʨ	k	0.0	5.167
ʨʰ	kʰ_u	0.0	5.167
⁵	³²	0.0	5.167
⁵³	⁴⁴	0.0	5.167
⁵⁵	³²	0.0	5.167
