Phone1	Phone2	Surprisal
a	ɐ	0.888
a	-	1.984
a	a	2.273
b	b	0.0
d	d	0.0
f	f	0.37
f	v_r	3.34
f	v	3.669
f	ɐ_v	4.353
i	i	0.0
j	ˈɛə̯	1.734
j	-	2.446
j	ˈeː	2.652
j	l_ɐ	3.291
j	l	3.464
j	ˈɛ	3.855
j	j_ɐ	4.399
j	ɡ_ɐ	4.399
k	k	0.244
k	ɡ	2.682
k_l	ʧ	0.0
k_w	k_v	0.0
l	l	1.184
l	j	1.639
l	-	2.067
l_ˈɛ	ˈaː	0.0
m	m	0.0
n	n	0.196
n	ɐ	2.975
p	p	0.0
s	s	1.143
s	θ	1.751
s	-	2.7
s	s_t	3.379
t	t	0.161
t	r	3.241
u	ˈu	0.0
uː	u	0.0
v	v	0.0
w	-	1.185
w	ˈɔə̯	1.796
w	ˈɛ	2.334
w	ˈou̯	3.757
w_ˈɛ̃	ˈʌ̃	0.0
z	j	0.0
ɑ̃	ɐ_n	0.0
ɔ	u	0.449
ɔ	-	1.904
ɔ̃	u_n	0.0
ɛ	-	0.677
ɛ	ɐ	1.417
ɛː	a_j	0.0
ɲ	ɲ	0.0
ɲː	ð_n	0.0
ʀ	r	0.167
ʀ	-	3.779
ʀ	t	4.782
ʃ	s	0.942
ʃ	z	1.97
ʃ	z_ɐ	2.937
ʃ	s_k	3.419
ʒ	z	0.0
ʤ	ð	0.367
ʤ	ʤ	2.156
ʧ	k	0.219
ʧ	-	2.828
ˈa	ˈa	1.095
ˈa	ˈʌ̃	1.448
ˈa	l	2.595
ˈa_s	r_θ	0.0
ˈa_ʀ	r_t	0.0
ˈe	ˈeə̯	0.25
ˈe	ˈɛə̯	2.65
ˈeː	ˈi	0.0
ˈẽ	ˈẽ_j̃	0.585
ˈẽ	ˈɛ̃	1.585
ˈi	ˈi	0.373
ˈi	-	2.134
ˈiː	ˈi	1.129
ˈiː	ˈeə̯	1.51
ˈiː	ˈɛ	3.383
ˈiː	ˈɛ_j	3.383
ˈoː	ˈeə̯	0.94
ˈoː	ˈɔə̯	1.062
ˈu	ˈo	0.0
ˈuː	ˈɔ	1.718
ˈuː	ˈou̯	2.2
ˈuː	ˈɔə̯	2.233
ˈuː	ˈu	2.727
ˈuː	ˈɔə̯_v	3.125
ˈy	-	0.755
ˈy	ˈo	1.296
ˈyː	ˈɔ	0.0
ˈøː	ˈou̯	0.942
ˈøː	-	1.479
ˈøː	ˈu_ɡ	3.05
ˈœ̃	ˈo_ɲ	0.0
ˈɑ̃	ˈʌ̃	0.481
ˈɑ̃	ˈʌ̃_n	1.818
ˈɔ	ˈo	0.747
ˈɔ	ˈɔ	2.232
ˈɔ	-	3.291
ˈɔ	ˈou̯_t	3.486
ˈɔː	-	1.539
ˈɔː	ˈeə̯	1.592
ˈɔː	ˈa	2.372
ˈɔː	ˈeə̯_l	2.931
ˈɔ̃	ˈõũ̯	0.923
ˈɔ̃	ˈou̯	1.723
ˈɔ̃	ŋ_ɡ	2.561
ˈɛ	ˈɛ	1.486
ˈɛ	-	2.714
ˈɛ	ð	3.36
ˈɛ	z	3.502
ˈɛ	ˈẽ	3.612
ˈɛ	ˈeə̯_d	3.827
ˈɛ	ˈɛə̯	3.94
ˈɛ	ɐ	4.08
ˈɛ	ˈe	5.143
ˈɛ_s	s_t	0.0
ˈɛː	d_ɐ	0.0
ˈɛː_ʀ	r_ɐ	0.0
ˈɛ̃	ˈʌ̃	1.696
ˈɛ̃	n	2.103
ˈɛ̃	ˈɛ	2.111
ˈɛ̃	ˈẽ	2.139
ˈɛ̃ː	e	0.0
