Phone1	Phone2	Surprisal
a	ə	0.299
a	i	3.102
a	a	3.825
a_n	n	0.0
a_r	u_r	0.83
a_r	i_r	1.192
b	b	0.0
bː	p	0.0
d	d	0.582
d	ʣ	2.57
d	t	2.611
dː	t	0.36
dː	-	2.178
e	ʎ_ˈi	0.0
f	f	0.553
f	ç	1.65
i	i	0.49
i	e	4.03
i	ə	4.03
i	ˈi	4.159
i	j	4.293
i	u	5.03
i	s	5.148
j	l	1.353
j	r	1.836
j	-	2.547
j	j	2.668
j_ˈa	l_e̯ˈa	0.0
k	k	0.0
kː	k	0.0
l	l	0.0
m	m	0.343
m	-	3.156
m	ɲ	3.332
mː	m	0.0
n	n	0.158
n	-	3.267
nː	n	0.0
p	p	0.395
p	k	2.06
pː	p	0.0
r	r	0.268
r	a	2.814
r	u	5.198
r_a	r_ə	0.268
r_a	r	2.563
rː	r_n	0.866
rː	r	1.147
s	s	0.733
s	ʃ	1.327
sː	r_s	0.514
sː	s	1.738
t	t	0.0
tː	p_t	0.585
tː	t	1.585
u	u	0.452
u	i	2.563
u	ə	4.139
u	r	4.539
v	v	0.781
v	j	1.259
w	p	0.0
x	k	0.0
xː	s_k	0.0
z	-	0.0
ŋ	-	0.0
ɡ	ɡ	0.802
ɡ	k	1.229
ɡː	k	0.0
ɬ	l	1.362
ɬ	s	1.362
ɬ	r	2.172
ɮ	-	0.0
ʃː	ʃ_t	0.0
ʎː	ʎ	0.0
ʣ	ʣ	0.0
ʤ	ʣ	0.624
ʤ	ʤ	1.51
ʤː	ʤ	0.0
ʦ	ʦ	0.295
ʦ	-	2.433
ʦː	-	0.0
ʧ	k_ʎ	0.0
ʧː	k_ʎ	0.0
ˈa	ˈa	0.95
ˈa	ˈɨ	1.95
ˈa	ˈa_r	2.162
ˈe	e̯ˈa	1.251
ˈe	ˈi	1.946
ˈe	ˈa	2.125
ˈe	ˈe	3.46
ˈe_u	ˈə	0.0
ˈi	ˈi	0.533
ˈi	i_r	2.727
ˈi	ə	4.058
ˈi	r	4.258
ˈi	ɲ_ˈi	4.459
ˈo	ˈu	0.884
ˈo	o̯ˈa	2.061
ˈo	ˈo	2.195
ˈu	ˈu	0.353
ˈu	ˈo	2.202
ˈɔ	ˈo	1.297
ˈɔ	ˈu	1.621
ˈɔ	o̯ˈa	2.428
ˈɔ	-	3.605
ˈɛ	ˈe	1.207
ˈɛ	ˈi	1.73
ˈɛ	e̯ˈa	2.691
ˈɛ	ˈa	3.18
β	-	0.148
β	w	3.354
β_i	w_ə	0.0
