Phone1	Phone2	Surprisal
a	a	0.523
a	aː	2.982
a	iː	3.457
a	i	3.534
a_r	r̩	0.0
b	b	0.0
b̥	b̥	0.0
d	d	0.095
d	-	3.968
d̥	d̥	0.0
f	ʋ	0.0
i	-	1.319
i	i	1.331
i	iː	2.311
j	eː	0.851
j	-	1.167
j_a	i	0.737
j_a	iː	1.322
j_ɛ	a	0.0
k	k	0.109
k	ʦ	3.776
l	l	0.366
l	uː	2.157
m	m	0.0
m_j	m	0.0
n	n	0.0
n_a	n_a	0.0
n_ɨ	n	0.0
p	p	0.336
p	-	2.269
r	r	0.175
r	r_aː	3.128
r_ɨ	a_r	0.0
s	s	0.0
t	t	0.0
t_ɨ	t	0.0
u	uː	1.762
u	eː	2.398
u	oː	2.736
u	-	2.825
u	o	3.084
u	u_̂	3.235
v	ʋ	0.131
v	u	3.527
v_j	ʋ	0.0
w	l	0.894
w	-	1.889
w	uː	2.381
w_a	l_a	0.0
w_ɔ	l_aː	0.0
w̃	-	0.0
w̃_ʐ̊	ʒ̊	0.0
x	x	0.0
z	z	0.0
z̥	z	0.0
ŋ	-	0.0
ɔ	o	1.336
ɔ	oː	2.5
ɔ	uː	3.066
ɔ	e	3.18
ɔ	eː	3.529
ɔ	a	3.885
ɔ	aː	4.537
ɔ_m	uː	0.0
ɕ	s	0.0
ɛ	e	1.342
ɛ	-	1.584
ɛ	i_̂	3.095
ɛ	iː_̂	4.165
ɛ	iː	4.534
ɛ	iː_̌	4.563
ɛ	i	6.18
ɛ_m	a_n	0.0
ɛ_r	r̩	0.0
ɛ_w̃	e	0.0
ɛ_ɲ	e	0.0
ɡ	ɡ	0.206
ɡ	-	2.911
ɡ̊	ɡ̊	0.0
ɨ	iː	1.242
ɨ	-	1.475
ɨ	i	2.202
ɲ	n	0.93
ɲ	-	1.829
ɲ	ɲ	2.369
ʂ	ʃ	0.0
ʈ͡ʂ	ʧ	0.0
ʐ	r	0.65
ʐ	ʒ	1.464
ʐ̊	r	0.0
ʑ	z	0.0
ʥ	d	0.0
ʦ	ʦ	0.383
ʦ	-	2.1
ʨ	t	0.0
