Phone1	Phone2	Surprisal
a	a_ˈ	0.708
a	a	1.662
a	o	4.796
a	æ	4.796
aː	a_ˈ	0.745
aː	a	2.311
aː	o	2.311
b	b	0.729
b	bʲ	1.334
b̥	b̥	0.0
c	ʦʲ	0.151
c	ʤ̥	3.327
d	d	0.557
d	-	2.414
d	ʣʲ	2.912
d_l	ɫ	0.0
d̥	d̥	0.322
d̥	d̥ʲ	2.322
f	w	0.0
iː	ɨ	0.772
iː	i	2.208
iː	e	2.936
iː	æ	3.889
j	j	0.737
j	-	1.322
j_a	j_æ	0.0
k	k	0.383
k	kʲ	2.571
k	x	3.946
l	ɫ	0.703
l	lʲ	1.909
l	ʌ	3.906
l	ʌ_ɫ	4.24
l_u	o	0.0
l̩	-	0.982
l̩	w	1.018
m	m	0.853
m	mʲ	1.163
m̩	m	0.0
n	n	0.0
o	o	0.668
o	a	1.84
o	v_o	3.455
o_d	a_d	0.0
ou̯	u	0.0
ou̯_ɦ	ɣʲ	0.0
p	pʲ	0.695
p	p	1.388
r	r	0.374
r	a_r	2.13
r̝	r	0.0
r̝_ɛ	r_a	0.0
r̝̊	r	0.0
r̩	r	0.0
s	s	0.719
s	sʲ	1.349
t	ʦʲ	0.897
t	t	1.111
t_iː	t_ɨ	0.0
u	u	0.0
uː	o	0.0
v	v	0.425
v	vʲ	1.972
v_j	vʲ	0.0
x	x	0.588
x	xʲ	1.579
z	z	0.735
z	zʲ	1.325
z̥	z̥	0.0
ɛ	e	1.271
ɛ	o_ˈ	2.626
ɛ	æ	2.767
ɛ	a	2.88
ɛ	ɵ_ˈ	3.726
ɛ	ɛ	4.793
ɛ	-	5.097
ɛ_l	æ_lʲ	0.0
ɛː	e	1.566
ɛː	ɫ	1.566
ɛː	-	1.624
ɟ	ʣʲ	0.0
ɦ	ɣ	0.14
ɦ	-	3.433
ɪ	ɨ_ˈ	1.144
ɪ	i_ˈ	1.721
ɪ	i	2.766
ɪ	ɨ	3.364
ɲ	nʲ	0.832
ɲ	-	1.19
ʃ_c	ʃ	0.0
ʒ	ʐ	0.0
ʒ̊	ʐ̊	0.0
ʦ	ʦ	0.0
ʧ	ʧ	0.0
ʧ_ɛ	ʧ_a	0.0
