Gascon	Gascon	probability
ˈu_n	ˈo	1.0
ˈo	-	1.0
ˈi_#>	ˈi_ɾ_#>	1.0
ˈe_ð	ˈe	1.0
ˈe_j	j_u	1.0
ˈa_ɲ	ˈɐ_ɲ	1.0
ˈa_ŋ	ˈɐ̃	1.0
ˈa_w	ˈo	1.0
ˈa_n	ˈɐ̃	1.0
ˈa_j	ˈa_j	1.0
ʎ	ʎ	1.0
ʃ	ʃ	1.0
ɾ_ɔ	ɾ_ɐ	1.0
ɲ	ɲ	1.0
ɡ	ɡ	1.0
ɔ_#>	#>	1.0
ŋ_k	ɡ	1.0
ŋ_#>	#>	1.0
ð	ð	1.0
y	-	1.0
w_ˈe	ˈo	1.0
w_#>	#>	1.0
u_ɾ	o	1.0
u_n	õ	1.0
t_ɔ	t_ɐ	1.0
s_t	ʃ_t	1.0
s_k	ʃ_k	1.0
s_e	s_ɨ	1.0
s_#>	ʃ_#>	1.0
r_#>	#>	1.0
r	ɾ	1.0
p	p	1.0
mː	m	1.0
m_e	ũ	1.0
l_ˈu	ˈo_ɾ	1.0
k_l	ʃ	1.0
h	f	1.0
f	f	1.0
e_r	ɨ_ɾ	1.0
e_h	ʃ	1.0
d_ˈi	d_ˈe	1.0
b	b	1.0
a_ð	ɐ_ð	1.0
a_w	ɔ	1.0
a_s	ɐ_ʃ	1.0
a_r	ʁ	1.0
<#_ʎ	<#_l	1.0
<#_t	<#_t	1.0
<#_s	<#_s	1.0
<#_p_l	<#_ʃ	1.0
<#_n	<#_n	1.0
<#_l	<#_l	1.0
<#_e	<#_i	1.0
<#_b	<#_v	1.0
<#_a	<#_ɐ	1.0
ɔ	ɐ	0.964
m	m	0.939
ɾ	ɾ	0.885
k	k	0.854
a	ɐ	0.846
ˈɛ	ˈɛ	0.84
ɣ	ɣ	0.818
ˈi	ˈi	0.808
ʒ	ʒ	0.8
d	d	0.8
ʦ	ʃ	0.778
e_#>	ɾ_#>	0.778
z	z	0.75
ˈy	ˈu	0.667
n_#>	t_u_#>	0.667
<#_ˈa	<#_ˈa	0.667
ŋ	w̃	0.647
ˈa	ˈa	0.641
ˈɔ	ˈɔ	0.611
#>	u_#>	0.609
l	-	0.588
u	u	0.571
n	-	0.571
β	β	0.556
t	t	0.474
β	v	0.444
s	ʃ	0.438
s	s	0.438
n	n	0.429
j	j	0.409
ˈe	ˈe	0.4
ˈɔ	ˈo	0.389
ˈu	ˈo	0.379
n_#>	t_ɨ_#>	0.333
i	ɨ	0.333
i	i	0.333
i	-	0.333
<#_ˈa	<#_ˈo	0.333
j	-	0.318
e	ɨ	0.318
l	l	0.294
u	-	0.286
e	-	0.273
w	w	0.258
z	-	0.25
#>	ɾ_#>	0.239
ʦ	s_u	0.222
e_#>	#>	0.222
ˈa	ˈɐ̃	0.203
ʒ	-	0.2
d	-	0.2
w	ɫ	0.194
ɣ	ɣ_w	0.182
j	ˈɐ	0.182
e	ˈe_ɾ	0.182
ˈu	ˈɔ	0.172
ˈu	ˈu	0.172
ˈu	ˈõ	0.172
ˈɛ	-	0.16
a	-	0.154
ˈe	ˈɐ_j	0.15
ˈe	ˈẽ	0.15
k	ɣ	0.146
u	u_ɾ	0.143
e	ɾ_ɨ	0.136
t	ð	0.132
t	l_u	0.132
#>	ɨ_#>	0.13
w	u	0.129
ˈy	ˈu_ɾ	0.125
ˈy	ˈo	0.125
ˈe	ˈɐ	0.125
s	p	0.125
ŋ	ɲ_u	0.118
ŋ	u	0.118
ŋ	-	0.118
l	ɾ	0.118
ˈi	-	0.115
ɾ	-	0.115
t	ð_ɨ	0.105
t	-	0.105
ˈu	ˈɐ̃	0.103
ˈe	-	0.1
w	ˈo	0.097
w	v_ɨ	0.097
w	-	0.097
j	j_v	0.091
e	ɾ	0.091
ˈy	ˈũ	0.083
ˈi	ˈe	0.077
ˈe	j	0.075
w	v_u	0.065
w	v	0.065
ˈa	ˈo	0.062
m	-	0.061
t	l_ɨ	0.053
