Phone1	PhonEnv	Phone2	Surprisal
b	#|S|	b	0.0
b	#|S|<	b	0.0
b	#|S|<_F	b	0.0
b	#|S|<_R	b	0.0
b	#|S|F	b	0.0
b	#|S|R	b	0.0
b	|S|<	b	0.0
b	|S|<_F	b	0.0
b	|S|<_R	b	0.0
b	|S|F	b	0.0
b	|S|R	b	0.0
d	#|S|	d	0.0
d	#|S|<	d	0.0
d	#|S|<_F	d	0.0
d	#|S|<_R	d	0.0
d	#|S|F	d	0.0
d	#|S|R	d	0.0
d	>|S|	d	0.0
d	>|S|<	d	0.0
d	F_>|S|	d	0.0
d	F_>|S|<	d	0.0
d	F|S|	d	0.0
d	F|S|<	d	0.0
d	|S|<	d	0.0
d	|S|<_F	d	0.0
d	|S|<_R	d	0.0
d	|S|F	d	0.0
d	|S|R	d	0.0
d̥	>|S|	d	0.156
d̥	>|S|#	d	0.177
d̥	F_>|S|	d	0.0
d̥	F_>|S|#	d	0.0
d̥	F|S|	d	0.0
d̥	F|S|#	d	0.0
d̥	|S|#	d	0.156
f	#|S|	f	0.047
f	#|S|<	f	0.052
f	#|S|<_F	f	0.12
f	#|S|<_R	f	0.0
f	#|S|F	f	0.112
f	#|S|R	f	0.0
f	>|S|	f	0.585
f	>|S|#	f	0.678
f	F_>|S|	f	1.0
f	F_>|S|#	f	1.1
f	F|S|	f	0.848
f	F|S|#	f	1.0
f	|S|#	f	0.585
f	|S|<	f	0.047
f	|S|<_F	f	0.112
f	|S|<_R	f	0.0
f	|S|F	f	0.1
f	|S|R	f	0.0
h	#|S|	h	0.044
h	#|S|<	h	0.05
h	#|S|<_F	h	0.0
h	#|S|F	h	0.0
h	|S|<	h	0.044
h	|S|<_F	h	0.0
h	|S|F	h	0.0
j	#|S|	-	2.263
j	#|S|	ˈəi̯	3.0
j	#|S|<	-	2.678
j	#|S|<	ˈəi̯	3.415
j	#|S|<_F	-	3.0
j	#|S|<_F	ˈəi̯	3.737
j	#|S|F	-	2.678
j	#|S|F	ˈəi̯	3.415
j	<|S|	-	0.987
j	<|S|	ˈəi̯	1.872
j	<|S|<	-	1.03
j	<|S|<	ˈəi̯	1.941
j	<|S|<_F	-	1.168
j	<|S|<_F	ˈəi̯	2.089
j	<|S|F	-	1.132
j	<|S|F	ˈəi̯	2.037
j	>|S|	-	1.216
j	>|S|	ˈəi̯	1.526
j	>|S|#	ˈəi̯	1.093
j	>|S|#	-	2.678
j	>|S|<	-	0.142
j	>|S|<	ˈəi̯	3.415
j	F_>|S|	-	1.3
j	F_>|S|	ˈəi̯	1.541
j	F_>|S|#	ˈəi̯	1.074
j	F_>|S|#	-	3.0
j	F_>|S|<	-	0.112
j	F_>|S|<	ˈəi̯	3.737
j	F|S|	-	1.216
j	F|S|	ˈəi̯	1.526
j	F|S|#	ˈəi̯	1.093
j	F|S|#	-	2.678
j	F|S|<	-	0.142
j	F|S|<	ˈəi̯	3.415
j	|S|#	ˈəi̯	1.126
j	|S|#	-	2.263
j	|S|<	-	1.105
j	|S|<	ˈəi̯	2.136
j	|S|<_F	-	1.432
j	|S|<_F	ˈəi̯	2.316
j	|S|F	-	1.326
j	|S|F	ˈəi̯	2.183
j_ə	<|S|	a	0.0
j_ə	<|S|#	a	0.0
j_ə	|S|#	a	0.0
j_ˈuə̯	<|S|	ˈəi̯	0.0
j_ˈuə̯	<|S|>	ˈəi̯	0.0
j_ˈuə̯	<|S|>_R	ˈəi̯	0.0
j_ˈuə̯	<|S|R	ˈəi̯	0.0
j_ˈuə̯	|S|>	ˈəi̯	0.0
j_ˈuə̯	|S|>_R	ˈəi̯	0.0
j_ˈuə̯	|S|R	ˈəi̯	0.0
j_ˈɪ	<|S|	ˈiə̯	0.0
j_ˈɪ	<|S|>	ˈiə̯	0.0
j_ˈɪ	|S|>	ˈiə̯	0.0
k	#|S|	ɡ	2.585
k	#|S|	ç	3.17
k	#|S|	x	4.17
k	#|S|<	ɡ	3.0
k	#|S|<	ç	3.585
k	#|S|<	x	4.585
k	#|S|<_F	ɡ	3.322
k	#|S|<_F	ç	3.907
k	#|S|<_F	x	4.907
k	#|S|F	ɡ	3.0
k	#|S|F	ç	3.585
k	#|S|F	x	4.585
k	>|S|	ɡ	1.076
k	>|S|	ç	1.661
k	>|S|	x	2.661
k	>|S|#	ç	1.126
k	>|S|#	ɡ	2.0
k	>|S|#	x	2.585
k	>|S|<	ɡ	0.598
k	>|S|<	ç	2.392
k	>|S|<	x	2.748
k	>|S|<_F	ɡ	1.0
k	>|S|<_F	x	1.206
k	>|S|<_F	ç	3.907
k	>|S|F	ɡ	1.0
k	>|S|F	x	1.263
k	>|S|F	ç	3.585
k	F_>|S|	ç	1.126
k	F_>|S|	ɡ	1.678
k	F_>|S|	x	2.885
k	F_>|S|#	ç	0.585
k	F_>|S|#	ɡ	3.322
k	F_>|S|#	x	4.907
k	F_>|S|<	ɡ	1.0
k	F_>|S|<	ç	1.907
k	F_>|S|<	x	2.1
k	F_>|S|<_F	x	0.216
k	F_>|S|<_F	ɡ	3.585
k	F_>|S|<_F	ç	4.17
k	F_>|S|F	x	0.263
k	F_>|S|F	ɡ	3.322
k	F_>|S|F	ç	3.907
k	F|S|	ç	1.17
k	F|S|	ɡ	1.585
k	F|S|	x	2.848
k	F|S|#	ç	0.631
k	F|S|#	ɡ	3.0
k	F|S|#	x	4.585
k	F|S|<	ɡ	1.0
k	F|S|<	ç	1.885
k	F|S|<	x	2.126
k	F|S|<_F	x	0.263
k	F|S|<_F	ɡ	3.322
k	F|S|<_F	ç	3.907
k	F|S|F	x	0.337
k	F|S|F	ɡ	3.0
k	F|S|F	ç	3.585
k	|S|#	ç	1.17
k	|S|#	ɡ	1.848
k	|S|#	x	2.585
k	|S|<	ɡ	1.305
k	|S|<	ç	2.655
k	|S|<	x	3.277
k	|S|<_F	ɡ	2.0
k	|S|<_F	x	2.585
k	|S|<_F	ç	3.585
k	|S|F	ɡ	1.848
k	|S|F	x	2.585
k	|S|F	ç	3.17
k_ə	>|S|	ç	0.737
k_ə	>|S|#	ç	0.862
k_ə	F_>|S|	ç	2.0
k_ə	F_>|S|#	ç	2.322
k_ə	F|S|	ç	1.585
k_ə	F|S|#	ç	2.0
k_ə	|S|#	ç	0.737
l	#|S|	l	0.0
l	#|S|<	l	0.0
l	#|S|<_F	l	0.0
l	#|S|F	l	0.0
l	<|S|	l	0.0
l	<|S|<	l	0.0
l	<|S|<_F	l	0.0
l	<|S|F	l	0.0
l	>|S|	l	0.363
l	>|S|#	l	1.074
l	>|S|<	l	0.0
l	>|S|>	l	0.126
l	F_>|S|	l	0.379
l	F_>|S|#	l	0.737
l	F_>|S|<	l	0.0
l	F_>|S|>	l	0.252
l	F|S|	l	0.331
l	F|S|#	l	0.678
l	F|S|<	l	0.0
l	F|S|>	l	0.234
l	|S|#	l	0.907
l	|S|<	l	0.0
l	|S|<_F	l	0.0
l	|S|>	l	0.111
l	|S|F	l	0.0
l_j	#|S|	l	0.0
l_j	#|S|<	l	0.0
