Phone1	Phone2	Surprisal
a	a	0.73
a	ˈa	1.332
a_d	a_t	0.0
b	p	1.263
b	b	1.823
b	-	2.627
b	v	2.849
d	t	0.47
d	-	1.846
e	i	1.093
e	-	1.959
e	a	2.604
e	ɪ	3.193
e_ʃ	ʃ	0.0
ẽ	ʊ	0.0
f	f	0.058
f	fː	4.655
h	ɾ_ɪ	1.17
h	r_ɪ	1.605
h	ɪ	3.148
h	ʐː	4.539
h	ɾ	4.698
h	r	4.937
h_k	r_k	0.0
i	ɪ	0.656
i	-	2.77
i	i	3.185
i	ʊ	3.198
ĩ	-	0.0
j	j	0.354
j	ɪ	2.199
j_t	tː	0.0
j_ʃ	ɕ_ɪ	0.636
j_ʃ	ʃː	1.487
j_ʧ	tː	0.0
j̃	ɲː	0.698
j̃	n	2.242
j̃	-	2.92
j̃	ɲ	4.641
k	k	0.181
k	kː	3.086
l	l	0.943
l	ɖː	1.059
l_e	l_i	0.0
m	m	0.329
m	mː	2.292
n	nː	0.0
o	u	1.733
o	-	1.83
o	o	1.933
o	a	2.681
p	p	0.0
s	s	0.984
s	ɕ	1.983
s	ʃː	3.058
s	ʦː	3.335
s	ʦ	5.478
s_u	ʊ	0.0
t	t	0.458
t	tː	2.397
t	ʈ	3.601
u	ʊ	0.08
u	u	4.878
u	ɪ	5.667
u_ʃ	ɪ	0.0
ũ	v_i_ɖː	0.0
v	v	0.111
v	bː	3.757
w	w	1.014
w	l	2.52
w	-	2.788
w	l_ɪ	2.802
w	lː	4.563
w̃	n_ʊ	0.848
w̃	n_ɪ	1.17
z	-	0.0
ɐ	a	0.08
ɐ	n_a	4.205
ɡ	ɡ	1.217
ɡ	k	1.345
ɡ	-	2.504
ɦ	ɾ	0.0
ɦ_n	ɾ_n	0.0
ɾ	ɾ	0.708
ɾ	r	1.968
ɾ	ɽ	2.917
ɾ_i	ɾ_ʊ	0.0
ɾ_ɐ	ɾ_a	0.0
ɾ_ˈe	ɾ	0.0
ɾ_ˈɐ̃	r_ˈa	0.0
ʃ	ɪ	0.491
ʃ	ç	1.793
ʃ_t	s_t	0.0
ʎ	ɟː	0.825
ʎ	cː	1.199
ʒ	j	0.85
ʒ	ʤ	2.091
ʒ	-	2.247
ʤ	-	0.0
ʧ	t	0.0
ˈa	ˈa	0.143
ˈa	l_ˈa	3.402
ˈa_d	ˈa_t	0.0
ˈe	ˈi	1.272
ˈe	ˈɛ	1.783
ˈe	ɪ	3.224
ˈe	ˈe	3.618
ˈe	-	3.871
ˈe	ɾ	4.696
ˈe_j	ˈi_n	0.0
ˈẽ	ˈi	1.023
ˈẽ	ˈɛ_n	1.481
ˈẽ	ˈɛ	2.742
ˈi	ˈi	0.257
ˈi	-	2.614
ˈi_ɡ	ˈi_k	0.0
ˈĩ	ˈi	1.013
ˈĩ	ˈi_ŋ	1.891
ˈĩ	ˈi_n	2.091
ˈĩ_j̃	ˈi_n	0.0
ˈo	ˈɔ	0.773
ˈo	ˈu	1.269
ˈo_d	ˈu_tː	0.0
ˈo_ɡ	ˈɔ_k	0.0
ˈõ	ˈɔ	1.638
ˈõ	ˈu	1.692
ˈõ	ˈo	1.924
ˈõ	ˈɔ_n	3.239
ˈu	ˈu	0.0
ˈũ	ˈu	0.0
ˈɐ̃	ˈa	0.494
ˈɐ̃	ˈa_n	2.302
ˈɐ̃	ˈu	3.524
ˈɔ	ˈu	0.792
ˈɔ	ˈɔ	1.243
ˈɛ	ˈɛ	0.127
ˈɛ	ˈi	3.568
