Phone1	PhonEnv	Phone2	Surprisal
a	<|S|	a	0.773
a	<|S|	ɛ	2.55
a	<|S|	-	3.773
a	<|S|	aː	3.773
a	<|S|	l̩	4.358
a	<|S|	o	4.358
a	<|S|#	a	0.385
a	<|S|#	ɛ	3.212
a	<|S|#	-	4.296
a	<|S|#	o	4.48
a	<|S|>	a	1.495
a	<|S|>	ɛ	1.994
a	<|S|>	aː	2.803
a	<|S|>	-	3.299
a	<|S|>	l̩	3.388
a	<|S|>	o	4.215
a	<|S|>_A	a	1.194
a	<|S|>_A	aː	1.974
a	<|S|>_A	ɛ	3.131
a	<|S|>_A	-	3.401
a	<|S|>_A	o	3.478
a	<|S|>_N	ɛ	1.733
a	<|S|>_N	-	1.83
a	<|S|>_N	aː	1.83
a	<|S|>_N	a	3.095
a	<|S|>_N_A	aː	0.242
a	<|S|>_N_A	a	3.358
a	<|S|A	a	1.164
a	<|S|A	aː	2.039
a	<|S|A	ɛ	3.087
a	<|S|A	-	3.422
a	<|S|A	o	3.52
a	<|S|N	ɛ	1.773
a	<|S|N	-	1.898
a	<|S|N	aː	1.898
a	<|S|N	a	2.773
a	<|S|N_A	aː	0.296
a	<|S|N_A	a	3.095
a	F_<|S|	a	0.158
a	F_<|S|	ɛ	4.55
a	F_<|S|>	a	0.125
a	F_<|S|>_A	a	0.103
a	F_<|S|A	a	0.125
a	F|S|	a	0.215
a	F|S|	ɛ	4.135
a	F|S|>	a	0.158
a	F|S|>	ɛ	4.55
a	F|S|>_A	a	0.125
a	F|S|A	a	0.158
a	F|S|A	ɛ	4.55
a	|S|#	a	0.423
a	|S|#	ɛ	3.122
a	|S|#	-	4.228
a	|S|#	o	4.466
a	|S|>	a	1.395
a	|S|>	ɛ	2.046
a	|S|>	aː	2.884
a	|S|>	-	3.344
a	|S|>	l̩	3.469
a	|S|>	o	4.23
a	|S|>_A	a	1.164
a	|S|>_A	aː	2.039
a	|S|>_A	ɛ	3.087
a	|S|>_A	-	3.422
a	|S|>_A	o	3.52
a	|S|>_N	ɛ	1.773
a	|S|>_N	-	1.898
a	|S|>_N	aː	1.898
a	|S|>_N	a	2.773
a	|S|>_N_A	aː	0.296
a	|S|>_N_A	a	3.095
a	|S|A	a	1.115
a	|S|A	aː	2.156
a	|S|A	ɛ	3.017
a	|S|A	-	3.457
a	|S|A	o	3.592
a	|S|N	ɛ	1.841
a	|S|N	-	2.02
a	|S|N	aː	2.02
a	|S|N	a	2.358
a	|S|N_A	aː	0.38
a	|S|N_A	a	2.773
a	|S|N_A	ɛ	4.55
a_k	<|S|	k_iː	0.363
a_k	<|S|#	k_iː	0.415
a_k	|S|#	k_iː	0.363
a_n	<|S|	m̩	0.0
a_n	<|S|#	m̩	0.0
a_n	|S|#	m̩	0.0
a_r	<|S|	r_iː	0.0
a_r	<|S|#	r_iː	0.0
a_r	|S|#	r_iː	0.0
aː	<|S|	-	1.263
aː	<|S|	aː	1.263
aː	<|S|#	-	3.0
aː	<|S|#	aː	3.0
aː	<|S|>	-	1.163
aː	<|S|>	aː	1.163
aː	<|S|>_A	-	0.786
aː	<|S|>_A	aː	1.252
aː	<|S|>_N	-	0.152
aː	<|S|>_N	aː	3.322
aː	<|S|>_N_A	-	0.126
aː	<|S|>_N_A	aː	3.585
aː	<|S|A	-	0.798
aː	<|S|A	aː	1.234
aː	<|S|N	-	0.193
aː	<|S|N	aː	3.0
aː	<|S|N_A	-	0.152
aː	<|S|N_A	aː	3.322
aː	|S|#	-	2.585
aː	|S|#	aː	2.585
aː	|S|>	-	1.144
aː	|S|>	aː	1.144
aː	|S|>_A	-	0.798
aː	|S|>_A	aː	1.234
aː	|S|>_N	-	0.193
aː	|S|>_N	aː	3.0
aː	|S|>_N_A	-	0.152
aː	|S|>_N_A	aː	3.322
aː	|S|A	-	0.819
aː	|S|A	aː	1.206
aː	|S|N	-	0.263
aː	|S|N	aː	2.585
aː	|S|N_A	-	0.193
aː	|S|N_A	aː	3.0
aː_̂	<|S|	a	0.0
aː_̂	<|S|#	a	0.0
aː_̂	<|S|>	a	0.0
aː_̂	<|S|>_A	a	0.0
aː_̂	<|S|A	a	0.0
aː_̂	|S|#	a	0.0
aː_̂	|S|>	a	0.0
aː_̂	|S|>_A	a	0.0
aː_̂	|S|A	a	0.0
aː_̌	<|S|	a	0.0
aː_̌	<|S|>	a	0.0
aː_̌	<|S|>_A	a	0.0
aː_̌	<|S|>_R	a	0.0
aː_̌	<|S|>_R_A	a	0.0
aː_̌	<|S|A	a	0.0
aː_̌	<|S|R	a	0.0
aː_̌	<|S|R_A	a	0.0
aː_̌	|S|>	a	0.0
aː_̌	|S|>_A	a	0.0
