Phone1	Phone2	Surprisal
a	-	0.604
a	ɛ	1.548
a_ˀ	aː	0.399
a_ˀ	a	2.048
a_̌	ɛ	0.0
aː	-	0.0
b	b	0.102
b	b̥	3.867
d	d	1.186
d	-	1.837
d	d̥	2.634
d	t	3.065
e	ɛ	1.042
e	-	1.711
e	a	2.739
e	i	4.081
e_̂	æ	0.0
eː	ɛ_ʃ	0.0
ẽ	-	0.0
ẽː_ʦ	e	0.0
i	iɛ̯	0.691
i	iː	1.393
ĭ	i	1.091
ĭ	s	1.924
ĭ	-	2.353
ĭ	ɛ	3.81
ĭ_ˀ	i	0.0
ĭ_̂	i	0.0
k	k	0.0
l	l	0.254
l	-	2.629
l_o	l̩	0.0
m	m	0.245
m	ɲ	2.678
n	n	0.432
n	-	1.951
o	a	1.485
o	-	1.68
o	aː	2.411
o	s	2.808
o_̂	a	0.0
oː_̂	a	0.0
õː	uɔ̯	0.0
õː_̂	uɔ̯	0.0
õː_̌	uɔ̯	0.0
p	p	0.0
r	r	0.233
r	r_k	3.459
r	r̩	4.109
s	s	0.552
s	-	1.653
t	t	0.202
t	-	2.937
t_ĭ	i	0.0
u	u_ʃ	0.0
uː_̂	au̯	0.0
ŭ	s	0.846
ŭ	-	1.649
ŭ	i	3.737
ŭ	u_s	4.322
ŭ_k	s	0.0
ŭ_̂	i	0.0
v	v	0.0
x	s	0.0
z	z	0.526
z	z̥	1.71
ɛː	-	1.265
ɛː	iɛ̯	1.622
ɛː	ɛː	2.239
ɛː	ai̯	4.408
ɡ	ɡ	0.0
ɡ_ŭ	ɡ̊_s	0.0
ɨ_ˀ	uː	0.0
ɲ	u_n	0.0
ʃ	-	0.0
ʒ	ʣ	0.0
ʦ	-	0.0
ʧ	k	0.545
ʧ	ʧ	1.668
ˀ	-	0.0
̂	-	0.0
̌	-	0.0
