Latin	Latin	probability
ˈɛ_n	ˈe_ŋ	1.0
ˈyː	ˈi	1.0
ˈu	-	1.0
ˈoː_r	ˈo_r	1.0
ˈoe̯	ˈe	1.0
ˈiː	ˈi	1.0
ˈi	ˈi	1.0
ˈe	ˈi	1.0
ˈaː	ˈa	1.0
ˈau̯	ˈɔ	1.0
ˈae̯	j	1.0
ˈa	ˈa	1.0
ʊ̃ː_#>	#>	1.0
ʊ̃ː	o	1.0
ʊ̃	o	1.0
ʊ_ɫ	ʤ	1.0
ʊ_s	o	1.0
ɫ_ˈa	j_ˈa	1.0
ɫ_ɛ̃ː	l	1.0
ɪ̃	z_e	1.0
ɪ_k	e_ɡ	1.0
ɡʷ	ɡ_w	1.0
ɛ̃ː	o	1.0
ɛ_r	r	1.0
ɔ_r	o_r	1.0
ɔ	o	1.0
ŋ	ŋ	1.0
uː	-	1.0
u	-	1.0
tː	t	1.0
t_r	r	1.0
t_i	θ	1.0
t_ãː	d_a	1.0
sː	s	1.0
s_i	z	1.0
s_#>	#>	1.0
rː	r	1.0
r_ʊ̃ː	r_o	1.0
p_t	t	1.0
o	-	1.0
nː	n	1.0
n_ʊ̃ː_#>	ŋ_#>	1.0
n_i	ɲ	1.0
mː	m	1.0
lʲː	l	1.0
lʲ_i	j	1.0
kː	k	1.0
k_ʊ̃ː	ɡ_o	1.0
k_ʊ	ʧ	1.0
k_ɫ	ʧ	1.0
k_ɛ̃ː_#>	s_#>	1.0
k_ɛ	e	1.0
k_t	t	1.0
k_i	θ	1.0
k_a	k_a	1.0
j	-	1.0
ĩː	i_ŋ	1.0
iː	i	1.0
f	f	1.0
eː	-	1.0
e	-	1.0
d_ʊ̃ː	t	1.0
b_ɛ	v_e	1.0
b	b	1.0
ãː	a	1.0
aː	a	1.0
au̯	-	1.0
ae̯	-	1.0
<#_ˈɪ	<#_ˈe	1.0
<#_ˈɔ	<#_ˈɔ	1.0
<#_ˈa	<#_ˈa	1.0
<#_ɫ	<#_l	1.0
<#_ɡ	<#_ɡ	1.0
<#_t	<#_t	1.0
<#_r	<#_r	1.0
<#_n	<#_n	1.0
<#_h	<#	1.0
<#_d	<#_d	1.0
r	r	0.926
ɛ_#>	#>	0.909
s	s	0.886
ˈɪ	ˈe	0.833
ˈeː	ˈe	0.833
w	v	0.833
m	m	0.833
ˈʊ	ˈo	0.8
ˈɛ	ˈɛ	0.788
ˈoː	ˈo	0.778
ɛ̃ː_#>	#>	0.767
ˈuː	ˈu	0.727
t_ɛ̃ː_#>	t_#>	0.714
i	-	0.714
ɛ	e	0.667
p	p	0.667
lʲ	l	0.667
kʷ	k_w	0.667
t	t	0.655
n	n	0.634
ɫ	l	0.619
ʊ	-	0.6
a	a	0.562
ˈɔ	ˈo	0.56
k	k	0.551
d	d	0.538
oː	o	0.5
oː	-	0.5
d	-	0.462
ˈɔ	ˈɔ	0.44
ɡ	ð	0.438
ɡ	-	0.438
ɪ	-	0.435
ʊ	o	0.4
ɪ	e	0.391
lʲ	-	0.333
kʷ	θ	0.333
a	-	0.312
n	ŋ	0.293
t_ɛ̃ː_#>	#>	0.286
i	j	0.286
ˈuː	-	0.273
k	θ	0.245
ɫ	-	0.238
ɛ̃ː_#>	e_#>	0.233
ˈoː	ˈu	0.222
ɛ	-	0.222
ˈʊ	-	0.2
p	-	0.182
ɪ	ˈe	0.174
t	d	0.172
t	-	0.172
ˈɪ	-	0.167
ˈeː	-	0.167
w	-	0.167
m	-	0.167
ˈɛ	j_ˈe	0.152
p	v	0.152
ɫ	j	0.143
ɡ	ɡ	0.125
a	o	0.125
k	ɡ	0.122
ɛ	r	0.111
ɛ_#>	r_#>	0.091
k	-	0.082
n	ɲ	0.073
ˈɛ	-	0.061
s	z	0.057
s	e	0.057
