Phone1	Phone2	Surprisal
b	v	0.435
b	b	1.941
d	d	0.469
d	ɾ	1.85
e	ə	0.0
e̯ˈa	ˈe	0.973
e̯ˈa	ˈi	1.028
f	f	0.0
i	ə	0.361
i	i	2.781
i	-	3.721
j	j	1.022
j	-	1.256
j	ʤː	3.492
j_n	n	0.0
k	k	0.544
k	kː	1.762
k	ʧ	5.7
kʲ	p	0.0
l	-	0.0
m	m	0.56
m	mː	2.485
m	-	2.804
n	n	0.148
n	nː	3.358
n_ʦ	ŋ_k	0.0
o̯ˈa	ˈo	1.0
o̯ˈa	ˈɔ	1.0
p	p	0.0
p_l	k_j	0.0
p_t	tː	0.0
r	ɾ	0.647
r	l	2.804
r	r	3.433
r	-	3.646
r	rː	4.452
s	s	0.317
s	ʃ	2.343
t	t	0.399
t	-	2.049
u	ə	0.574
u	u	1.608
v	v	0.0
w	v	0.559
w	-	1.638
z	d	0.572
z	ʦː	1.612
ŋ	-	0.0
ɔ	ˈa	0.0
ə	ə	0.0
ɡ	ɡ	0.95
ɡ	-	1.052
ɲ	ɲ	0.0
ʃ	-	0.0
ʎ	ʎː	0.766
ʎ	j	1.28
ʎ_u	j_ə	0.0
ʒ	ʤ	0.0
ʤ	ɲː	0.0
ʦ	ʃ	0.638
ʦ	dː	2.438
ʦ	t	2.533
ʧ	-	0.0
ˈa	ˈa	0.887
ˈa	ˈɛ	1.123
ˈe	ˈe	1.798
ˈe	j_ˈɛ	1.851
ˈe	ˈɛ	2.129
ˈe	ˈi	2.275
ˈi	ˈi	0.97
ˈi	j_ˈɛ	2.616
ˈi	ˈe	2.616
ˈi	ˈɛ	2.616
ˈi_ʦ	ʦ	0.0
ˈo	w_ˈɔ	1.436
ˈo	ˈu	1.666
ˈo	ˈɔ	1.666
ˈu	ˈu	0.751
ˈu	ˈo	2.008
ˈu	ˈɔ	2.672
ˈɔ	ˈa	0.0
