Phone1	Phone2	Surprisal
a	ˈa	1.631
a	j	1.66
a	a	1.717
a	-	4.149
a_ʁ	j	0.0
b	b	0.3
b	-	2.412
d	d	0.81
d	d_e	1.219
e	ˈa	0.697
e	-	1.385
f	f	0.0
i	ˈi	0.686
i	j	2.996
i	j_ˈɛ	3.107
i	ˈɛ	3.336
i	i	4.721
j	j	0.956
j	d_l	2.363
j	-	2.781
j	ˈɛ	2.79
k	k	0.0
l	l	0.11
l	l_ˈo	3.772
m	m	0.0
n	n	0.0
o	ˈɛ_l	1.242
o	ˈa_w	1.504
o	ˈɔ_s	2.154
p	p	0.0
s	s	0.853
s	ʧ	2.342
s	ʨ	2.96
s	-	4.03
s	s_e	4.646
s	ʦ_a	5.682
t	t	0.888
t	s_t	2.033
t	t_e	2.216
t_ʁ	ʃ_e	0.0
u	ˈo	1.701
u	o	2.281
u	-	2.698
u	ˈu	2.769
u	ˈo_s	3.427
u	ˈo_w	3.427
v	v	0.21
v	-	3.252
v	ʒ_ɡ	5.034
w	ˈe	0.788
w	-	2.248
w	ˈo	2.248
w_a	ˈe	0.0
y	ˈu	0.0
z	ʒ	0.0
ø	ˈɛ_k	0.805
ø	ˈɛ	1.226
œ	w_ˈɛ	0.827
œ	w	1.958
œ	ˈo	2.483
ɑ̃	ˈɛ_n	1.291
ɑ̃	n	2.472
ɑ̃	ˈa_ŋ	2.483
ɑ̃	ˈa	3.099
ɑ̃	a_n	3.115
ɔ	ˈɔ	0.577
ɔ	o	1.601
ɔ̃	ˈo_n	0.737
ɔ̃	-	2.322
ɔ̃	ˈɔ_n	2.322
ə	e	0.784
ə	a	1.255
ɛ	ˈe	1.297
ɛ	ˈɛ	1.954
ɛ	ˈa	2.312
ɛ	-	4.24
ɛ	e	4.386
ɛ	ˈɛ_ʃ	4.931
ɛ_ʁ	ˈɛ_r	0.0
ɛ̃	n	1.674
ɛ̃	ˈa_n	2.098
ɛ̃	ˈi_n	2.098
ɛ̃	ɲ	2.907
ɛ̃	ˈa	3.538
ɡ	ɡ	0.0
ɥ	w	0.0
ɥ_i	ˈɔ	0.0
ɲ	ɲ	0.0
ʁ	r	0.258
ʁ	e	3.861
ʁ	e_r	4.362
ʁ	v_e	4.437
ʁ_w	r_ˈe	0.0
ʃ	ʨ	0.0
ʒ	ʒ	0.623
ʒ	-	1.512
