Latin	Latin	probability
ˈʊ_p	ˈo_β	1.0
ˈɪ_kː	ˈe_k	1.0
ˈɪ_k	ˈe	1.0
ˈɛ̃ː	ˈe_ŋ	1.0
ˈɔ_n	ˈo_n	1.0
ˈuː	ˈu	1.0
ˈu	ˈo	1.0
ˈoː_t	ˈo	1.0
ˈoe̯	ˈe	1.0
ˈĩː	ˈi	1.0
ˈiː_lʲ	ˈi	1.0
ˈi	ˈi	1.0
ˈeː_ɡ	ˈe_j	1.0
ˈeː_n	ˈe_n	1.0
ˈeː	ˈe	1.0
ˈe	j_ˈo	1.0
ˈau̯_r	ˈo_ɾ	1.0
ˈau̯	ˈo	1.0
ˈae̯	j	1.0
ˈa_tː	ˈa_t	1.0
ˈa_k	ˈa_ɣ	1.0
ʊ_ɫ	ʝ	1.0
ɪ̃	-	1.0
ɡʷ	ɡ	1.0
ɛ̃ː_#>	#>	1.0
ŋ_k	n	1.0
ŋ	ŋ	1.0
w_ɛ̃ː	β_e	1.0
w_ɛ	b_e	1.0
uː	u	1.0
u	-	1.0
tː	t	1.0
tʰ	ð	1.0
t_r	ð_ɾ	1.0
t_i	θ	1.0
s_i	θ	1.0
s_#>	s_#>	1.0
rː	ˈe_r	1.0
r_ˈaː	ɾ_ˈa	1.0
r_ʊ̃ː	ɾ_u	1.0
r_t	ɾ_t	1.0
r_n	ɾ_n	1.0
r_m	ɾ_m	1.0
r_k	ɾ_k	1.0
r_ãː	ɾ_a	1.0
r_#>	e_#>	1.0
p_ɫ	ʎ	1.0
o	o	1.0
nː	ɲ	1.0
n_ɛ̃ː	ŋ	1.0
n_e	ɲ	1.0
n_a	n_u	1.0
mː	m	1.0
m	m	1.0
lʲ_ˈɪ	ʎ_ˈe	1.0
lʲ_i	ʝ	1.0
lʲ	ʎ	1.0
kː	k	1.0
k_ʊ̃ː	ˈe_u	1.0
k_ʊ	ˈe	1.0
k_ɫ	ʎ	1.0
k_ɪ	θ_e	1.0
k_ɛ̃ː	ˈe_θ	1.0
k_ɛ	ˈe	1.0
k_t	ʧ	1.0
k_r	k_ɾ	1.0
k_a	k_a	1.0
j	ʃ	1.0
i_ʊ̃ː	u	1.0
i_ãː	a	1.0
fː	-	1.0
f	f	1.0
d_r	d_ɾ	1.0
d_i	ʝ	1.0
ãː	a	1.0
ae̯	-	1.0
a	a	1.0
<#_ˈɪ	<#_ˈe	1.0
<#_ɫ	<#_ʎ	1.0
<#_t	<#_t	1.0
<#_s	<#_s	1.0
<#_r	<#_r	1.0
<#_n	<#_n	1.0
<#_m	<#_m	1.0
<#_k	<#_k	1.0
<#_h	<#	1.0
<#_au̯	<#_o	1.0
<#_a	<#_a	1.0
<#	<#_ɡ	1.0
ʊ̃ː	u	0.975
ɛ_#>	#>	0.952
ˈaː	ˈa	0.941
ˈa	ˈa	0.938
ˈiː	ˈi	0.917
ɛ̃ː	e	0.913
ˈoː	ˈo	0.875
r	ɾ	0.862
s	s	0.852
ˈɪ	ˈe	0.833
aː	a	0.8
p	p	0.791
ɔ	o	0.786
n	n	0.78
<#_ˈa	<#_ˈa	0.75
<#_ɡ	<#_ɡ	0.714
ɫ	l	0.706
ˈʊ	ˈo	0.667
ɪ	-	0.647
ɛ̃	-	0.6
i	-	0.6
ɡ	-	0.583
ʊ	-	0.556
t	t	0.553
b	b	0.542
d	d	0.538
ɛ_r	ˈe_ɾ	0.5
ɛ_r	ɾ	0.5
ɛ	e	0.5
lʲː	ˈe_ʎ	0.5
lʲː	ʎ	0.5
eː	e	0.5
eː	-	0.5
e	e	0.5
e	-	0.5
d	-	0.462
b	β	0.458
oː	o	0.455
ˈɔ	w_ˈe	0.448
w	b	0.448
ʊ	u	0.444
sː	ʃ	0.429
iː	i	0.429
ɡ	ʃ	0.417
ɛ̃	e	0.4
i	ɾ	0.4
ɛ	-	0.389
ˈɛ	ˈe	0.382
ˈɔ	w	0.379
k	θ	0.371
ˈɛ	j	0.353
ɪ	e	0.353
ˈʊ	ˈu	0.333
kʷ	k	0.333
t	ð	0.298
sː	ˈe_s	0.286
sː	s	0.286
iː	o_s	0.286
iː	-	0.286
<#_ɡ	<#	0.286
oː	u	0.273
oː	e	0.273
ˈɛ	j_ˈe	0.265
<#_ˈa	<#	0.25
k	ɣ	0.229
kʷ	θ	0.222
kʷ	ɣ_w	0.222
kʷ	k_w	0.222
ɔ	-	0.214
k	k	0.2
aː	-	0.2
ˈɔ	ˈo	0.172
w	β	0.172
ˈɪ	ˈi	0.167
k	-	0.143
w	ˈe_β	0.138
ˈoː	o	0.125
n	ɲ	0.122
ɫ	ʝ	0.118
ɫ	-	0.118
p	β	0.116
ɛ	ɾ	0.111
t	-	0.106
w	b_j	0.103
p	-	0.093
ɛ̃ː	l	0.087
ˈiː	i	0.083
s	θ	0.074
s	-	0.074
w	j	0.069
w	-	0.069
ˈa	a	0.062
ˈaː	ð	0.059
ɫ	ʎ	0.059
k	ɡ	0.057
