Phone1	PhonEnv	Phone2	Surprisal
a	#|S|	-	2.415
a	#|S|	ˈɔ	2.778
a	#|S|>	-	2.83
a	#|S|>	ˈɔ	3.193
a	#|S|>_N	-	3.152
a	#|S|>_N	ˈɔ	3.515
a	#|S|>_R	-	3.152
a	#|S|>_R	ˈɔ	3.515
a	#|S|N	-	2.83
a	#|S|N	ˈɔ	3.193
a	#|S|R	-	2.83
a	#|S|R	ˈɔ	3.193
a	<|S|	-	1.226
a	<|S|	ˈɔ	1.589
a	<|S|#	ˈɔ	2.093
a	<|S|#	-	2.83
a	<|S|>	-	1.012
a	<|S|>	ˈɔ	1.53
a	<|S|>_N	ˈɔ	1.037
a	<|S|>_N	-	3.152
a	<|S|>_R	-	0.964
a	<|S|>_R	ˈɔ	1.037
a	<|S|N	ˈɔ	1.046
a	<|S|N	-	2.83
a	<|S|R	-	0.956
a	<|S|R	ˈɔ	1.046
a	F_<|S|	-	0.167
a	F_<|S|	ˈɔ	3.193
a	F_<|S|>	-	0.132
a	F_<|S|>	ˈɔ	3.515
a	F|S|	-	0.227
a	F|S|	ˈɔ	2.778
a	F|S|>	-	0.167
a	F|S|>	ˈɔ	3.193
a	|S|#	ˈɔ	1.96
a	|S|#	-	2.415
a	|S|>	-	1.157
a	|S|>	ˈɔ	1.645
a	|S|>_N	ˈɔ	1.476
a	|S|>_N	-	2.83
a	|S|>_R	-	1.608
a	|S|>_R	ˈɔ	1.752
a	|S|N	ˈɔ	1.442
a	|S|N	-	2.415
a	|S|R	-	1.497
a	|S|R	ˈɔ	1.678
a_s	<|S|	iː	0.0
a_s	<|S|#	iː	0.0
a_s	|S|#	iː	0.0
ai̯	<|S|	ˈɛ	0.263
ai̯	<|S|>	ˈɛ	0.3
ai̯	<|S|>_N	ˈɛ	0.0
ai̯	<|S|N	ˈɛ	0.0
ai̯	|S|>	ˈɛ	0.263
ai̯	|S|>_N	ˈɛ	0.0
ai̯	|S|N	ˈɛ	0.0
ai̯ˀ	#|S|	j_ˈɛ	0.0
ai̯ˀ	#|S|>	j_ˈɛ	0.0
ai̯ˀ	#|S|>_N	j_ˈɛ	0.0
ai̯ˀ	#|S|N	j_ˈɛ	0.0
ai̯ˀ	|S|>	j_ˈɛ	0.0
ai̯ˀ	|S|>_N	j_ˈɛ	0.0
ai̯ˀ	|S|N	j_ˈɛ	0.0
au̯	<|S|	ˈu	0.363
au̯	<|S|>	ˈu	0.415
au̯	<|S|>_F	ˈu	2.322
au̯	<|S|F	ˈu	2.0
au̯	|S|>	ˈu	0.363
au̯	|S|>_F	ˈu	2.0
au̯	|S|F	ˈu	1.585
aː	<|S|	ˈa	0.0
aː	<|S|>	ˈa	0.0
aː	|S|>	ˈa	0.0
aːˀ	<|S|	a	0.09
aːˀ	<|S|#	a	0.102
aːˀ	|S|#	a	0.09
á	<|S|	-	1.144
á	<|S|	ˈɔ	1.729
á	<|S|	ʊ̯ˈɔ	2.729
á	<|S|>	-	1.163
á	<|S|>	ˈɔ	1.748
á	<|S|>	ʊ̯ˈɔ	2.748
á	<|S|>_N	-	0.152
á	<|S|>_N	ˈɔ	3.907
á	<|S|>_N	ʊ̯ˈɔ	4.907
á	<|S|>_R	-	3.322
á	<|S|>_R	ˈɔ	3.907
á	<|S|>_R	ʊ̯ˈɔ	4.907
á	<|S|N	-	0.193
á	<|S|N	ˈɔ	3.585
á	<|S|N	ʊ̯ˈɔ	4.585
á	<|S|R	-	3.0
á	<|S|R	ˈɔ	3.585
á	<|S|R	ʊ̯ˈɔ	4.585
á	F_<|S|	-	0.193
á	F_<|S|	ˈɔ	3.585
á	F_<|S|	ʊ̯ˈɔ	4.585
á	F_<|S|>	-	0.152
á	F_<|S|>	ˈɔ	3.907
á	F_<|S|>	ʊ̯ˈɔ	4.907
á	F|S|	-	0.263
á	F|S|	ˈɔ	3.17
á	F|S|	ʊ̯ˈɔ	4.17
á	F|S|>	-	0.193
á	F|S|>	ˈɔ	3.585
á	F|S|>	ʊ̯ˈɔ	4.585
á	|S|>	-	1.144
á	|S|>	ˈɔ	1.729
á	|S|>	ʊ̯ˈɔ	2.729
á	|S|>_N	-	0.193
á	|S|>_N	ˈɔ	3.585
á	|S|>_N	ʊ̯ˈɔ	4.585
á	|S|>_R	-	3.0
á	|S|>_R	ˈɔ	3.585
á	|S|>_R	ʊ̯ˈɔ	4.585
á	|S|N	-	0.263
á	|S|N	ˈɔ	3.17
á	|S|N	ʊ̯ˈɔ	4.17
á	|S|R	-	2.585
á	|S|R	ˈɔ	3.17
á	|S|R	ʊ̯ˈɔ	4.17
á_rˀ	#|S|	r_ˈa	0.0
á_rˀ	#|S|>	r_ˈa	0.0
á_rˀ	<|S|	r_ˈa	0.0
á_rˀ	<|S|<	r_ˈa	0.0
á_rˀ	|S|<	r_ˈa	0.0
á_rˀ	|S|>	r_ˈa	0.0
á_s	<|S|	iː	0.0
á_s	<|S|#	iː	0.0
á_s	|S|#	iː	0.0
ái̯	<|S|	ˈɛ	0.0
ái̯	<|S|>	ˈɛ	0.0
ái̯	|S|>	ˈɛ	0.0
áːˀ	#|S|	ˈa	0.363
áːˀ	#|S|	a	2.17
áːˀ	#|S|>	ˈa	0.263
áːˀ	#|S|>	a	2.585
áːˀ	<|S|	a	0.585
áːˀ	<|S|	ˈa	1.848
áːˀ	<|S|#	a	0.126
áːˀ	<|S|#	ˈa	3.585
áːˀ	<|S|>	ˈa	0.631
áːˀ	<|S|>	a	2.585
áːˀ	<|S|>_N	ˈa	0.206
áːˀ	<|S|>_N	a	2.907
áːˀ	<|S|>_R	ˈa	0.206
áːˀ	<|S|>_R	a	2.907
áːˀ	<|S|N	ˈa	0.263
áːˀ	<|S|N	a	2.585
áːˀ	<|S|R	ˈa	0.263
áːˀ	<|S|R	a	2.585
áːˀ	|S|#	a	0.17
áːˀ	|S|#	ˈa	3.17
áːˀ	|S|>	ˈa	0.634
áːˀ	|S|>	a	2.17
áːˀ	|S|>_N	ˈa	0.263
áːˀ	|S|>_N	a	2.585
áːˀ	|S|>_R	ˈa	0.263
áːˀ	|S|>_R	a	2.585
áːˀ	|S|N	ˈa	0.363
áːˀ	|S|N	a	2.17
áːˀ	|S|R	ˈa	0.363
áːˀ	|S|R	a	2.17
b	#|S|	b	0.0
b	#|S|<	b	0.0
b	#|S|<_F	b	0.0
b	#|S|F	b	0.0
b	>|S|	b	0.0
b	>|S|<	b	0.0
b	>|S|<_R	b	0.0
b	>|S|R	b	0.0
b	F_>|S|	b	0.0
b	F_>|S|<	b	0.0
b	F_>|S|<_R	b	0.0
b	F_>|S|R	b	0.0
b	F|S|	b	0.0
b	F|S|<	b	0.0
b	F|S|<_R	b	0.0
b	F|S|R	b	0.0
b	|S|<	b	0.0
b	|S|<_F	b	0.0
b	|S|<_R	b	0.0
b	|S|F	b	0.0
b	|S|R	b	0.0
d	#|S|	d	2.585
d	#|S|	d̥	2.585
d	#|S|<	d	3.0
d	#|S|<	d̥	3.0
d	#|S|<_F	d	3.322
d	#|S|<_F	d̥	3.322
d	#|S|F	d	3.0
d	#|S|F	d̥	3.0
d	>|S|	d	1.0
d	>|S|	d̥	1.0
d	>|S|<	d	1.0
d	>|S|<	d̥	1.0
d	>|S|<_F	d	0.152
d	>|S|<_F	d̥	3.322
d	>|S|<_R	d	0.152
d	>|S|<_R	d̥	3.322
d	>|S|F	d	0.193
d	>|S|F	d̥	3.0
d	>|S|R	d	0.193
d	>|S|R	d̥	3.0
d	F_>|S|	d̥	0.193
d	F_>|S|	d	3.0
d	F_>|S|<	d̥	0.152
d	F_>|S|<	d	3.322
d	F|S|	d̥	0.263
d	F|S|	d	2.585
d	F|S|<	d̥	0.193
d	F|S|<	d	3.0
d	|S|<	d	1.585
d	|S|<	d̥	1.585
d	|S|<_F	d	1.234
d	|S|<_F	d̥	3.0
d	|S|<_R	d	0.193
d	|S|<_R	d̥	3.0
d	|S|F	d	1.206
d	|S|F	d̥	2.585
d	|S|R	d	0.263
d	|S|R	d̥	2.585
d_a	>|S|	d̥	0.0
d_a	>|S|>	d̥	0.0
d_a	F_>|S|	d̥	0.0
d_a	F_>|S|>	d̥	0.0
d_a	F|S|	d̥	0.0
d_a	F|S|>	d̥	0.0
d_a	|S|>	d̥	0.0
d_i	>|S|	ɪ̯a	0.0
d_i	>|S|>	ɪ̯a	0.0
d_i	F_>|S|	ɪ̯a	0.0
d_i	F_>|S|>	ɪ̯a	0.0
d_i	F|S|	ɪ̯a	0.0
d_i	F|S|>	ɪ̯a	0.0
d_i	|S|>	ɪ̯a	0.0
