Phone1	Phone2	Surprisal
b	b	0.039
b	pʰ	5.242
d	d	1.259
d	tʰ	1.762
d	ð	2.813
d	t	3.842
d	ɾ	4.536
d	tʲ	4.956
d_ə	ɾ	0.0
d̥	t	0.872
d̥	ɾ	1.14
eː	n	0.0
f	f	0.326
f	p	2.306
h	h	0.0
j	-	0.508
j	j	1.752
k	kʰ	0.915
k	k	2.343
k	-	2.463
k	ç	3.454
l	l	0.117
l	l_ə	3.684
l_d̥	lʲ	0.0
m	m	0.0
n	n	0.183
n	-	3.708
n	nʲ	4.543
n_d̥	nʲ	0.0
n_s	s	0.0
p	p	0.0
s	s	0.803
s	t	1.654
s	d	3.738
s	ʃ	4.88
t	t	0.0
x	x	0.809
x	k	1.22
ç	k	0.835
ç	ç	1.746
ç	ŋ	2.824
ŋ	ŋ	0.0
ɑ	ɐ	0.234
ɑ	ʁ̥	2.738
ə	ə	0.767
ə	n	2.532
ə	ə_n	3.032
ə	-	3.093
ɡ	ɡ	0.329
ɡ	-	2.292
ɡ̊	ç	0.927
ɡ̊	-	1.747
ɡ̊	ɣ̥	2.504
ɣ	-	0.0
ɪ	ɪ	0.848
ɪ	-	1.17
ɾ	r	0.312
ɾ	ʁ̥	2.91
ɾ	-	4.03
ʃ	s	0.816
ʃ	s_k	1.426
ʃ	ʃ	4.063
ʋ	v	0.292
ʋ	-	2.449
ʦ	tʰ	0.764
ʦ	t	1.283
ˈa	ˈa	1.933
ˈa	ˈɔː	2.035
ˈa	ˈuː	2.863
ˈa	ˈœ	2.903
ˈa	ˈʊ	2.931
ˈa	-	3.444
ˈa_l	ˈua̯_l	0.0
ˈaɪ̯	ˈə	1.309
ˈaɪ̯	ˈiː	1.647
ˈaɪ̯	ˈyː	3.074
ˈaɪ̯	ˈɛ	3.659
ˈaɪ̯	ˈʏ	3.659
ˈaɪ̯_ʦ	aɪ̯	0.0
ˈaʊ̯	ˈʏ	0.791
ˈaʊ̯	-	1.969
ˈaʊ̯	ˈyː	2.585
ˈaː	-	1.131
ˈaː	ˈuː_ɐ	1.716
ˈaː	r	2.064
ˈeː	-	1.042
ˈeː	ˈiː	2.161
ˈeː	ˈeː	2.365
ˈeː	ˈiː_n	3.374
ˈiː	-	1.667
ˈiː	ˈɛ	1.686
ˈiː	ˈiː	2.59
ˈiː	ˈøː	3.236
ˈiː	ˈeː	3.293
ˈoː	ˈua̯	1.315
ˈoː	ˈuː	1.816
ˈoː	ˈeː	2.671
ˈoː	ˈɔː	2.671
ˈoː_f	p	0.0
ˈuː	ˈɔ	1.737
ˈuː	ˈʊ	1.737
ˈuː	-	2.322
ˈuː	ˈœ	2.322
ˈɔ	-	1.585
ˈɔ	ˈɔ	1.585
ˈɔ	ˈʏ	1.585
ˈɔ_l	l	0.0
ˈɔː	-	0.985
ˈɔː	ˈoː	1.015
ˈɛ	ˈɛ	1.255
ˈɛ	-	1.297
ˈɛ	ˈeː	2.524
ˈɛː	ˈɛː	1.198
ˈɛː	-	1.569
ˈɛː	ˈaː	2.139
ˈɪ	ˈə	1.229
ˈɪ	ˈɛ	1.836
ˈɪ	ˈʊ	2.539
ˈɪ	-	3.711
ˈɪ	ˈeː	4.476
ˈʊ	ˈʊ	1.626
ˈʊ	ˈœ	2.189
ˈʊ	-	2.306
ˈʊ	ˈʏ	2.545
ˈʊ	ˈoː	3.589
