Phone1	Phone2	Surprisal
a	ˈa	0.825
a	e̯ˈa	1.959
a	ə	2.488
aœ̯	o̯ˈa	0.0
ã	n	1.477
ã	n_t	1.872
ã	ɨ_n	2.44
ã	ˈi_m	2.448
b	b	0.0
d	n_i	0.0
e	r_i	0.339
e	ˈa	2.254
ẽɪ̯̃	ˈi_n	1.125
ẽɪ̯̃	ˈɨ_n	1.348
ẽɪ̯̃	ˈɨ	2.749
f	f	1.005
f	ç	2.036
f	w	2.603
f	-	3.421
i	ˈi	0.943
i	i	2.222
i	j	2.807
i	ʦ_i	3.027
j	-	1.001
j	ʎ	1.989
j	k_ʎ	2.009
j_ɛ	ˈe	0.0
k	k	0.458
k	ʦ	2.534
k	k_o̯ˈa	3.328
l	l	1.091
l	r	1.647
l	ʎ	2.242
l_a	ʎ	0.0
m	m	0.376
m	ɲ	2.835
m	i_m	3.486
n	n	0.0
o	ˈo_s	0.0
oʊ̯	ˈa	1.665
oʊ̯	ˈa_l	1.964
oʊ̯	l	2.223
oʊ̯	ˈe_l	2.223
p	p	0.716
p	k	1.929
p	k_e̯ˈa	2.961
s	ʦ	1.458
s	s	1.593
s	ʃ	2.467
s	-	3.014
s_œ	s_i	0.0
t	t	0.0
u	ˈu	0.713
u	u	1.875
u	ˈo_j	3.092
v	-	1.904
v	p	1.969
v	j	2.17
v	v	2.17
v	z	4.935
v_w	t	0.0
w	-	1.585
w	e̯ˈa	1.585
w	i	2.585
w	i_d	2.585
w_ɛ	e̯ˈa	0.0
y	ˈu	0.0
æɛ̯	ˈa	1.663
æɛ̯	e̯ˈa	2.215
æɛ̯	ˈɨ	2.92
æɛ̯	-	2.935
æɛ̯	ˈa_t	3.796
æɛ̯	ˈe	3.796
æɛ̯	t_ˈi	4.013
æɛ̯_d	a_ʤ	0.0
øʏ̯	ˈo_k	0.442
øʏ̯	ə	1.922
œ	ˈo	1.269
œ	i	1.665
œ	-	1.891
ɑ	i	0.0
ɑɔ̯	ˈo	1.136
ɑɔ̯	r	1.876
ɑɔ̯	u	1.876
ɒ̃ʊ̯̃	ˈu_n	1.661
ɒ̃ʊ̯̃	-	1.718
ɒ̃ʊ̯̃	ˈu	2.332
ɒ̃ʊ̯̃	ˈu_ŋ	2.465
ɔ	-	0.453
ɔ	u	1.891
ɛ	ˈe	1.708
ɛ	e̯ˈa	1.732
ɛ	ˈa	2.761
ɛ	i	2.84
ɛ	r	3.244
ɛɪ̯	r_s	0.0
ɡ	ɡ	0.486
ɡ	-	1.805
ɥ	o̯ˈa_p	0.0
ɪ	ˈi	0.363
ɪ	-	2.17
ɲ	ɲ	0.0
ʁ	r	0.278
ʁ	i_r	3.522
ʁ	ə	4.409
ʁ	i	4.894
ʁ	u	7.021
ʃ	k	0.301
ʃ	k_ə	2.409
ʊ	ˈu_s	0.0
ʏ	-	0.0
ʒ	-	1.246
ʒ	ʣ	1.511
ʒ	ʤ	2.136
ʣ	ʣ	1.0
ʣ	ʣ_ˈə	1.0
ʦ	-	0.0
