Phone1	Phone2	Surprisal
a	ɐ	0.289
a	a	3.493
a	-	3.992
a	l_ɐ	5.071
a_n	ɐ_n	0.0
ă	-	0.0
b	v	0.786
b	b	1.251
d	d	0.0
e	e	0.0
f	f	0.0
i	-	0.414
i	i	2.003
j	j	1.016
j	-	1.493
j	j_ˈeə̯	2.734
k	k	1.077
k	ɡ	2.067
k	θ	2.786
k	-	2.814
k_a	k_ɐ	0.0
k_e	θ	0.0
k_i	θ	0.0
k_ɛ	z	0.0
k_ɾ	ʧ	0.0
l	l	0.0
l_a	l_ɐ	0.0
m	m	0.576
m	ŋ	2.219
m	m_b	3.13
n	n	0.393
n	ˈõũ̯	2.067
n_a	n_ɐ	0.0
n_ɛ	j̃	0.0
n_ʣ	ɲ	0.0
nː	ɲ	0.849
nː	n	1.168
nː_u	n_d	0.0
o	u	0.484
o	ɐ	1.812
p	p	0.444
p	-	1.918
p_ɾ	p_j	0.679
p_ɾ	p	1.414
r	r	0.0
s	s	0.0
s_i	z	0.0
t	t	0.263
t	d	2.584
t_a	d_ɐ	0.0
t_u	θ	0.0
t_ˈu	w	0.0
u	-	0.461
u	ɐ_n	1.87
u_z	o	0.0
z	-	0.56
z	z	2.169
z	t_r	3.329
z_ˈa	ˈeː	0.0
ð	d	0.545
ð	-	1.668
ŋ	n	0.0
ɔ	-	0.479
ɔ	u	1.825
ɔ̆	-	1.17
ɔ̆	r	1.585
ɔ̆	i	2.17
ɖː	l	0.0
ɛ	ɐ	1.181
ɛ	-	1.224
ɛ	ˈi	2.936
ɛ_ɾ	ɐ_r	0.74
ɛ_ɾ	r	1.914
ɛ_ɾ	ɐ	2.878
ɛ̆	-	0.0
ɡ	ʤ	0.0
ɡ_e	ð	0.0
ɣ	-	0.792
ɣ	ð	1.244
ɾ	r	0.367
ɾ	j	3.705
ɾ	ɐ_r	4.009
ɾ	ˈeə̯	4.124
ɾ	-	5.135
ʣ	-	0.844
ʣ	j	1.761
ʣ	ð	2.759
ʣ_u	j	0.0
ʦ	θ	0.823
ʦ	t	1.201
ˈa	ˈeə̯	1.054
ˈa	ˈʌ̃	1.705
ˈa	ˈa	2.461
ˈa	ˈɔə̯	5.068
ˈa_n	ˈʌ̃	0.0
ˈa_ɾ	ˈeə̯	0.0
ˈe	ˈɛə̯	1.375
ˈe	ˈɛ	1.689
ˈe	-	2.595
ˈe	ˈi	2.849
ˈi	ˈi	1.537
ˈi	ˈɛ	1.714
ˈi	ˈẽ	2.284
ˈi	ˈeː	3.49
ˈi	-	4.513
ˈi	ˈe	6.343
ˈo	ˈɔə̯	1.137
ˈo	ˈo	2.028
ˈo	ˈu	2.462
ˈo	ˈou̯	3.076
ˈo_n	ˈõũ̯	0.0
ˈu	ˈo	1.276
ˈu	ˈou̯	1.442
ˈu	ˈu	3.29
ˈu	-	3.98
ˈu	ˈɔ	4.225
ˈu_ɾ	ˈu_r	0.0
ˈɔ	ˈou̯	1.482
ˈɔ	ˈɔ	2.095
ˈɔ	ˈo	2.543
ˈɔ	u	2.597
ˈɔ	ˈɔə̯	3.816
ˈɔ_n	ˈõũ̯	0.0
ˈɔ_ɾ	ˈɔə̯_r	0.0
ˈɛ	ˈɛ	2.362
ˈɛ	ˈɛə̯	2.498
ˈɛ	ˈeː	2.548
ˈɛ	-	2.8
ˈɛ	ˈẽ	2.8
ˈɛ	ˈi	3.025
ˈɛ	ˈɛ̃	4.399
β	v	0.574
β	b	2.427
β	-	2.813
