Phone1	Phone2	Surprisal
b	b̥	0.091
b	-	4.033
b̥	b̥	0.0
d	d̥	0.0
d̥	d̥	0.26
d̥	-	2.601
f	f	0.352
f	fː	2.209
fː	fː	0.0
h	h	0.383
h	-	2.101
i	i	0.0
j	j	0.0
k	ɣ̊	0.85
k	k͡χ	1.167
kʰ	ɣ̊	0.0
kː	ɡ̊ː	0.0
kː_ə	k͡χ	0.0
l	l	0.0
m	m	0.0
mː	m	0.0
n	n	0.0
n_d̥	ŋ	0.0
n_ə	n	0.0
nː	n	0.0
ou̯	ˈau̯	0.0
oː	-	0.0
p	p	0.0
p͡f	p͡f	0.0
r	r	0.0
r_n	r_n	0.0
r_ə	r	0.0
s	z̥	0.46
s	ʃ	2.671
s	s	3.956
s	-	4.276
s_ə	s	0.0
s̻	z̥	0.552
s̻	sː	1.653
s̻_ə	sː	0.0
s̻ː	sː	0.0
t	t	0.088
t	tː	4.85
t	d̥	5.352
tː	tː	0.0
v	v̥	0.0
w	ʋ	0.242
w	-	3.638
w	ʋ_ˈø	3.75
x	χ	0.305
x	-	2.394
xː	χː	0.0
ŋ	ŋ	0.0
ɑ	ˈoː	0.0
ə	ə	0.598
ə	-	1.559
ə_l	l	0.0
ə_n	ə	0.0
ɛ	æ	0.0
ɡ	ɡ̊	0.152
ɡ	-	3.324
ɡ̊	ɡ̊	0.0
ʃ	ʒ̊	0.094
ʃ	ʃ	3.993
ʃː	ʃː	0.0
ʦ	ʦ	0.0
ʦː	ʦ	0.0
ˈe	ˈæ	1.033
ˈe	-	1.618
ˈe	ˈe	2.43
ˈei̯	ˈæi̯	0.541
ˈei̯	ˈe	1.677
ˈei̯_n	ˈæi̯	0.0
ˈeː	ˈeː	0.0
ˈi	ˈi	0.143
ˈi	ˈy	3.41
ˈiə̯	ˈiə̯	0.707
ˈiə̯	ˈyː	1.369
ˈiː	ˈiː	0.194
ˈiː	-	2.994
ˈo	ˈo	0.289
ˈo	ˈoː	3.199
ˈo	ˈu	3.784
ˈou̯	ˈau̯	0.0
ˈoː	ˈoː	0.0
ˈu	ˈu	0.0
ˈuə̯	ˈuə̯	0.226
ˈuə̯	ˈyə̯	2.788
ˈuː	ˈuː	0.0
ˈy	ˈy	0.855
ˈy	-	1.626
ˈy	ˈu	3.021
ˈyə̯	ˈyə̯	0.0
ˈyː	ˈyː	0.463
ˈyː	ˈy	1.865
ˈæː	ˈæː	0.0
ˈøy̯	ˈøi̯	0.0
ˈøː	ˈøː	0.0
ˈɑ	ˈɒ	0.582
ˈɑ	ˈɒː	2.099
ˈɑ	ˈæ	3.346
ˈɑː	ˈɒː	0.809
ˈɑː	ˈoː	1.221
ˈɛ	ˈæ	0.573
ˈɛ	ˈæː	2.603
ˈɛ	-	2.617
