Phone1	Phone2	Surprisal
a	a	0.715
a	-	2.405
a	a_ˀ	3.009
a	ẽː_̂	4.681
a	l	4.681
aː	r	1.151
aː	a_ˀ	1.623
aː	aː	2.151
b	b	0.0
b̥	b	0.0
c	t	0.0
d	d	0.0
d̥	d_ŭ	0.0
f	v	0.0
iː	ŭ	0.823
iː	-	3.109
iː	ɨ_ˀ	3.184
iː	ɛː	3.431
iː	j	3.764
iː	i_̌	4.56
j	ẽ	0.0
j_ɛ	ɛː	0.924
j_ɛ	ɛː_̂	1.08
k	k	0.0
l	l	0.089
l	oː_̂	4.062
l_a	o_l	0.0
l̩	ĭ	0.594
l̩	l	1.567
m	m	0.119
m	m_ɛ	3.66
m̩	m_ĭ	0.0
n	n	0.0
o	o	0.106
o	oː_̂	3.819
ou̯	-	1.322
ou̯	õː_̌	1.322
ou̯	u	2.322
p	p	0.0
r	r	0.442
r	oː	3.407
r	o_ˀ	3.441
r	r_ŭ	3.688
r_a	tʲ	0.0
r_iː	r_ŭ	0.0
r̝	r	0.17
r̝	rʲ	3.169
r̝̊	r	0.0
r̩	ĭ	1.807
r̩	ĭ_̂	1.807
r̩	r	1.807
r̩	ĭː	2.807
s	s	0.369
s	ˀ_s	2.836
s	s_ŭ	3.548
t	t	0.0
u	õː	1.995
u	õː_̂	1.995
u	uː_̂	1.995
u	-	2.015
uː	o_̌	1.14
uː	-	1.853
uː	o	1.893
v	v	0.0
x	x	0.293
x	ɡ_ŭ	2.444
z	z	0.0
z̥	z_ŭ	0.0
ɛ	e	1.764
ɛ	ɛː	2.69
ɛ	e_̂	2.907
ɛ	ĭ_̌	3.89
ɛ	ŭ_̂	4.214
ɛ	-	4.223
ɛ	e_̌	4.223
ɛ	i	4.292
ɛ	ɛː_̂	4.653
ɛ	ŭ_̌	4.66
ɛ	ẽ	4.675
ɛ	a	5.689
ɛ_t	ŭ_t	0.0
ɛː	-	1.0
ɛː	ɛː_̌	1.0
ɛː_ʃ	ʤ	0.0
ɟ	d	0.0
ɦ	ɡ	0.0
ɦ_ɛ	ɡ	0.0
ɪ	i	1.608
ɪ	ɨː	2.605
ɪ	ɨ	2.613
ɪ	i_̌	3.124
ɪ	iː_̂	3.124
ɪ	ɨ_ˀ	3.124
ɲ	-	0.605
ɲ	ɲ	1.545
ʃ	ʃ	0.0
ʒ	ʒ	0.0
ʒ̊	ʒ_ĭ	0.0
ʦ	ʦ	0.595
ʦ	-	1.565
ʧ	ʧ	0.0
