Phone1	Phone2	Surprisal
b	b	0.0
bː	b_eː	0.0
d	t	0.166
d	d	3.202
d_ə	t_ɑ	0.0
dː	tː	0.0
f	f	0.0
h	h	0.0
i	i	0.791
i	ɑ	1.245
iː	ɛ_h	0.0
j	ɡ	0.947
j	-	2.385
j	j	3.179
j	e	3.192
j	oː	3.838
k	k	0.48
k	xː	1.822
k_s	x_s	0.0
kː	kː	0.0
l	l	0.0
lː	lː	0.0
m	m	0.0
mː	mː	0.0
n	n	0.072
n	-	4.359
nː	nː	0.0
p	f	0.574
p	p͡f	2.488
p	fː	3.694
p	p	3.777
pː	p͡f	0.0
r	r	0.036
r	r_ˈu	5.359
r_n	r_n	0.0
r_t	r_ʦ	0.0
s	s	0.0
s_t	s_t	0.0
t	s̻	1.587
t	ʦ	1.603
t	s̻ː	2.339
t	t	2.834
tː	ʦː	0.0
v	b	0.0
w	w	0.011
w	v	7.01
x	x	0.0
z	s	0.0
ð	d	0.0
ŋ	ŋ	0.0
ə	ɑ	1.466
ə	i	2.624
ə	ɑ_n	2.663
ə	n	3.456
ə	o	3.545
ə	u	4.235
ə	e_n	4.34
ə	ɛ	4.695
ɡ	ɡ	0.0
ɡː	kː	0.0
ɣ	ɡ	0.405
ɣ	-	2.029
ɣ̥	ɡ	0.0
ˈa	ˈɑ	0.0
ˈaː	ˈoː	1.547
ˈaː	ˈou̯	1.832
ˈaː	ˈei̯	2.303
ˈaː	ˈɑ_h	2.861
ˈaː	ou̯	4.769
ˈe	ˈɛ	1.361
ˈe	ˈe	2.415
ˈe	ˈɑ	2.606
ˈe	ˈu	2.653
ˈe	-	3.323
ˈe_j	ˈɑ_ɡ	0.0
ˈeː	ˈɑː	1.48
ˈeː	ˈuo̯	2.228
ˈeː	-	2.609
ˈeː	ˈɛ	3.152
ˈeː	ˈi	3.388
ˈeː	ˈie̯	4.152
ˈi	ˈi	0.287
ˈi	-	3.649
ˈi	ˈɛ	4.302
ˈi	ˈiː	4.32
ˈiː	ˈiː	0.418
ˈiː	-	1.991
ˈi̯aː	ˈio̯	0.287
ˈi̯aː	ˈɛ_h	2.472
ˈi̯uː	ˈiu̯	0.0
ˈo	ˈo	1.283
ˈo	ˈu	1.335
ˈo	-	2.375
ˈoː	ˈuo̯	0.35
ˈoː	ˈɑ_n	2.214
ˈu	ˈu	0.666
ˈu	ˈo	2.153
ˈu	-	2.789
ˈuː	ˈuː	0.0
ˈuː_ɣ	rː	0.0
ˈɔː	ˈɑ	1.176
ˈɔː	ˈo	1.281
ˈɔː	ˈɑː	2.778
ˈɛː	ˈei̯	0.471
ˈɛː	ˈoː	2.442
ˈɛː	ˈeː	3.406
θ	d	0.0
