Phone1	Phone2	Surprisal
a	a	1.121
a	aː	2.108
a	iː	2.22
a	i	3.42
b	b	0.0
bʲ	b	0.0
b̥	b̥	0.0
d	d	0.0
dʲ	t	0.0
d̥	d̥	0.0
f	ʋ	0.0
i	iː	0.811
i	i	1.217
i_ˈ	i	0.0
j	j	0.0
j_ɐ	t_i	0.0
k	k	0.065
k	-	4.506
l	l	0.0
lʲ	l	0.0
lʲ_a	l_i	0.0
m	m	0.0
mʲ	m	0.0
n	n	0.152
n	ɲ	3.325
nʲ	n	0.0
o	o	0.0
p	p	0.0
r	r	0.336
r	-	2.269
s	s	0.0
t	t	0.0
u	uː	0.261
u	u_̂	2.593
v	ʋ	0.0
vʲ	ʋ	0.0
x	x	0.0
z	z	0.0
ɐ	a	0.496
ɐ	-	2.857
ɐ	aː	3.263
ɐ	uː	4.364
ɔ	o	0.968
ɔ	oː	1.033
ɛ	e	1.164
ɛ	eː	2.071
ɛ	i	3.085
ɛ	aː	3.835
ɛ	iː	4.257
ɛ	-	4.301
ɛ	e_̂	5.334
ɛ_m	a_n	0.0
ɛ_ˈ	̂	0.0
ɡ	ɡ	0.0
ɡ̊	ɡ̊	0.0
ɤ	uː	1.41
ɤ	-	1.649
ɤ	r̩	1.714
ɫ	l	0.469
ɫ	-	1.848
ɫ_a	l_a	0.0
ʃ_t	c	0.0
ʒ	ʒ	0.0
ʒ̊	ʒ̊	0.0
ʦ	ʦ	0.0
ʦʲ	ʦ	0.0
ʧ	ʧ	0.0
ˈ	̂	0.303
ˈ	̌	2.869
ˈ	-	4.248
