Icelandic	Icelandic	probability
θ	θ	1.0
ˈʏ	ˈu	1.0
ˈɪ_n	ˈi_n	1.0
ˈɛː_#>	w_ɑ̃_#>	1.0
ˈɛi̯	ˈɑi̯	1.0
ˈɑu̯	ˈɑ	1.0
ˈœːy̯	ˈɑu̯	1.0
ˈœː	-	1.0
ˈœ	ˈɑ	1.0
ˈou̯	ˈu	1.0
ˈaːu̯	ˈɑi̯	1.0
ˈaː	ˈɑ	1.0
ˈai̯	-	1.0
ʰt͡n̥	t_n	1.0
ʰp	p	1.0
ʰc	kː	1.0
ɲ	ŋ	1.0
ɪ_r̥	ɛː_r	1.0
ɣ	ɣ	1.0
ɟ̊ː	ɣ_j	1.0
ɛ	-	1.0
ɑu̯	-	1.0
ŋ	ŋ	1.0
ð_ʏ	θ	1.0
ç	x	1.0
x	k	1.0
sː	sː	1.0
s_#>	s_ɑ̃_#>	1.0
r̥_#>	#>	1.0
r_ˈɛ	r_ˈi	1.0
r_t͡n̥	r_n	1.0
pʰ	p	1.0
m	m	1.0
kʰ_v	xʷ	1.0
kʰ	kʷ	1.0
j_ˈɛ	ˈĩː	1.0
j_ˈœ	ˈe	1.0
j_ˈuː	ˈeu̯	1.0
i	iː	1.0
f	ɸ	1.0
d̥	d	1.0
b̥	b	1.0
aːu̯	e_x	1.0
<#_ˈɛ	<#_ˈɑ	1.0
<#_ˈa	<#_ˈɑ	1.0
<#_ɡ̊	<#_ɣ	1.0
<#_tʰ	<#_t	1.0
<#_r	<#_r	1.0
<#_n	<#_n	1.0
<#_l	<#_l	1.0
<#_kʰ	<#_k	1.0
<#_j	<#	1.0
<#_cʰ	<#_k	1.0
s	s	0.946
l	l	0.929
n	n	0.905
h	x	0.895
k	k	0.882
t	t	0.879
r	r	0.848
ˈɔ	ˈu	0.846
ˈuː	ˈuː	0.846
ˈoːu̯	ˈɔː	0.846
<#_v	<#_w	0.846
ˈu	ˈu	0.833
ɟ̊	ɣ	0.833
ˈa	ˈɑ	0.824
l̥	l	0.75
c	k	0.75
<#	<#_w	0.75
ˈaːi̯	ˈɔː	0.714
j_ˈoːu̯	ˈeu̯	0.714
p	p	0.7
#>	ɑ̃_#>	0.7
r̥	z	0.698
ð	ð	0.679
ˈɛːi̯	ˈɑi̯	0.667
ˈi	ˈi	0.667
ɡ̊ː	ɣ_j	0.667
ɡ̊	ɡ	0.667
n̥	n	0.667
ʏ	ɑ	0.649
ˈɪː	ˈi	0.625
ˈɑːu̯	ˈɛː	0.625
v	β	0.619
t͡n̥	n_ɑ	0.6
j	ˈe	0.6
a	ɑ_n	0.569
nː	nː	0.556
ˈɛ	ˈe	0.545
ˈʏː	ˈu	0.5
ˈʏː	-	0.5
ˈɪ	ˈi	0.5
ˈɔː	ˈu	0.5
ˈɔː	ˈe	0.5
ˈɔu̯	x	0.5
ˈɔu̯	-	0.5
ˈiː	ˈiː	0.5
ˈau̯	ˈɑ	0.5
ˈau̯	-	0.5
ʰt	x_t	0.5
ʰt	t	0.5
ʰk	ŋ_k	0.5
ʰk	k	0.5
nː	n_θ	0.444
ɪ	ɔːː	0.429
t͡l̥	lː	0.429
ˈɛː	ˈe	0.417
t͡n̥	n	0.4
ˈɪː	-	0.375
ˈɑːu̯	ɑ	0.375
ˈɪ	ˈu	0.357
ˈɛːi̯	ˈɑu̯	0.333
ˈɛː	ˈɑ	0.333
ˈi	-	0.333
ɡ̊ː	jː	0.333
ɡ̊	ɣ	0.333
n̥	n_ɑ	0.333
p	-	0.3
ˈaːi̯	ˈɑ	0.286
ɪ	z	0.286
v	w	0.286
t͡l̥	l_θ	0.286
t͡l̥	l_ɑ	0.286
j_ˈoːu̯	ˈɑi̯_w	0.286
ˈɛ	ˈɑ	0.273
l̥	x_l	0.25
c	k_i	0.25
<#	<#_k	0.25
#>	z_#>	0.227
ð	θ	0.214
j	j	0.2
a	ɔ̃ː	0.19
ˈɛ	-	0.182
ˈa	-	0.176
ˈɛː	w	0.167
ˈu	ɑi̯	0.167
ɟ̊	ɡʷ	0.167
ʏ	u	0.156
ˈɔ	-	0.154
ˈuː	ɣ_ɑ	0.154
ˈoːu̯	ˈeu̯	0.154
<#_v	<#	0.154
ˈiː	ˈuː	0.15
ˈiː	ˈi	0.15
ˈɪ	ˈe	0.143
ɪ	r	0.143
ɪ	e	0.143
r̥	r	0.123
t	t_s	0.121
k	-	0.118
ð	-	0.107
h	x_ˈɑu̯	0.105
ʏ	i	0.104
ˈiː	ˈiu̯	0.1
ˈiː	-	0.1
j	ˈeu̯	0.1
j	-	0.1
v	ɸ	0.095
n	-	0.095
r	-	0.091
a	n	0.086
ˈɛː	ˈeː	0.083
l	ɑ_l	0.071
a	ɔːː	0.069
a	ɑ	0.069
ʏ	-	0.065
r	i	0.061
r̥	ɑ_z	0.057
s	s_w	0.054
