Phone1	Phone2	Surprisal
a	a	0.057
a	e	4.701
a_r	e_r	0.0
a_t	a_t	0.0
b	b	0.258
b	v	2.612
bː	-	0.0
c	c	0.0
cː	c	0.0
d	d	0.0
d_u	d_u	0.0
e	e	0.0
f	f	0.0
fː	fː	0.0
i	e	1.176
i	i	1.779
i	v_e	3.236
i	-	3.24
i	ˈɛ	4.206
i_k	i_k	0.0
j	j	0.0
k	k	0.0
kː	kː	0.0
l	l	0.436
l	r	2.365
l	-	3.909
l_i	l_e	0.0
m	m	0.093
m	mː	4.005
mː	m	0.0
mː_u	m_e	0.0
n	n	0.05
n	-	4.881
nː	n	0.644
nː	nː	1.473
o	u	0.731
o	o	1.332
p	p	0.0
p_u	p_u	0.0
pː	p	0.0
r	r	0.143
r	-	3.787
r	ˈɔ	5.51
rː	r_n	0.866
rː	rː	1.147
s	s	0.044
s	ʃ	5.055
sː	sː	0.585
sː	r_s	1.585
t	t	0.0
tː	tː	0.316
tː	-	2.746
tː	dː	4.394
u	u	0.078
u	ˈɔ	5.898
u	j_u	6.03
u	r	6.197
u	e	7.208
u_l	u_l	0.0
v	v	0.0
z	z	0.0
ŋ	ŋ	0.0
ɖː	lː	0.216
ɖː	ʎ	2.847
ɟ	ɟ	0.0
ɟː	ɟ_e	0.0
ɡ	ɡ	0.647
ɡ	k	1.469
ɲː	ɲ	0.685
ɲː	ŋ_ɟ	1.403
ʃː	ʃ	0.448
ʃː	ʃː	1.905
ʒ	-	0.0
ʣ	ʣ	0.0
ʤ	ʤ	0.0
ʦ	ʦ	0.0
ʦː	ʦː	0.0
ʧ	ʧ	0.179
ʧ	-	3.097
ʧː	ʧː	0.0
ˈa	ˈa	0.062
ˈa	ˈɛ	4.579
ˈa_i	ˈa	0.0
ˈa_p	ˈa_p	0.0
ˈe	ˈe	0.995
ˈe	ˈɛ	1.174
ˈe	ˈɛ_r	4.182
ˈi	ˈi	0.403
ˈi	ˈɛ	2.388
ˈi	ˈe	4.242
ˈo	ˈɔ	0.787
ˈo	ˈo	1.25
ˈu	ˈu	0.465
ˈu	ˈo	2.698
ˈu	ˈɔ	3.042
ˈɔ	ˈɔ	0.337
ˈɔ	ˈo	3.189
ˈɔ	ˈɔ_v	4.112
ˈɔ	-	4.608
ˈɔ_l	ˈɔ_r	0.0
ˈɛ	ˈɛ	0.458
ˈɛ	ˈe	1.878
ˈɛ_l	ˈe_l	0.0
ˈɛ_m	ˈɛ_m	0.0
