Phone1	Phone2	Surprisal
b̥	b̥	0.171
b̥	-	3.165
d̥	d̥	0.303
d̥	ɾ	2.402
f	f	0.0
h	h	0.0
i	-	0.415
i	ɪ	2.0
j	j	0.0
j_ə	ŋ	0.0
k	ɡ̊	0.0
kʰ	kʰ	0.0
l	l	0.09
l	l_d̥	4.055
m	m	0.0
n	n	0.0
oː	ˈuː	0.0
p	b̥	0.0
pʰ	b̥͡v̥	0.0
s	s	0.476
s	z̥	2.27
s	ʃ	3.764
s_t	ʃ_d̥	0.0
t	d̥	0.196
t	d̥_r	2.976
v	v	0.377
v	β	2.121
v_ə	m	0.0
v̥	v̥	0.0
x	x	0.58
x	ɣ̊	1.594
z̥	z̥	0.0
æ̆	ɐ	0.0
ŋ	ŋ	0.0
ɐ	ɐ	0.0
ɑ	a	0.0
ə	n	0.534
ə	a	1.692
ɛː	eː	0.0
ɡ̊	ɡ̊	0.0
ɣ̊	ɣ̊	0.321
ɣ̊	ɣ	2.324
ɣ̊_ə	ŋ	0.0
ʀ	r	0.123
ʀ	ˈɛː	3.614
ʃ	ʃ	0.998
ʃ	ç	1.519
ʃ	-	2.732
ʒ̊	-	0.609
ʒ̊	ʃ	1.538
ʒ̊_ə	ŋ	0.0
ʣ̥	-	0.0
ʦ	ʦ	0.0
ˈa	ˈɒ	0.104
ˈa	ˈɒː	3.846
ˈai̯	ˈaɪ̯	0.0
ˈau̯	ˈaʊ̯	0.0
ˈaː	ˈaː	0.171
ˈaː	ˈɒ	3.164
ˈãː	ˈaː	0.0
ˈe	ˈɛ	0.0
ˈeː	ˈiː	0.739
ˈeː	-	1.318
ˈẽː	ˈeː	0.0
ˈi	ˈɪ	0.243
ˈi	ˈiː	2.69
ˈiː	ˈiː	0.0
ˈĩː	ˈiː_n	0.0
ˈo	ˈɔ	0.959
ˈo	ˈʊ	1.043
ˈoĩ̯	ˈaɪ̯	0.0
ˈoi̯	ˈaɪ̯	0.0
ˈoː	ˈuː	0.84
ˈoː	ˈoː	1.18
ˈõː	ˈuː	0.0
ˈu	ˈʊ	0.2
ˈu	-	2.95
ˈuː	ˈuː	0.0
ˈæ	ˈɛ	0.0
ˈæ_ɐ	ˈɘ	0.0
ˈæː	-	0.0
ˈɑ	ˈɒ	0.52
ˈɑ	-	1.916
ˈɑ	ˈa	4.731
ˈɑː	ˈoː	0.363
ˈɑː	ɐ	2.168
ˈɑ̃i̯	ˈaɪ̯	0.0
ˈɔ	ˈɔ	0.0
ˈɛ	ˈɛ	0.459
ˈɛ	ˈeː	1.874
ˈɛː	ˈeː	0.982
ˈɛː	-	1.018
ˈɛ̃ː	ˈiː_n	0.0
