Phone1	Phone2	Surprisal
a	ə	0.292
a	u	2.932
a	a	4.263
b	b	0.0
bː	b	0.0
d	d	0.0
d_ə	t	0.0
dː	t	0.0
e	-	0.0
f	f	0.0
i	-	0.655
i	ə	1.961
i	i	3.208
j	-	0.655
j	l	2.027
j	j	3.063
j_ə	s	0.0
j_ˈɛ	ˈɛ	0.0
k	ʨ	0.756
k	k	1.809
k	-	3.03
k_j	p_l	0.0
k_w	k	0.0
kː_j	ʎ	0.0
kː_ə	ʨ_ə	0.0
l	l	0.134
l	ʎ	3.499
lː	l	0.0
m	m	0.0
mː	m	0.0
n	n	0.403
n	w_n	2.542
n	-	3.797
n_t	n_ʨ	0.0
nː	n	0.0
o	-	0.0
p	p	0.343
p	v	2.778
p	w	3.929
r	r	0.0
rː	r	0.0
s	s	0.158
s	ʃ	3.268
t	t	0.86
t	d	1.155
tː	t	0.768
tː	ʨ	1.276
u	u	0.926
u	o	1.926
u	-	2.25
v	v	0.118
v	b	4.048
v	ʒ	5.78
w	-	1.319
w	w	1.732
w	ˈɔ	2.911
w	j_ˈɛ	3.596
w	ˈuː	3.596
z	s	0.0
ŋ	ŋ	0.0
ŋ_ɡ	ŋ	0.0
ə	ə	0.224
ə	-	3.776
ə	e	4.967
ə	i	5.21
ə	ʃ_ə	6.393
ɡ	ɡ	0.0
ɲ	ɲ	0.0
ɲː	ɲ	1.184
ɲː	-	1.463
ɲː	ŋ_ɡ	2.342
ɾ	r	0.328
ɾ	-	2.541
ɾ	d	4.98
ɾ_n	r_n	0.0
ʃ	ʧ	0.965
ʃ	ʃ	1.167
ʃ	f_l	4.551
ʃː	ʧ	0.985
ʃː	ʃ	1.015
ʎː	ʎ	0.0
ʤ	ʃ	0.868
ʤ	-	1.145
ʤː	ʥ	0.0
ʦ	-	0.0
ʦː	ʦ	0.0
ʧ	ʃ	0.0
ʧː	ˈiː_ʧ	0.0
ˈa	ˈa	1.214
ˈa	ˈaː	1.487
ˈa	ˈɔ	2.57
ˈa	-	4.506
ˈe	ˈa_j	1.522
ˈe	-	1.919
ˈe	ˈe	2.33
ˈe	ˈeː	2.407
ˈi	ˈiː	1.698
ˈi	ˈi	1.815
ˈi	ˈa_j	2.141
ˈi	ˈe	3.316
ˈi	-	3.634
ˈo	ˈu	0.595
ˈo	ˈuː	1.746
ˈo	ˈo	4.646
ˈu	ˈu	0.751
ˈu	ˈiː	2.645
ˈu	ˈi	2.698
ˈu	-	3.448
ˈu_ɾ	r	0.0
ˈɔ	ˈɔː	1.882
ˈɔ	ˈu	2.069
ˈɔ	w	2.521
ˈɔ	-	2.558
ˈɔ	ˈɔ	3.327
ˈɔ	ˈɛ	4.422
ˈɔ_k	w	0.0
ˈɔ_n	n	0.0
ˈɔ_sː	s	0.0
ˈɛ	ˈɛː	1.607
ˈɛ	ˈiə̯	1.914
ˈɛ	ˈɛ	2.173
ˈɛ	ˈa_j	2.436
ˈɛ_lː	ˈɛː	0.0
