Phone1	Phone2	Surprisal
a	-	0.323
a	ɪ	3.318
a	ʏ_r̥	3.318
a_n	a	0.0
a_r	ɪ_r̥	0.0
aː	-	0.0
b	b̥	0.113
b	v	3.73
d	d̥	0.0
d_a	ɡ̊ː	0.0
e	-	0.0
f	f	0.357
f	v_ʏ	2.189
h	h	1.154
h	-	1.67
h	ç	2.901
h	ˈɔu̯	3.286
h_t	ʰt	0.0
i	-	0.264
i	ɛ	2.58
iː	ʏ	0.87
iː	-	1.143
j	-	0.0
k	k	0.717
k	c	1.638
k	cʰ	3.831
l	l	0.774
l	l̥	1.831
l	t͡l̥	2.899
l_θ	t͡l̥	0.0
lː	t͡l̥	0.0
m	m	0.0
n	n	0.529
n	-	2.537
n	a	2.893
n_s	t͡n̥	0.0
n_θ	nː	0.0
nː	nː	0.0
oː	a	0.945
oː	-	1.058
p	p	0.993
p	ʰp	1.007
r	r	0.8
r	r̥	1.52
r	ɪ_r̥	4.468
r	-	4.969
r_n	r_t͡n̥	0.0
s	r̥	1.157
s	ʏ_r̥	1.343
s	s	2.666
t	t	0.104
t	ʰt	3.843
t_oː	ʰt͡n̥	0.0
u	ʏ	0.578
u	-	1.599
w	v	0.265
w	ˈoːu̯	2.573
w_ˈa	ˈou̯	0.0
x	-	0.0
z	-	0.0
ð	ð	0.839
ð	-	1.182
ŋ	ŋ	0.256
ŋ	ɲ	2.619
ŋ_k	sː	0.0
ɔː	a	0.0
ɡ	ɡ̊	0.826
ɡ	-	2.101
ɡ	ɟ̊	2.303
ɡʷ	ɟ̊	0.0
ɡʷː	ɡ̊	0.0
ɣ	-	0.807
ɣ	ɟ̊ː	1.223
ʍ	kʰ_v	0.0
ˈa	ˈa	1.359
ˈa	ˈaː	2.629
ˈa	ˈɛ	2.913
ˈa	ˈɑu̯	3.476
ˈa	-	4.012
ˈa	ˈau̯	4.012
ˈa	ˈœ	4.012
ˈa	ˈɛː	4.654
ˈeː	ˈɑːu̯	0.815
ˈeː	-	1.212
ˈi	ˈɪ	1.855
ˈi	ˈi	2.761
ˈi	ˈɪː	2.914
ˈi	j	3.235
ˈi	-	3.29
ˈi	ˈɛː	3.29
ˈi	ˈɛ	3.727
ˈi	j_ˈɛː	4.128
ˈi_j	ˈai̯	0.0
ˈi_s	ˈɪ_s	0.0
ˈiu̯	j	1.491
ˈiu̯	j_ˈuː	1.794
ˈiu̯	ˈiː	2.24
ˈiu̯	-	2.794
ˈiː	ˈiː	0.0
ˈoː	ˈoːu̯	0.368
ˈoː	-	2.15
ˈu	ˈʏ	0.883
ˈu	ˈu	2.055
ˈu	-	2.205
ˈuː	ˈuː	0.0
ˈɔ	ˈɔ	0.294
ˈɔ	ˈœːy̯	2.437
ˈɔː	ˈœːy̯	0.622
ˈɔː	-	1.514
ˈɔː_s	ˈɛːi̯_r	0.0
ˈɛ	j	1.22
ˈɛ	j_ˈœ	1.641
ˈɛ	ˈɛ	2.0
ˈɛː	ˈɛi̯	1.624
ˈɛː	-	1.92
ˈɛː	ˈɛːi̯	2.326
ˈɛː	j	2.813
ˈɛː	ˈeːi̯	3.842
β	v	0.0
θ	ð	0.0
